Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season
India,Visakhapatnam,City Center,17.6935526,83.2921297,5.0,81.74,1.37,4.71,121.3,390.11,102.63,32.0,100,2.4,Monsoon,10.24,132.03,5000.0,5000.0,2025-07-11 09:25:00,monsoon
Russia,Chelyabinsk,Sector_3,55.12979,61.34684,1.0,1.01,11.04,6.3,27.11,141.73,1.12,-0.5,100,3.7,Monsoon,2106.32,1010.04,5000.0,275.8,2025-07-28 14:14:00,monsoon
Brazil,Londrina,Sector_2,-23.28968,-51.18651,1.0,1.36,0.25,0.14,34.13,61.51,2.1,31.7,88,7.5,Monsoon,386.84,5000.0,5000.0,5000.0,2025-07-05 14:52:00,monsoon
India,Bhopal,Sector_4,23.29156,77.40514,4.0,30.99,3.21,1.29,45.16,197.37,43.43,25.0,81,4.0,Monsoon,186.58,5000.0,5000.0,5000.0,2025-07-13 17:04:00,monsoon
USA,Indianapolis,Sector_4,39.79902,-86.12537,1.0,3.4,4.44,1.32,37.61,116.19,5.29,16.3,85,6.1,Monsoon,94.57,938.8,5000.0,5000.0,2025-07-27 11:47:00,monsoon
Pakistan,Muzaffargarh,Sector_3,30.06875,71.19912,5.0,133.81,6.92,1.82,61.72,714.92,248.25,23.3,40,4.6,Monsoon,136.26,5000.0,5000.0,5000.0,2025-08-22 15:57:00,monsoon
Germany,Nuremberg,Sector_1,49.4467,11.0905,2.0,9.36,19.18,0.79,18.47,203.36,12.24,14.3,99,4.4,Monsoon,70.75,453.02,2554.74,335.01,2025-09-02 11:01:00,monsoon
Russia,Voronezh,City Center,51.6605982,39.2005858,2.0,4.77,3.3,0.38,23.15,132.82,5.85,10.4,100,6.4,Monsoon,67.21,355.62,5000.0,447.01,2025-07-31 08:07:00,monsoon
China,Ürümqi,Sector_1,43.81815,87.62616,3.0,16.36,20.04,2.07,23.22,145.46,37.46,3.3,100,4.9,Monsoon,369.17,1048.89,451.07,5000.0,2025-09-15 08:06:00,monsoon
USA,San Diego,City Center,32.7174202,-117.162772,3.0,10.77,0.45,0.44,64.08,126.85,19.85,22.4,100,3.3,Monsoon,85.75,543.66,5000.0,1379.82,2025-07-15 09:55:00,monsoon
China,Shenzhen,Sector_2,22.5506,114.08258,5.0,72.8,17.93,28.52,71.51,355.48,95.63,31.1,93,3.4,Monsoon,119.94,602.78,5000.0,813.3,2025-07-24 15:33:00,monsoon
Bangladesh,Chuadanga,City Center,23.6436608,88.846448,5.0,132.74,40.55,19.48,40.8,1370.76,143.99,32.1,82,4.0,Monsoon,83.23,5000.0,5000.0,5000.0,2025-07-24 19:38:00,monsoon
Nigeria,Warri,City Center,5.5186186,5.7480196,1.0,0.74,0.05,0.06,14.25,81.35,1.79,40.0,91,4.5,Monsoon,32.44,5000.0,5000.0,5000.0,2025-08-13 18:24:00,monsoon
USA,Baltimore,Sector_1,39.32124,-76.62651,2.0,5.18,6.33,1.19,38.62,120.69,8.09,9.3,86,2.0,Monsoon,50.19,75.99,5000.0,148.52,2025-07-06 14:50:00,monsoon
Russia,Tomsk,Sector_2,58.62428,82.04362,1.0,0.27,0.24,0.23,44.34,78.37,0.33,-13.3,100,4.2,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-18 17:37:00,monsoon
Indonesia,Jakarta,Sector_2,-6.18587,106.84007,1.0,0.29,0.27,0.07,19.91,77.7,0.67,35.2,100,4.4,Monsoon,153.77,243.51,5000.0,1249.46,2025-07-26 17:25:00,monsoon
USA,Washington,Sector_1,38.90181,-77.07071,2.0,6.54,6.77,1.51,34.02,155.59,9.72,14.5,88,3.6,Monsoon,60.64,5000.0,5000.0,5000.0,2025-08-25 16:32:00,monsoon
China,Foshan,Sector_2,23.01522,113.10965,5.0,45.23,19.97,17.72,46.6,390.27,61.62,33.2,70,4.9,Monsoon,9.66,1315.01,1262.67,721.67,2025-07-12 20:56:00,monsoon
Pakistan,Sadiqabad,Sector_4,28.34375,70.12004,5.0,156.68,2.62,6.54,94.13,597.13,280.43,30.3,33,4.6,Monsoon,274.55,5000.0,5000.0,5000.0,2025-09-10 14:38:00,monsoon
India,Jaipur,City Center,26.9154576,75.8189817,5.0,53.81,11.64,4.55,101.61,300.99,91.98,24.6,79,1.6,Monsoon,93.26,5000.0,5000.0,5000.0,2025-07-26 17:34:00,monsoon
Germany,Erfurt,Sector_1,50.9769,11.00518,3.0,12.63,21.29,0.93,6.19,244.81,18.89,12.3,100,3.7,Monsoon,292.55,1156.72,327.72,502.33,2025-09-09 11:35:00,monsoon
Germany,Hagen,Sector_1,51.34527,7.46708,1.0,3.82,8.7,0.69,25.96,140.38,5.56,17.5,100,2.9,Monsoon,1707.95,602.17,5000.0,1253.87,2025-09-09 12:19:00,monsoon
Pakistan,Gujrat,Sector_1,32.55265,74.06926,5.0,109.61,35.68,3.32,20.57,1413.61,207.18,25.6,46,3.6,Monsoon,297.53,5000.0,5000.0,5000.0,2025-07-16 09:04:00,monsoon
Pakistan,Rawalpindi,Sector_2,33.56737,73.07244,5.0,55.31,11.76,1.64,40.41,619.28,123.37,25.2,85,2.8,Monsoon,428.06,0.0,1845.67,5000.0,2025-07-13 17:18:00,monsoon
Pakistan,Quetta,Sector_2,30.20763,67.01275,3.0,10.86,0.89,0.76,47.65,79.24,21.56,20.9,41,3.7,Monsoon,27.57,5000.0,5000.0,5000.0,2025-07-13 09:39:00,monsoon
China,Guiyang,Sector_3,26.66607,106.58263,5.0,39.08,9.55,2.75,41.68,430.74,51.57,15.0,100,2.8,Monsoon,197.27,1184.69,5000.0,5000.0,2025-08-26 10:07:00,monsoon
Germany,Kassel,Sector_2,51.29231,9.43696,3.0,10.67,30.17,2.14,7.12,277.65,19.43,11.8,100,4.9,Monsoon,880.47,1610.45,705.65,959.18,2025-08-02 19:53:00,monsoon
Indonesia,Cirebon,Sector_1,-6.72946,108.55105,1.0,1.08,1.11,0.17,23.64,71.82,2.26,39.5,100,3.9,Monsoon,95.81,310.08,718.21,1203.26,2025-09-12 09:31:00,monsoon
Brazil,Diadema,Sector_4,-23.6523,-46.62654,1.0,1.42,0.04,0.13,32.87,27.04,9.4,30.0,100,7.7,Monsoon,551.2,383.4,5000.0,5000.0,2025-07-14 13:52:00,monsoon
USA,San Jose,Sector_1,37.30797,-121.90892,2.0,0.55,0.65,0.28,40.68,64.61,2.22,20.2,100,4.7,Monsoon,372.65,5000.0,5000.0,5000.0,2025-09-18 14:19:00,monsoon
China,Ürümqi,Sector_4,43.82691,87.59614,3.0,15.89,16.75,1.78,31.56,138.73,27.01,3.1,100,4.1,Monsoon,12.66,5000.0,5000.0,5000.0,2025-07-08 12:24:00,monsoon
Indonesia,Tangerang,Sector_4,-6.19699,106.651,1.0,0.34,0.25,0.07,20.65,68.28,0.94,36.9,100,6.0,Monsoon,12.9,125.56,1139.71,5000.0,2025-09-12 13:51:00,monsoon
Bangladesh,Barisal,City Center,22.4934035,90.3548015,5.0,44.81,0.81,3.38,87.26,264.78,64.02,26.7,90,2.6,Monsoon,1291.66,5000.0,5000.0,5000.0,2025-09-16 17:13:00,monsoon
Germany,Aachen,City Center,50.776351,6.083862,2.0,5.13,8.33,0.3,13.72,151.72,7.23,16.5,100,5.8,Monsoon,404.32,797.37,1536.03,289.29,2025-09-22 14:20:00,monsoon
Nigeria,Zaria,Sector_1,10.98893,7.65121,5.0,58.7,0.9,0.41,55.18,156.04,185.57,40.5,34,4.7,Monsoon,24.36,5000.0,5000.0,5000.0,2025-09-17 10:56:00,monsoon
Indonesia,Cirebon,Sector_4,-6.67964,108.56898,1.0,0.87,0.97,0.16,23.07,86.94,1.83,37.9,100,3.5,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-28 13:07:00,monsoon
China,Changzhou,Sector_1,31.81519,119.93005,5.0,95.0,52.63,11.43,0.0,927.25,101.25,19.1,96,4.0,Monsoon,63.02,746.46,5000.0,5000.0,2025-08-08 17:51:00,monsoon
Indonesia,Tegal,Sector_1,-6.87529,109.12395,1.0,1.09,0.64,0.12,33.61,72.36,3.63,37.9,100,4.7,Monsoon,90.94,5000.0,5000.0,5000.0,2025-08-23 14:03:00,monsoon
Russia,Tula,Sector_2,54.20002,37.58237,2.0,1.93,1.31,0.35,34.08,101.21,3.02,10.8,100,4.0,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-26 08:41:00,monsoon
Indonesia,Manado,Sector_3,1.54086,124.89543,1.0,2.01,1.26,0.12,7.94,147.96,2.31,38.1,100,2.1,Monsoon,915.66,5000.0,5000.0,5000.0,2025-09-03 14:39:00,monsoon
Russia,Tyumen,Sector_4,57.18166,65.53805,1.0,1.07,4.07,1.14,22.44,118.77,1.33,-2.0,100,4.1,Monsoon,1232.55,1262.15,5000.0,2496.71,2025-09-10 11:19:00,monsoon
Germany,Mannheim,Sector_2,49.5075,8.46592,2.0,7.36,14.3,0.86,32.47,199.32,11.29,16.5,100,3.0,Monsoon,13.02,150.73,819.06,243.7,2025-07-23 11:12:00,monsoon
India,Varanasi,Sector_1,25.31564,83.02263,5.0,49.74,3.71,1.73,60.03,329.72,71.69,24.8,56,3.1,Monsoon,555.18,5000.0,5000.0,5000.0,2025-07-06 19:01:00,monsoon
Nigeria,Ilorin,City Center,8.4963657,4.5480484,3.0,12.13,1.85,1.29,61.25,311.38,34.19,44.9,35,1.8,Monsoon,105.28,1106.48,1041.9,5000.0,2025-09-05 08:12:00,monsoon
Pakistan,Jacobabad,Sector_3,28.30951,68.45286,5.0,66.34,7.09,1.84,68.63,354.89,137.78,29.7,51,2.2,Monsoon,1357.72,5000.0,5000.0,5000.0,2025-07-18 16:56:00,monsoon
Russia,Novokuznetsk,Sector_4,53.75337,87.08712,2.0,0.24,2.31,2.34,41.58,94.88,0.23,-3.5,100,6.6,Monsoon,106.0,59.39,5000.0,1224.1,2025-07-21 11:05:00,monsoon
Russia,Ryazan,Sector_2,54.65848,39.7285,1.0,3.09,2.38,0.46,43.57,108.17,4.08,13.7,100,4.2,Monsoon,1198.6,5000.0,5000.0,5000.0,2025-08-08 14:39:00,monsoon
Nigeria,Jimeta,Sector_1,9.2927,12.48635,5.0,30.0,0.35,0.13,38.82,94.01,108.31,43.9,42,3.2,Monsoon,1526.61,5000.0,5000.0,5000.0,2025-09-13 15:40:00,monsoon
Germany,Bonn,Sector_1,50.73382,7.13328,2.0,5.37,13.0,0.81,13.32,162.63,8.54,20.4,100,3.2,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-07-06 19:36:00,monsoon
India,Raipur,Sector_4,21.24757,81.67349,5.0,72.34,13.73,17.68,52.69,588.37,107.54,27.6,87,3.0,Monsoon,679.44,5000.0,5000.0,5000.0,2025-07-04 20:54:00,monsoon
Russia,Ulyanovsk,City Center,54.3150278,48.403373,1.0,1.97,5.58,0.35,11.51,132.14,2.31,4.3,100,3.4,Monsoon,253.05,46.94,5000.0,195.0,2025-07-06 20:26:00,monsoon
Brazil,Ananindeua,Sector_2,-1.36722,-48.36261,1.0,1.16,0.23,0.13,27.27,85.76,2.37,44.4,100,5.7,Monsoon,48.57,620.38,5000.0,5000.0,2025-07-25 18:36:00,monsoon
Russia,Bryansk,City Center,53.2788979,34.3659113,1.0,3.48,1.63,0.55,39.86,97.28,3.62,13.2,100,4.4,Monsoon,963.9,5000.0,5000.0,5000.0,2025-08-18 15:52:00,monsoon
USA,Chicago,Sector_1,41.85599,-87.60839,2.0,4.21,7.26,0.15,23.38,144.15,5.67,13.7,100,4.7,Monsoon,723.87,535.56,5000.0,5000.0,2025-07-24 11:25:00,monsoon
Germany,Bonn,City Center,50.7352621,7.1024635,2.0,4.85,13.47,0.78,13.82,191.18,8.08,17.4,89,4.3,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-17 14:56:00,monsoon
Bangladesh,Noakhali,Sector_3,22.22924,91.19486,5.0,30.77,0.57,2.96,84.36,189.21,36.95,33.2,87,6.8,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-22 13:48:00,monsoon
Bangladesh,Chittagong,Sector_3,22.34442,91.83511,4.0,21.1,0.4,2.16,96.44,131.47,29.89,28.3,100,3.4,Monsoon,85.04,5000.0,5000.0,5000.0,2025-08-12 11:03:00,monsoon
Indonesia,Denpasar,City Center,-8.6524973,115.2191175,1.0,1.66,0.03,0.12,27.87,42.38,7.66,36.3,100,6.0,Monsoon,164.39,819.26,1470.28,5000.0,2025-09-26 08:22:00,monsoon
Pakistan,Jaranwala,Sector_4,31.30845,73.39355,5.0,196.9,11.1,2.56,48.76,1339.7,301.67,25.2,46,3.4,Monsoon,557.51,5000.0,5000.0,5000.0,2025-08-26 15:44:00,monsoon
Russia,Ivanovo,City Center,57.0088004,40.9630633,1.0,2.08,18.13,2.09,25.03,97.42,3.52,9.4,100,4.1,Monsoon,263.39,0.0,5000.0,457.18,2025-07-25 14:09:00,monsoon
Nigeria,Ikot Ekpene,Sector_4,5.18947,7.74818,1.0,0.61,0.15,0.08,12.2,58.5,1.53,43.7,74,5.7,Monsoon,586.78,5000.0,5000.0,5000.0,2025-09-18 19:52:00,monsoon
Bangladesh,Magura,City Center,23.4880772,89.4201824,5.0,89.26,9.59,5.79,75.87,500.0,124.04,30.4,85,4.1,Monsoon,282.04,5000.0,5000.0,5000.0,2025-08-09 16:00:00,monsoon
Russia,Penza,Sector_1,53.18832,44.96761,2.0,4.14,4.33,1.25,21.64,140.03,5.36,9.4,100,3.8,Monsoon,198.02,318.5,1873.87,109.29,2025-08-12 09:18:00,monsoon
USA,Philadelphia,Sector_2,39.92985,-75.13794,2.0,7.25,6.13,1.17,33.11,129.08,8.78,14.0,96,5.9,Monsoon,683.81,221.56,5000.0,1119.97,2025-09-02 11:12:00,monsoon
Russia,Arkhangelsk,Sector_3,64.58052,40.48538,1.0,0.4,1.55,0.03,22.75,117.13,0.64,5.6,100,3.2,Monsoon,2138.23,793.23,2779.74,1713.62,2025-09-05 08:19:00,monsoon
Russia,Krasnodar,Sector_2,45.03428,38.95777,2.0,0.75,1.89,0.77,41.3,89.44,1.18,11.7,100,3.7,Monsoon,11.49,697.62,5000.0,600.76,2025-07-06 16:19:00,monsoon
Germany,Düsseldorf,Sector_1,51.24442,6.78686,1.0,3.57,9.37,0.34,21.02,139.16,5.81,18.3,100,5.6,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-07-16 20:35:00,monsoon
Pakistan,Bahawalnagar,Sector_2,29.99062,73.2925,5.0,149.17,2.48,1.62,79.45,625.87,219.84,28.9,43,3.0,Monsoon,1325.46,5000.0,5000.0,5000.0,2025-09-30 08:29:00,monsoon
USA,Washington,Sector_3,38.86337,-77.06643,2.0,5.79,6.37,1.66,32.66,135.97,8.03,15.6,87,5.1,Monsoon,26.9,437.26,5000.0,570.46,2025-07-22 17:44:00,monsoon
Indonesia,Cimahi,City Center,-6.8731527,107.5423099,1.0,0.85,0.21,0.08,19.94,58.02,3.06,36.9,100,2.7,Monsoon,48.67,106.03,701.75,5000.0,2025-08-24 20:53:00,monsoon
China,Dalian,Sector_3,38.87236,121.60017,3.0,17.96,16.29,13.6,21.04,255.56,31.02,6.6,100,1.8,Monsoon,175.41,5000.0,5000.0,5000.0,2025-09-04 17:49:00,monsoon
Germany,Nuremberg,Sector_4,49.48568,11.03297,2.0,9.85,19.04,0.82,14.08,157.83,11.26,16.3,100,4.6,Monsoon,397.07,1567.01,0.0,2031.74,2025-09-19 13:55:00,monsoon
Germany,Freiburg,Sector_4,48.0342,7.82801,2.0,8.27,14.44,1.19,10.96,234.14,12.24,19.2,100,2.6,Monsoon,208.35,642.27,657.97,1653.6,2025-08-31 12:20:00,monsoon
Indonesia,Jambi,Sector_3,-1.72429,102.72745,1.0,3.36,1.84,0.33,3.65,225.35,6.42,34.2,100,3.8,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-22 13:28:00,monsoon
Indonesia,Surakarta,Sector_4,-7.5798,110.81774,1.0,0.88,0.03,0.1,32.96,46.24,4.28,38.1,100,4.4,Monsoon,85.05,1070.9,1325.5,5000.0,2025-08-10 13:53:00,monsoon
Pakistan,Jaranwala,Sector_1,31.31554,73.38992,5.0,171.77,11.77,2.65,59.04,1336.49,272.95,26.7,44,3.8,Monsoon,348.71,5000.0,5000.0,5000.0,2025-07-05 20:58:00,monsoon
Russia,Makhachkala,Sector_3,43.00379,47.54239,2.0,1.81,0.89,0.54,35.4,64.67,2.56,14.9,100,5.0,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-19 12:51:00,monsoon
USA,Tucson,City Center,32.2228765,-110.974847,2.0,4.39,2.08,0.28,42.68,80.84,6.91,21.5,68,6.5,Monsoon,32.52,594.0,5000.0,5000.0,2025-07-08 14:05:00,monsoon
USA,Colorado Springs,Sector_3,38.83122,-104.79644,1.0,1.15,3.92,0.06,35.65,75.71,1.14,9.6,79,6.3,Monsoon,181.81,5000.0,5000.0,5000.0,2025-07-01 13:35:00,monsoon
USA,Detroit,Sector_4,42.32114,-83.02886,2.0,3.72,4.6,0.78,42.87,116.32,5.05,15.5,100,6.7,Monsoon,132.18,210.95,5000.0,1325.43,2025-07-29 20:25:00,monsoon
Brazil,Niterói,Sector_1,-22.92428,-43.12754,1.0,2.33,0.05,0.13,31.31,40.79,10.99,30.9,98,6.5,Monsoon,891.24,5000.0,5000.0,5000.0,2025-09-12 08:00:00,monsoon
Brazil,Diadema,City Center,-23.6866428,-46.6246935,1.0,1.11,0.05,0.12,33.86,36.5,8.83,29.7,100,8.3,Monsoon,36.76,751.35,5000.0,5000.0,2025-08-23 19:48:00,monsoon
Germany,Dortmund,City Center,51.5142273,7.4652789,1.0,3.09,8.55,0.47,27.78,143.04,4.25,19.3,100,5.0,Monsoon,612.33,220.24,5000.0,661.45,2025-07-15 12:05:00,monsoon
Brazil,Natal,Sector_1,-5.7853,-35.21877,2.0,1.39,0.31,0.23,47.72,60.78,2.83,36.1,82,9.5,Monsoon,823.11,5000.0,5000.0,5000.0,2025-09-11 09:43:00,monsoon
Nigeria,Damaturu,Sector_2,11.76794,11.9714,5.0,49.99,0.67,0.2,46.56,96.99,240.61,41.3,32,5.2,Monsoon,14.38,5000.0,5000.0,5000.0,2025-08-24 12:47:00,monsoon
Pakistan,Multan,City Center,30.197838,71.4719683,5.0,169.09,5.47,1.27,63.36,830.06,321.96,26.9,100,1.7,Monsoon,198.22,5000.0,5000.0,5000.0,2025-08-02 17:15:00,monsoon
China,Xi'an,Sector_4,34.28555,108.93808,5.0,61.75,7.48,3.26,51.05,506.3,81.66,8.5,76,3.8,Monsoon,7.92,1362.46,5000.0,5000.0,2025-08-15 16:50:00,monsoon
China,Harbin,Sector_1,45.75544,126.58736,5.0,45.66,40.03,14.92,1.37,715.57,72.25,-2.5,100,3.5,Monsoon,30.65,778.61,2232.89,5000.0,2025-07-30 20:33:00,monsoon
China,Kunming,Sector_2,25.07215,102.73134,3.0,18.71,17.05,2.63,9.9,404.66,23.7,12.8,100,1.6,Monsoon,26.54,784.84,1775.08,590.28,2025-07-13 13:32:00,monsoon
China,Nanjing,City Center,32.0438284,118.7788631,5.0,92.14,59.15,22.15,0.0,1221.16,121.58,21.7,69,4.0,Monsoon,13.32,5000.0,5000.0,5000.0,2025-09-01 19:30:00,monsoon
Pakistan,Gujrat,Sector_2,32.56994,74.07206,5.0,125.19,31.39,3.56,20.11,1630.59,219.91,26.8,55,3.5,Monsoon,34.52,1368.41,5000.0,5000.0,2025-09-24 18:17:00,monsoon
Russia,Saint Petersburg,Sector_3,59.93026,30.16483,1.0,4.11,1.47,0.28,35.74,103.12,5.48,13.1,100,5.2,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-26 12:16:00,monsoon
Brazil,Betim,Sector_4,-19.97287,-44.18498,1.0,2.12,0.6,0.3,37.8,111.59,2.33,34.2,100,3.9,Monsoon,48.56,101.53,5000.0,1602.3,2025-09-16 16:57:00,monsoon
India,Solapur,Sector_2,17.87597,75.24516,5.0,39.13,7.95,4.51,71.13,335.67,47.92,31.7,47,5.7,Monsoon,505.32,5000.0,5000.0,5000.0,2025-07-23 12:01:00,monsoon
Russia,Yaroslavl,Sector_1,57.63678,39.86516,1.0,1.61,4.35,0.72,31.42,92.94,2.11,12.0,100,4.1,Monsoon,106.73,535.23,5000.0,541.86,2025-07-16 11:39:00,monsoon
Pakistan,Sukkur,Sector_1,27.70363,68.85204,5.0,101.72,4.65,4.54,57.42,564.42,181.18,33.8,41,4.2,Monsoon,51.16,486.4,869.36,5000.0,2025-07-26 20:08:00,monsoon
USA,Fort Worth,Sector_1,32.77,-97.36103,1.0,1.4,2.16,0.05,34.64,87.62,2.55,21.8,100,3.2,Monsoon,127.86,5000.0,5000.0,5000.0,2025-07-25 16:13:00,monsoon
Bangladesh,Tongī,City Center,23.9084932,90.3980037,5.0,46.06,7.32,2.15,52.18,412.96,68.5,28.2,100,4.0,Monsoon,5.24,636.58,5000.0,1525.4,2025-08-22 08:11:00,monsoon
Indonesia,Cilegon,Sector_3,-6.01,106.02547,1.0,0.28,0.09,0.06,16.73,60.44,0.88,38.6,100,8.1,Monsoon,111.58,124.04,5000.0,5000.0,2025-08-09 17:15:00,monsoon
China,Kunming,Sector_4,25.03393,102.67008,3.0,18.82,16.1,2.61,8.1,414.59,23.99,17.2,100,2.0,Monsoon,3.71,5000.0,5000.0,5000.0,2025-07-04 20:43:00,monsoon
China,Changsha,Sector_4,28.19899,112.95586,5.0,93.04,23.97,21.86,38.02,659.07,110.58,18.4,57,4.5,Monsoon,34.24,5000.0,5000.0,5000.0,2025-07-12 09:36:00,monsoon
Pakistan,Tando Adam,City Center,25.7607497,68.6621855,5.0,103.42,7.6,2.62,55.81,558.63,152.45,30.7,43,3.0,Monsoon,131.01,5000.0,5000.0,5000.0,2025-08-24 20:08:00,monsoon
Russia,Magnitogorsk,Sector_4,53.41846,59.00264,2.0,1.21,1.33,0.62,45.24,80.62,1.57,2.3,90,5.8,Monsoon,129.48,1077.62,3027.88,339.48,2025-07-14 10:55:00,monsoon
Brazil,Porto Velho,City Center,-8.7494525,-63.8735438,1.0,0.22,0.09,0.02,2.46,40.49,0.25,33.9,100,2.5,Monsoon,359.37,5000.0,5000.0,5000.0,2025-09-09 11:27:00,monsoon
Russia,Arkhangelsk,City Center,64.543022,40.537121,1.0,0.47,1.4,0.03,20.41,101.24,0.48,7.1,100,3.1,Monsoon,71.04,540.79,2694.72,252.27,2025-07-17 08:06:00,monsoon
Russia,Moscow,City Center,55.625578,37.6063916,2.0,1.92,2.08,0.44,52.83,77.3,2.41,10.7,90,4.1,Monsoon,388.74,960.06,1450.79,305.41,2025-08-07 13:38:00,monsoon
Nigeria,Calabar,Sector_4,4.98786,8.34355,1.0,0.45,0.08,0.04,15.74,78.32,0.92,41.5,92,5.4,Monsoon,40.33,5000.0,5000.0,5000.0,2025-09-11 12:54:00,monsoon
Bangladesh,Narayanganj,Sector_2,23.6373,90.49845,5.0,38.34,6.37,2.12,58.03,390.74,67.62,30.5,73,4.9,Monsoon,373.97,5000.0,5000.0,5000.0,2025-09-09 08:01:00,monsoon
China,Nanjing,Sector_4,32.04964,118.76105,5.0,80.7,61.16,19.8,0.0,1012.75,160.69,15.8,76,3.9,Monsoon,16.83,5000.0,5000.0,5000.0,2025-09-18 15:48:00,monsoon
Bangladesh,Nawabganj,City Center,24.5954428,88.2707613,5.0,102.67,17.44,3.82,32.13,862.96,119.32,27.3,71,5.0,Monsoon,52.54,1354.42,5000.0,5000.0,2025-08-22 12:59:00,monsoon
Pakistan,Lahore,Sector_3,31.55581,74.30109,5.0,144.27,14.11,2.59,37.05,1016.13,227.79,28.6,100,3.8,Monsoon,5.95,5000.0,5000.0,5000.0,2025-08-11 16:55:00,monsoon
Russia,Chelyabinsk,City Center,55.1559312,61.3997019,1.0,0.9,7.75,4.95,25.63,148.86,1.13,-0.2,97,4.8,Monsoon,103.72,228.34,5000.0,143.64,2025-07-27 10:17:00,monsoon
Brazil,São Vicente,City Center,-23.9664177,-46.3861401,1.0,1.41,0.04,0.11,33.67,41.82,9.73,34.3,100,3.3,Monsoon,58.25,333.11,5000.0,5000.0,2025-09-20 10:44:00,monsoon
Germany,Duisburg,Sector_1,51.46409,6.80724,1.0,2.84,7.26,0.44,25.16,112.83,4.28,18.3,100,4.8,Monsoon,110.97,274.16,477.76,368.47,2025-07-07 15:12:00,monsoon
Pakistan,Bahawalnagar,Sector_3,29.95803,73.24513,5.0,112.37,2.42,2.06,85.0,569.01,238.57,27.8,44,3.6,Monsoon,355.12,5000.0,5000.0,5000.0,2025-09-21 17:10:00,monsoon
Bangladesh,Naogaon,City Center,24.8073229,88.9445447,5.0,94.61,17.46,7.08,50.94,892.52,128.67,25.5,75,3.8,Monsoon,19.85,5000.0,5000.0,5000.0,2025-08-02 10:54:00,monsoon
Russia,Kirov,Sector_2,58.62854,49.65277,1.0,2.15,5.73,0.48,22.22,103.25,1.87,-6.1,100,3.0,Monsoon,964.38,0.0,5000.0,1148.41,2025-07-30 18:50:00,monsoon
India,Solapur,Sector_3,17.84194,75.29698,5.0,38.0,7.5,3.31,67.98,287.41,54.46,29.6,49,5.5,Monsoon,186.52,5000.0,5000.0,5000.0,2025-08-10 14:07:00,monsoon
Germany,Bielefeld,Sector_3,52.03469,8.50383,2.0,8.82,14.86,1.01,16.56,173.66,10.69,20.0,100,4.8,Monsoon,341.17,360.35,724.27,246.58,2025-09-25 15:03:00,monsoon
India,Navi Mumbai,Sector_4,19.05327,73.05864,5.0,58.85,2.16,16.52,138.08,448.47,96.04,39.9,75,2.9,Monsoon,528.78,1262.88,651.91,5000.0,2025-07-16 15:15:00,monsoon
Nigeria,Nguru,Sector_3,12.87657,10.46717,5.0,83.37,1.04,0.28,56.5,122.96,444.23,40.1,39,5.6,Monsoon,295.15,5000.0,5000.0,5000.0,2025-09-19 13:46:00,monsoon
USA,Los Angeles,Sector_1,34.05621,-118.29215,2.0,10.15,0.47,0.31,62.25,105.21,14.52,22.4,100,1.3,Monsoon,35.84,456.6,5000.0,5000.0,2025-07-12 14:52:00,monsoon
Nigeria,Ondo,City Center,7.0209686,5.0567477,1.0,1.15,0.07,0.05,16.17,91.89,2.48,43.6,61,4.2,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-08-06 20:47:00,monsoon
Brazil,Mogi das Cruzes,City Center,-23.5234284,-46.1926671,2.0,1.49,0.04,0.12,28.2,30.18,12.03,36.9,85,5.8,Monsoon,173.01,608.23,5000.0,1438.65,2025-07-30 11:05:00,monsoon
China,Taiyuan,Sector_3,37.87027,112.55788,5.0,50.45,36.6,23.86,13.81,511.46,74.56,6.1,84,2.0,Monsoon,33.63,5000.0,5000.0,5000.0,2025-09-14 12:29:00,monsoon
Germany,Münster,Sector_4,51.98515,7.67612,2.0,5.9,16.3,1.98,9.85,209.49,11.18,19.7,100,4.3,Monsoon,213.52,1585.53,693.93,662.75,2025-09-04 16:25:00,monsoon
Germany,Munich,City Center,48.1371079,11.5753822,1.0,1.38,6.6,0.32,44.22,123.43,1.61,17.1,100,2.0,Monsoon,402.68,257.28,5000.0,731.43,2025-07-21 11:51:00,monsoon
Bangladesh,Chandpur,Sector_2,23.23311,90.61889,5.0,31.32,4.93,1.42,44.02,290.2,46.15,33.5,89,5.8,Monsoon,5000.0,5000.0,5000.0,5000.0,2025-09-05 20:51:00,monsoon
Brazil,Osasco,Sector_2,-23.56639,-46.78378,1.0,1.16,0.06,0.11,22.81,34.55,7.27,28.0,100,6.9,Monsoon,17.54,85.14,5000.0,956.69,2025-09-03 11:21:00,monsoon
