Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
Spain,Ciudad Real,,,,,,
South Africa,Clocolan,,,,,,
India,Birmitrapur,,,,,,
India,Birpur,,,,,,
Ukraine,Bobrovytsya,,,,,,
Germany,Bogen,,,,,,
Russian Federation,Bogotol,,,,,,
Czechia,Bohumin,,,,,,
Chad,Bokoro,,,,,,
Brazil,Bom Jesus,,,,,,
India,Bombay,,,,,,
Belgium,Borsbeek,,,,,,
Philippines,Botolan,,,,,,
Portugal,Bougado,,,,,,
Germany,Bramsche,,,,,,
Germany,Bruchsal,,,,,,
Brazil,Brumadinho,,,,,,
Colombia,Bugalagrande,,,,,,
United Republic of Tanzania,Bugene,,,,,,
Russian Federation,Buinsk,,,,,,
Democratic Republic of the Congo,Bukama,,,,,,
Germany,Burladingen,,,,,,
United States of America,Burr Ridge,,,,,,
United Republic of Tanzania,Buseresere,,,,,,
Philippines,Butuan,,,,,,
Philippines,Calatagan,,,,,,
Mexico,Calimaya,,,,,,
Brazil,Cambara,,,,,,
Italy,Cameri,,,,,,
Brazil,Campina Verde,,,,,,
Ghana,Cape Coast,,,,,,
Chile,Carahue,,,,,,
Italy,Carrara,,,,,,
Italy,Castel San Pietro Terme,,,,,,
Ecuador,Catacocha,,,,,,
Italy,Cavarzere,,,,,,
Italy,Cefalu,,,,,,
Germany,Celle,,,,,,
Mexico,Coalcoman,,,,,,
Argentina,Comodoro Rivadavia,,,,,,
Mexico,Comonfort,,,,,,
United States of America,Coral Hills,,,,,,
United States of America,Coralville,,,,,,
Spain,Coria,,,,,,
Peru,Corrales,,,,,,
Mexico,Cortazar,,,,,,
Netherlands,Cranendonck,,,,,,
Cuba,Cumanayagua,,,,,,
Poland,Czluchow,,,,,,
Viet Nam,Da Lat,,,,,,
China,Dafeng,,,,,,
Spain,A Coruna,,,,,,
Belgium,Aalter,,,,,,
Iran (Islamic Republic of),Abdanan,,,,,,
Russian Federation,Abinsk,,,,,,
Iran (Islamic Republic of),Abyek,,,,,,
Turkey,Adana,,,,,,
El Salvador,Aguilares,,,,,,
Armenia,Alaverdi,,,,,,
Brazil,Alegrete,,,,,,
United States of America,Aloha,,,,,,
China,Altay,,,,,,
United States of America,Altoona,,,,,,
United States of America,Altus,,,,,,
France,Amboise,,,,,,
France,Amiens,,,,,,
Mexico,Amozoc,,,,,,
India,Amreli,,,,,,
Belgium,Andenne,,,,,,
Thailand,Ang Thong,,,,,,
C̫te d'Ivoire,Anyama,,,,,,
Thailand,Ao Luk,,,,,,
Spain,Aranda De Duero,,,,,,
Trinidad and Tobago,Arima,,,,,,
United States of America,Sherman,,,,,,
China,Shishou,,,,,,
Pakistan,Shorkot,,,,,,
India,Sijua,,,,,,
Denmark,Silkeborg,,,,,,
India,Silvassa,,,,,,
Indonesia,Sindang,,,,,,
C̫te d'Ivoire,Sinfra,,,,,,
Belgium,Sint Pieters Leeuw,,,,,,
India,Sisauli,,,,,,
Cambodia,Sisophon,,,,,,
Denmark,Skanderborg,,,,,,
Ukraine,Smila,,,,,,
Colombia,Socorro,,,,,,
Spain,Socuellamos,,,,,,
Czechia,Sokolov,,,,,,
Turkey,Soma,,,,,,
China,Songling,,,,,,
Togo,Sotouboua,,,,,,
United States of America,South Valley,,,,,,
United States of America,Southern Pines,,,,,,
United States of America,Spartanburg,,,,,,
United Kingdom of Great Britain and Northern Ireland,Stevenage,,,,,,
Austria,Stockerau,,,,,,
Russian Federation,Strunino,,,,,,
Ukraine,Stryy,,,,,,
Germany,Sulz,,,,,,
Ecuador,Rosa Zarate,,,,,,
Russian Federation,Roslavl,,,,,,
France,Royan,,,,,,
Germany,Rudersberg,,,,,,
Brazil,Russas,,,,,,
Romania,Sabaoani,,,,,,
Mexico,Sahuayo,,,,,,
United States of America,Saint Joseph,,,,,,
France,Saint Genis Laval,,,,,,
France,Sainte Anne,,,,,,
Azerbaijan,Salyan,,,,,,
Ukraine,Sambir,,,,,,
Spain,San Andres Del Rabanedo,,,,,,
Guatemala,San Juan Chamelco,,,,,,
Peru,San Vicente De Canete,,,,,,
Sweden,Sandviken,,,,,,
United States of America,Sanger,,,,,,
Spain,Sanlucar De Barrameda,,,,,,
Brazil,Santa Fe Do Sul,,,,,,
United States of America,Santa Fe Springs,,,,,,
Brazil,Santa Gertrudes,,,,,,
El Salvador,Santiago De Maria,,,,,,
Portugal,Sao Joao Da Talha,,,,,,
Brazil,Sao Joao Del Rei,,,,,,
Brazil,Sao Jose Do Belmonte,,,,,,
Brazil,Sao Lourenco Do Oeste,,,,,,
Brazil,Sao Mateus Do Maranhao,,,,,,
Brazil,Sapucaia,,,,,,
United States of America,Saraland,,,,,,
Chad,Sarh,,,,,,
Hungary,Sarkad,,,,,,
France,Sartrouville,,,,,,
Italy,Sassuolo,,,,,,
Thailand,Sattahip,,,,,,
Brazil,Satuba,,,,,,
Finland,Savonlinna,,,,,,
Kenya,Sawasawa,,,,,,
Germany,Schneverdingen,,,,,,
Italy,Sedriano,,,,,,
Mali,Segou,,,,,,
Finland,Seinajoki,,,,,,
Brazil,Sena Madureira,,,,,,
Serbia,Senta,,,,,,
Croatia,Sesvete,,,,,,
Russian Federation,Severobaykalsk,,,,,,
France,Sevres,,,,,,
Germany,Aachen,,,,,,
Colombia,Acacias,,,,,,
El Salvador,Acajutla,,,,,,
Niger,Agadez,,,,,,
Ghana,Agogo,,,,,,
Italy,Agrigento,,,,,,
United States of America,Alamogordo,,,,,,
India,Aland,,,,,,
Italy,Alatri,,,,,,
United States of America,Aldine,,,,,,
Brazil,Alenquer,,,,,,
Australia,Alice Springs,,,,,,
United States of America,Altamont,,,,,,
Spain,Altea,,,,,,
Brazil,Alto Parana,,,,,,
India,Alwar,,,,,,
India,Amritsar,,,,,,
Russian Federation,Anapskaya,,,,,,
Unknown,Ancona,,,,,,
India,Anekal,,,,,,
Russian Federation,Apatity,,,,,,
Mexico,Apizaco,,,,,,
Cyprus,Aradippou,,,,,,
India,Arang,,,,,,
Spain,Aranjuez,,,,,,
United States of America,Arbutus,,,,,,
Mexico,Arriaga,,,,,,
Ethiopia,Asasa,,,,,,
Morocco,Asfi,,,,,,
Japan,Ashibetsu,,,,,,
Norway,Askim,,,,,,
Kazakhstan,Astana,,,,,,
Egypt,Aswan,,,,,,
India,Athmallik,,,,,,
Chad,Ati,,,,,,
New Zealand,Auckland,,,,,,
Germany,Bad Doberan,,,,,,
Germany,Bad Durrheim,,,,,,
Pakistan,Baddomalhi,,,,,,
United States of America,Sheridan,,,,,,
Japan,Shimada,,,,,,
Japan,Shirone,,,,,,
Albania,Shkoder,,,,,,
Russian Federation,Shumikha,,,,,,
Tunisia,Sidi Bu Zayd,,,,,,
India,Sihora,,,,,,
India,Sika,,,,,,
Greece,Sikeai,,,,,,
Lithuania,Silute,,,,,,
Indonesia,Simpang,,,,,,
Italy,Sinalunga,,,,,,
Italy,Siniscola,,,,,,
Costa Rica,Siquirres,,,,,,
Spain,Sitges,,,,,,
Romania,Slatina,,,,,,
Netherlands,Sneek,,,,,,
Poland,Sochaczew,,,,,,
Russian Federation,Sokolniki,,,,,,
Algeria,Tazmalt,,,,,,
Cameroon,Tchollire,,,,,,
India,Tendukheda,,,,,,
Mexico,Teopisca,,,,,,
Unknown,Termini Imerese,,,,,,
Niger,Tessaoua,,,,,,
India,Thana Bhawan,,,,,,
Canada,Thunder Bay,,,,,,
Niger,Tibiri,,,,,,
C̫te d'Ivoire,Tiebissou,,,,,,
Netherlands,Tiel,,,,,,
Brazil,Timbiras,,,,,,
Brazil,Timoteo,,,,,,
India,Tindivanam,,,,,,
C̫te d'Ivoire,Tingrela,,,,,,
United States of America,Tinley Park,,,,,,
India,Tirunelveli,,,,,,
Italy,Tivoli,,,,,,
Morocco,Tiznit,,,,,,
Mexico,Tlalnepantla,,,,,,
Kyrgyzstan,Tokmak,,,,,,
Romania,Toplita,,,,,,
France,Toulon,,,,,,
Myanmar,Toungoo,,,,,,
Japan,Toyokawa,,,,,,
Italy,Trezzano Sul Naviglio,,,,,,
Greece,Trikala,,,,,,
United States of America,Trumbull,,,,,,
United States of America,Tualatin,,,,,,
Russian Federation,Tuapse,,,,,,
Philippines,Tukuran,,,,,,
Ethiopia,Tulu Bolo,,,,,,
Indonesia,Tulungagung,,,,,,
Costa Rica,Turrialba,,,,,,
Russian Federation,Tuymazy,,,,,,
Brazil,Uberaba,,,,,,
Pakistan,Uch,,,,,,
Nigeria,Ughelli,,,,,,
Mongolia,Ulaangom,,,,,,
Sweden,Umea,,,,,,
United States of America,University Heights,,,,,,
Tajikistan,Uroteppa,,,,,,
Japan,Uto,,,,,,
Russian Federation,Uzhur,,,,,,
India,Vadlapudi,,,,,,
France,Valence,,,,,,
Venezuela (Bolivarian Republic of),Valera,,,,,,
Turkey,Van,,,,,,
Brazil,Vargem Grande Do Sul,,,,,,
Italy,Vecchiano,,,,,,
Italy,Venaria Reale,,,,,,
Russian Federation,Verkhniy Tagil,,,,,,
Russian Federation,Vetluzhskiy,,,,,,
Spain,Vic,,,,,,
United States of America,Vicksburg,,,,,,
Romania,Vicovu De Sus,,,,,,
United States of America,Vidor,,,,,,
United States of America,Sarasota Springs,,,,,,
India,Sarwar,,,,,,
India,Satara,,,,,,
United States of America,Schiller Park,,,,,,
Germany,Schonaich,,,,,,
Germany,Schwieberdingen,,,,,,
United States of America,Scottsbluff,,,,,,
United States of America,Seaside,,,,,,
Italy,Selvazzano Dentro,,,,,,
Russian Federation,Semikarakorsk,,,,,,
Italy,Seriate,,,,,,
Brazil,Sertanopolis,,,,,,
Russian Federation,Seryshevo,,,,,,
Brazil,Severinia,,,,,,
Indonesia,Seyegan,,,,,,
United States of America,Martinsville,,,,,,
United States of America,Marysville,,,,,,
Armenia,Masis,,,,,,
Democratic Republic of the Congo,Matadi,,,,,,
Japan,Matsumoto,,,,,,
Philippines,Mawab,,,,,,
Belgium,Mechelen,,,,,,
Germany,Mechernich,,,,,,
Greece,Megara,,,,,,
Russian Federation,Meleuz,,,,,,
United States of America,Mequon,,,,,,
Philippines,Meycauayan,,,,,,
Brazil,Miguelopolis,,,,,,
Japan,Miharu,,,,,,
Russian Federation,Mikhaylovsk,,,,,,
United States of America,Millington,,,,,,
Pakistan,Minchinabad,,,,,,
Brazil,Miracatu,,,,,,
Mexico,Miramar,,,,,,
Pakistan,Mirpur Khas,,,,,,
Pakistan,Mirpur Mathelo,,,,,,
Democratic Republic of the Congo,Moba,,,,,,
South Africa,Molteno,,,,,,
Italy,Monsummano Terme,,,,,,
Italy,Montemarciano,,,,,,
France,Montfermeil,,,,,,
Brazil,Morrinhos,,,,,,
Indonesia,Mranggen,,,,,,
India,Munger,,,,,,
Pakistan,Mustafabad,,,,,,
Russian Federation,Mytishchi,,,,,,
Japan,Nabari,,,,,,
Philippines,Nagcarlan,,,,,,
China,Nangong,,,,,,
India,Nannilam,,,,,,
China,Nanyang,,,,,,
Costa Rica,Naranjo,,,,,,
Thailand,Narathiwat,,,,,,
United States of America,Natchitoches,,,,,,
Greece,Nea Makri,,,,,,
United States of America,Needham,,,,,,
Russian Federation,Neftekamsk,,,,,,
Russian Federation,Nelidovo,,,,,,
Germany,Neuenhagen,,,,,,
Turkey,Nevsehir,,,,,,
United States of America,New Albany,,,,,,
United States of America,New Milford,,,,,,
Mexico,Nezahualcoyotl,,,,,,
Germany,Niedernhausen,,,,,,
Germany,Niefern Oschelbronn,,,,,,
Germany,Niesky,,,,,,
Japan,Ninohe,,,,,,
Japan,Ninomiya,,,,,,
Brazil,Nobres,,,,,,
Russian Federation,Nolinsk,,,,,,
United States of America,North Bergen,,,,,,
Mauritania,Nouakchott,,,,,,
Russian Federation,Novomichurinsk,,,,,,
Poland,Nowogard,,,,,,
Sri Lanka,Nuwara Eliya,,,,,,
Hungary,Nyiregyhaza,,,,,,
United States of America,Oak Park,,,,,,
Russian Federation,Obluche,,,,,,
Denmark,Odense,,,,,,
Portugal,Odivelas,,,,,,
Russian Federation,Oktyabrskaya,,,,,,
Russian Federation,Olenegorsk,,,,,,
Nigeria,Damaturu,,,,,,
Russian Federation,Danilov,,,,,,
Philippines,Dao,,,,,,
Mongolia,Darhan,,,,,,
Germany,Deggendorf,,,,,,
China,Dehui,,,,,,
Germany,Denzlingen,,,,,,
Costa Rica,Desamparados,,,,,,
Brazil,Dianopolis,,,,,,
Germany,Dillenburg,,,,,,
Russian Federation,Dinskaya,,,,,,
United States of America,Dinuba,,,,,,
Colombia,Dos Quebradas,,,,,,
France,Dourdan,,,,,,
Romania,Dragasani,,,,,,
United States of America,Druid Hills,,,,,,
Colombia,Duitama,,,,,,
India,Dum Duma,,,,,,
France,Dunkirk,,,,,,
United States of America,Dunwoody,,,,,,
Nigeria,Dutse,,,,,,
Russian Federation,Dvubratskiy,,,,,,
Poland,Dzialdowo,,,,,,
Japan,Ebetsu,,,,,,
United States of America,Edison,,,,,,
Germany,Ehingen,,,,,,
Egypt,El Badari,,,,,,
Spain,El Escorial,,,,,,
Venezuela (Bolivarian Republic of),El Limon,,,,,,
Mexico,El Salto,,,,,,
Russian Federation,Elektrogorsk,,,,,,
Cuba,Encrucijada,,,,,,
United States of America,Ephrata,,,,,,
Kazakhstan,Ereymentau,,,,,,
Denmark,Esbjerg,,,,,,
Nicaragua,Esteli,,,,,,
Italy,Fagnano Olona,,,,,,
Brazil,Feira De Santana,,,,,,
United States of America,Ferndale,,,,,,
Ethiopia,Finote Selam,,,,,,
India,Firozpur Jhirka,,,,,,
Guatemala,Flores,,,,,,
Bosnia and Herzegovina,Foca,,,,,,
United States of America,Forest Grove,,,,,,
Unknown,Fort Myers,,,,,,
Czechia,Frydek Mistek,,,,,,
Japan,Fujimi,,,,,,
Japan,Fukuyama,,,,,,
Germany,Fussen,,,,,,
Bulgaria,Gabrovo,,,,,,
India,Gadarwara,,,,,,
Spain,Galdar,,,,,,
Congo,Gamboma,,,,,,
Tajikistan,Garm,,,,,,
Brazil,Gaspar,,,,,,
United States of America,Gautier,,,,,,
Russian Federation,Gavrilov Yam,,,,,,
Germany,Gelnhausen,,,,,,
Democratic Republic of the Congo,Gemena,,,,,,
Germany,Gersthofen,,,,,,
India,Ghosi,,,,,,
Sri Lanka,Weligama,,,,,,
Germany,Werdau,,,,,,
United States of America,West Caldwell,,,,,,
United States of America,West Pensacola,,,,,,
United States of America,West University Place,,,,,,
United States of America,Westchester,,,,,,
Germany,Wiehl,,,,,,
United States of America,Wildomar,,,,,,
United States of America,Wilkes Barre,,,,,,
United States of America,Winder,,,,,,
United States of America,Winslow,,,,,,
Switzerland,Wohlen,,,,,,
Germany,Wolmirstedt,,,,,,
Indonesia,Wonosari,,,,,,
United States of America,Woodstock,,,,,,
United States of America,Wyandotte,,,,,,
United States of America,Xenia,,,,,,
Russian Federation,Yadrin,,,,,,
Turkey,Yalova,,,,,,
India,Yanam,,,,,,
China,Yangshe,,,,,,
Mexico,Armeria,,,,,,
Spain,Armilla,,,,,,
India,Aron,,,,,,
Panama,Arraijan,,,,,,
Spain,Arrigorriaga,,,,,,
United States of America,Ashwaubenon,,,,,,
Indonesia,Atambua,,,,,,
Pakistan,Attock,,,,,,
France,Avrille,,,,,,
Malaysia,Ayer Molek,,,,,,
Argentina,Azul,,,,,,
United States of America,Back Mountain,,,,,,
Philippines,Baguio,,,,,,
Turkey,Zile,,,,,,
Poland,Znin,,,,,,
Libya,Zuwarah,,,,,,
Spain,Bueu,,,,,,
United Republic of Tanzania,Bugarama,,,,,,
Germany,Burg,,,,,,
United States of America,Burkburnett,,,,,,
United States of America,Burlington,,,,,,
Mexico,Cadereyta,,,,,,
Brazil,Cajamar,,,,,,
Philippines,Calbayog,,,,,,
Peru,Camana,,,,,,
Venezuela (Bolivarian Republic of),Cantaura,,,,,,
Brazil,Carandai,,,,,,
United States of America,Carpentersville,,,,,,
Italy,Carpi,,,,,,
Ireland,Carrigaline,,,,,,
United States of America,Carver,,,,,,
Italy,Castellammare Di Stabia,,,,,,
Spain,Castilleja De La Cuesta,,,,,,
United States of America,Cayce,,,,,,
Brazil,Chapadinha,,,,,,
France,Chateau Thierry,,,,,,
Portugal,Chaves,,,,,,
United States of America,Chelsea,,,,,,
China,Chengkung,,,,,,
United States of America,Chicago,,,,,,
China,Chihu,,,,,,
Panama,Chitre,,,,,,
Brazil,Chopinzinho,,,,,,
China,Chushan,,,,,,
Mexico,Cintalapa,,,,,,
Indonesia,Cirebon,,,,,,
United States of America,Clarksville,,,,,,
Germany,Coburg,,,,,,
United States of America,Cohoes,,,,,,
United States of America,Colton,,,,,,
Mexico,Comalcalco,,,,,,
Benin,Come,,,,,,
Italy,Concordia Sagittaria,,,,,,
United States of America,Conyers,,,,,,
Mexico,Coquimatlan,,,,,,
Mexico,Coscomatepec,,,,,,
Brazil,Cosmopolis,,,,,,
Mexico,Cosoleacaque,,,,,,
Brazil,Cruz Alta,,,,,,
Malaysia,Cukai,,,,,,
Brazil,Cupira,,,,,,
Brazil,Curitibanos,,,,,,
India,Dabhoi,,,,,,
Senegal,Dakar,,,,,,
India,Davorlim,,,,,,
China,Dayong,,,,,,
United States of America,Delaware,,,,,,
Indonesia,Deli Tua,,,,,,
Netherlands,Den Helder,,,,,,
Belgium,Denderleeuw,,,,,,
United States of America,Derry,,,,,,
Germany,Dessau,,,,,,
Brazil,Diadema,,,,,,
Poland,Dobre Miasto,,,,,,
Bulgaria,Dobric,,,,,,
Bangladesh,Dohar,,,,,,
Colombia,Don Matias,,,,,,
Ukraine,Donetsk,,,,,,
India,Dongargaon,,,,,,
Chad,Dourbali,,,,,,
France,Draveil,,,,,,
United States of America,East Liverpool,,,,,,
Germany,Eichstatt,,,,,,
Germany,Eisenach,,,,,,
Mexico,El Rosario,,,,,,
Ecuador,El Triunfo,,,,,,
Nicaragua,El Viejo,,,,,,
Venezuela (Bolivarian Republic of),El Vigia,,,,,,
Spain,Elda,,,,,,
Poland,Elk,,,,,,
Germany,Emmerich,,,,,,
Belgium,Charleroi,,,,,,
Russian Federation,Chelyabinsk 70,,,,,,
United States of America,Cheney,,,,,,
India,Chhaprauli,,,,,,
India,Chhindwara,,,,,,
Zimbabwe,Chipinge,,,,,,
United States of America,Clemson,,,,,,
United States of America,Cliffside Park,,,,,,
Canada,Cobourg,,,,,,
United States of America,Collingswood,,,,,,
Uruguay,Colonia,,,,,,
United States of America,Columbia Heights,,,,,,
United States of America,Cordele,,,,,,
Argentina,Cordoba,,,,,,
Italy,Cori,,,,,,
Italy,Cornedo Vicentino,,,,,,
Brazil,Corrente,,,,,,
Germany,Coswig,,,,,,
Brazil,Criciuma,,,,,,
Germany,Crimmitschau,,,,,,
United States of America,Crofton,,,,,,
Spain,Cullera,,,,,,
Brazil,Curuca,,,,,,
India,Dadri,,,,,,
Colombia,Dagua,,,,,,
Germany,Alsfeld,,,,,,
India,Ambad,,,,,,
Madagascar,Ambatondrazaka,,,,,,
Italy,Amelia,,,,,,
Brazil,Amontada,,,,,,
Sri Lanka,Amparai,,,,,,
Italy,Anagni,,,,,,
Afghanistan,Andarab,,,,,,
France,Angers,,,,,,
Colombia,Anserma,,,,,,
Madagascar,Antsirabe,,,,,,
Unknown,Anzio,,,,,,
Italy,Aosta,,,,,,
United States of America,Apache Junction,,,,,,
United States of America,Apopka,,,,,,
Brazil,Aquidaba,,,,,,
Brazil,Aracati,,,,,,
India,Arani,,,,,,
Colombia,Arauca,,,,,,
Iran (Islamic Republic of),Ardabil,,,,,,
Brazil,Engenheiro Beltrao,,,,,,
Portugal,Estoril,,,,,,
Brazil,Extrema,,,,,,
United States of America,Fall River,,,,,,
United Kingdom of Great Britain and Northern Ireland,Farnworth,,,,,,
Chad,Faya,,,,,,
Italy,Ferrara,,,,,,
Belgium,Fleron,,,,,,
Brazil,Floriano,,,,,,
United States of America,Flowing Wells,,,,,,
France,Fontainebleau,,,,,,
India,Beawar,,,,,,
India,Begowal,,,,,,
Colombia,Belen De Umbria,,,,,,
United States of America,Bell Gardens,,,,,,
United States of America,Bellefontaine Neighbors,,,,,,
India,Belonia,,,,,,
C̫te d'Ivoire,Beoumi,,,,,,
Somalia,Berbera,,,,,,
Germany,Bernau,,,,,,
Brazil,Betim,,,,,,
India,Bhadrachalam,,,,,,
India,Bhadravati,,,,,,
India,Bhitarwar,,,,,,
India,Bhongir,,,,,,
Poland,Bialystok,,,,,,
Viet Nam,Bien Hoa,,,,,,
Brazil,Biguacu,,,,,,
India,Bilasipara,,,,,,
India,Bilaspur,,,,,,
Ukraine,Bilopillya,,,,,,
Belgium,Binche,,,,,,
Romania,Bocsa,,,,,,
France,Bois Guillaume,,,,,,
United States of America,Bolingbrook,,,,,,
Brazil,Bom Jesus Do Galho,,,,,,
Brazil,Bom Jesus Do Itabapoana,,,,,,
France,Bondues,,,,,,
Netherlands,Borculo,,,,,,
Italy,Bra,,,,,,
Austria,Bregenz,,,,,,
Unknown,Brigantine,,,,,,
United Kingdom of Great Britain and Northern Ireland,Brighton,,,,,,
Italy,Brindisi,,,,,,
Australia,Broken Hill,,,,,,
Cameroon,Foumbot,,,,,,
Italy,Frattaminore,,,,,,
Denmark,Frederiksvaerk,,,,,,
Germany,Friedrichsthal,,,,,,
Germany,Frondenberg,,,,,,
United States of America,Fullerton,,,,,,
Colombia,Funza,,,,,,
Pakistan,Garhi Yasin,,,,,,
Niger,Gaya,,,,,,
Spain,Girona,,,,,,
Ghana,Duayaw Nkwanta,,,,,,
Republic of Moldova,Dubasari,,,,,,
Ethiopia,Dubti,,,,,,
United States of America,Dunedin,,,,,,
United States of America,Durant,,,,,,
Brazil,Ecoporanga,,,,,,
United States of America,Edwardsville,,,,,,
Azerbaijan,Yevlax,,,,,,
Japan,Yokaichiba,,,,,,
Malta,Zabbar,,,,,,
Mexico,Zacatlan,,,,,,
Republic of North Macedonia,Zelino,,,,,,
Kazakhstan,Zhanakorgan,,,,,,
Russian Federation,Zheleznogorsk,,,,,,
China,Zhenlai,,,,,,
Russian Federation,Zherdevka,,,,,,
Mexico,Zinacatepec,,,,,,
Czechia,Zlin,,,,,,
Ukraine,Zmiyiv,,,,,,
United Kingdom of Great Britain and Northern Ireland,Wigston,,,,,,
Austria,Wolfsberg,,,,,,
China,Xinxiang,,,,,,
Argentina,Yacuiba,,,,,,
Thailand,Yala,,,,,,
Ethiopia,Wendo,,,,,,
United States of America,West Seneca,,,,,,
Netherlands,Westervoort,,,,,,
United Kingdom of Great Britain and Northern Ireland,Whitefield,,,,,,
Kazakhstan,Ilyich,,,,,,
United States of America,Indianapolis,,,,,,
Germany,Ingelheim,,,,,,
Greece,Ioannina,,,,,,
United Republic of Tanzania,Ipinda,,,,,,
Chile,Iquique,,,,,,
Japan,Isesaki,,,,,,
Russian Federation,Islamey,,,,,,
Brazil,Itaituba,,,,,,
India,Itanagar,,,,,,
Brazil,Itapolis,,,,,,
Czechia,Jablonec,,,,,,
India,Jalgaon,,,,,,
India,Jamkhandi,,,,,,
India,Janakpur Road,,,,,,
Cuba,Jaruco,,,,,,
India,Jawad,,,,,,
Brazil,Jequitinhonha,,,,,,
Germany,Jever,,,,,,
China,Jiangmen,,,,,,
China,Jinxiang,,,,,,
China,Jishou,,,,,,
China,Jishui,,,,,,
Mexico,Jocotepec,,,,,,
Indonesia,Jombang,,,,,,
Mexico,Juan Aldama,,,,,,
Nicaragua,Juigalpa,,,,,,
Lithuania,Jurbarkas,,,,,,
Russian Federation,Kaa Khem,,,,,,
Finland,Kaarina,,,,,,
Pakistan,Kabirwala,,,,,,
Jordan,Kafr Yuba,,,,,,
United States of America,Kailua,,,,,,
Unknown,Kalamaria,,,,,,
India,Kalavad,,,,,,
Russian Federation,Kalininsk,,,,,,
Sweden,Kalmar,,,,,,
Pakistan,Kalur Kot,,,,,,
Russian Federation,Kambarka,,,,,,
France,Gisors,,,,,,
Canada,Glace Bay,,,,,,
Poland,Glowno,,,,,,
Russian Federation,Gorodets,,,,,,
Bosnia and Herzegovina,Gracanica,,,,,,
Brazil,Granja,,,,,,
Russian Federation,Gribanovskiy,,,,,,
United Kingdom of Great Britain and Northern Ireland,Grimsby,,,,,,
Poland,Grojec,,,,,,
Cuba,Guanajay,,,,,,
Brazil,Guanhaes,,,,,,
India,Gudivada,,,,,,
India,Gudiyattam,,,,,,
C̫te d'Ivoire,Guiberoua,,,,,,
C̫te d'Ivoire,Guiglo,,,,,,
Germany,Gustrow,,,,,,
Hungary,Gyongyos,,,,,,
Netherlands,Haaksbergen,,,,,,
China,Hailun,,,,,,
India,Hajan,,,,,,
Hungary,Hajdunanas,,,,,,
Germany,Haldensleben,,,,,,
Austria,Hall,,,,,,
China,Hami,,,,,,
Austria,Hard,,,,,,
Sweden,Harnosand,,,,,,
United States of America,Haysville,,,,,,
Germany,Heidelberg,,,,,,
Netherlands,Hellendoorn,,,,,,
United States of America,Hendersonville,,,,,,
Germany,Hennef,,,,,,
South Africa,Hennenman,,,,,,
United Kingdom of Great Britain and Northern Ireland,Hereford,,,,,,
Switzerland,Herisau,,,,,,
India,Hisar,,,,,,
United States of America,Hobe Sound,,,,,,
United States of America,Endicott,,,,,,
France,Ermont,,,,,,
Brazil,Euclides Da Cunha,,,,,,
United States of America,Fairmont,,,,,,
United States of America,Fitchburg,,,,,,
United Kingdom of Great Britain and Northern Ireland,Forfar,,,,,,
India,Mihijam,,,,,,
Finland,Mikkeli,,,,,,
United States of America,Millbrae,,,,,,
Germany,Mindelheim,,,,,,
United States of America,Minnetonka,,,,,,
Japan,Mino,,,,,,
China,Mishan,,,,,,
India,Mohiuddinagar,,,,,,
Cameroon,Mokolo,,,,,,
Germany,Monchengladbach,,,,,,
United States of America,Monsey,,,,,,
Brazil,Montes Claros,,,,,,
United States of America,Moraga,,,,,,
Portugal,Moreira,,,,,,
Germany,Morfelden Walldorf,,,,,,
India,Nautanwa,,,,,,
United States of America,Nederland,,,,,,
Russian Federation,Neman,,,,,,
Australia,Newcastle,,,,,,
Philippines,Nibaliw,,,,,,
Costa Rica,Nicoya,,,,,,
Germany,Nienburg,,,,,,
Spain,Nijar,,,,,,
Turkey,Niksar,,,,,,
Montenegro,Niksic,,,,,,
Russian Federation,Nizhnyaya Maktama,,,,,,
Italy,Noceto,,,,,,
Japan,Nogata,,,,,,
Germany,Nordlingen,,,,,,
Canada,North Bay,,,,,,
New Zealand,North Shore,,,,,,
Brazil,Nova Friburgo,,,,,,
Brazil,Nova Odessa,,,,,,
Russian Federation,Novonikolayevskiy,,,,,,
Czechia,Novy Bor,,,,,,
Poland,Nowy Dwor Mazowiecki,,,,,,
Mexico,Ocozocoautla,,,,,,
Ghana,Oda,,,,,,
Germany,Oftersheim,,,,,,
Japan,Okazaki,,,,,,
Nigeria,Okitipupa,,,,,,
United States of America,Okolona,,,,,,
Comoros,Moroni,,,,,,
Australia,Mount Isa,,,,,,
United States of America,Mount Lebanon,,,,,,
United States of America,Mukilteo,,,,,,
United Republic of Tanzania,Muleba,,,,,,
France,Muret,,,,,,
United States of America,Murfreesboro,,,,,,
United Republic of Tanzania,Mwadui,,,,,,
United States of America,Myrtle Grove,,,,,,
Russian Federation,Myski,,,,,,
India,Nabha,,,,,,
Afghanistan,Nahrin,,,,,,
Australia,Nambour,,,,,,
Russian Federation,Rtishchevo,,,,,,
Ukraine,Rubizhne,,,,,,
India,Sachin,,,,,,
India,Saidpur,,,,,,
United States of America,Saint James,,,,,,
France,Saint Dizier,,,,,,
France,Saint Gilles,,,,,,
Thailand,Sam Chuk,,,,,,
India,Samana,,,,,,
Thailand,Samut Prakan,,,,,,
Thailand,Samut Songkhram,,,,,,
Romania,Oradea,,,,,,
United States of America,Orangeburg,,,,,,
