Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
United States of America,Wildwood,,,,,,
United States of America,Willingboro,,,,,,
Brazil,Xaxim,,,,,,
Netherlands,Vlagtwedde,,,,,,
Russian Federation,Vorgashor,,,,,,
Uganda,Wakiso,,,,,,
United States of America,Waynesboro,,,,,,
Italy,Frascati,,,,,,
Georgia,Gali,,,,,,
India,Ganganagar,,,,,,
Germany,Geeste,,,,,,
France,Le Vesinet,,,,,,
Portugal,Linda A Velha,,,,,,
United States of America,Livermore,,,,,,
Brazil,Loanda,,,,,,
Thailand,Loei,,,,,,
Pakistan,Khewra,,,,,,
Russian Federation,Khilok,,,,,,
South Africa,Komatipoort,,,,,,
India,Kondapalle,,,,,,
Indonesia,Jetis,,,,,,
United States of America,Joplin,,,,,,
Cuba,Jovellanos,,,,,,
Germany,Julich,,,,,,
Thailand,Kabin Buri,,,,,,
India,Kaimur,,,,,,
Philippines,Damilag,,,,,,
United States of America,Darien,,,,,,
India,Dhekiajuli,,,,,,
China,Dingzhou,,,,,,
Republic of North Macedonia,Dolna Banjica,,,,,,
United States of America,Dolton,,,,,,
Czechia,Domazlice,,,,,,
Canada,Kanata,,,,,,
Unknown,Karlskrona,,,,,,
Namibia,Keetmanshoop,,,,,,
United States of America,Kennebunk,,,,,,
India,Khamgaon,,,,,,
China,Dongkan,,,,,,
Netherlands,Doorn,,,,,,
Switzerland,Dubendorf,,,,,,
Bulgaria,Dupnica,,,,,,
France,Eaubonne,,,,,,
Republic of Moldova,Edinet,,,,,,
Egypt,El Faiyum,,,,,,
Germany,Ennigerloh,,,,,,
Turkey,Eskil,,,,,,
Guatemala,Esquipulas,,,,,,
United States of America,Farmington Hills,,,,,,
Senegal,Koungheul,,,,,,
India,Kovvur,,,,,,
Togo,Kpalime,,,,,,
Russian Federation,Krasnouralsk,,,,,,
Germany,Kyritz,,,,,,
Panama,La Chorrera,,,,,,
Italy,La Spezia,,,,,,
Cuba,Mariel,,,,,,
United States of America,Markham,,,,,,
Russian Federation,Maryanskaya,,,,,,
Kazakhstan,Merke,,,,,,
United States of America,Prospect Heights,,,,,,
Japan,Sanda,,,,,,
Brazil,Santa Barbara,,,,,,
Spain,Santa Cruz De Tenerife,,,,,,
Guatemala,Santa Lucia Cotzumalguapa,,,,,,
Brazil,Santana De Parnaiba,,,,,,
Brazil,Santo Antonio Do Sudoeste,,,,,,
Brazil,Sao Jose Do Rio Pardo,,,,,,
Germany,Seelze,,,,,,
Brazil,Miguel Pereira,,,,,,
Japan,Miki,,,,,,
Spain,Montilla,,,,,,
India,Moradabad,,,,,,
Madagascar,Moramanga,,,,,,
India,Shillong,,,,,,
Estonia,Sillamae,,,,,,
Colombia,Soata,,,,,,
United States of America,Southbridge,,,,,,
South Africa,Soweto,,,,,,
Switzerland,Spiez,,,,,,
Russian Federation,Sredneuralsk,,,,,,
Germany,Straubing,,,,,,
Poland,Sulechow,,,,,,
Kyrgyzstan,Suluktu,,,,,,
Germany,Rostock,,,,,,
Finland,Salo,,,,,,
Australia,Nerang,,,,,,
Indonesia,Ngawi,,,,,,
Ghana,Nkawkaw,,,,,,
Brazil,Morro Da Fumaca,,,,,,
India,Mundra,,,,,,
Viet Nam,My Tho,,,,,,
Japan,Nanae,,,,,,
Rwanda,Nyanza,,,,,,
United States of America,Oakland,,,,,,
Japan,Otake,,,,,,
India,Ratangarh,,,,,,
Germany,Rellingen,,,,,,
Netherlands,Renkum,,,,,,
Pakistan,Rojhan,,,,,,
Germany,Telgte,,,,,,
Mexico,Temixco,,,,,,
Italy,Termoli,,,,,,
Russian Federation,Syktyvkar,,,,,,
China,Tachia,,,,,,
India,Taki,,,,,,
Japan,Toyota,,,,,,
United States of America,Tullahoma,,,,,,
United States of America,Tustin Foothills,,,,,,
Sweden,Uddevalla,,,,,,
Hungary,Tiszafoldvar,,,,,,
Madagascar,Toamasina,,,,,,
Germany,Erlangen,,,,,,
Mexico,Escuinapa,,,,,,
Philippines,Estancia,,,,,,
United States of America,Evanston,,,,,,
Spain,Felanitx,,,,,,
France,Forbach,,,,,,
Romania,Focsani,,,,,,
Unknown,Folkestone,,,,,,
Germany,Hirschaid,,,,,,
United States of America,Holiday,,,,,,
Mongolia,Hovd,,,,,,
Germany,Hoxter,,,,,,
Brazil,Igarassu,,,,,,
Turkey,Igdir,,,,,,
India,Adilabad,,,,,,
France,Albert,,,,,,
India,Allahabad,,,,,,
Russian Federation,Angarsk,,,,,,
Portugal,Angra,,,,,,
Turkey,Antakya,,,,,,
Mexico,Apatzingan,,,,,,
Brazil,Araguatins,,,,,,
Italy,Ariano Irpino,,,,,,
Australia,Armidale,,,,,,
Russian Federation,Atkarsk,,,,,,
Mexico,Atlautla,,,,,,
France,Aubenas,,,,,,
Peru,Azangaro,,,,,,
Brazil,Baependi,,,,,,
Iran (Islamic Republic of),Bafq,,,,,,
India,Bagru,,,,,,
India,Balotra,,,,,,
Bangladesh,Bandarban,,,,,,
Cameroon,Bangangte,,,,,,
India,Barakpur,,,,,,
Russian Federation,Baranchinskiy,,,,,,
Italy,Barrafranca,,,,,,
Dominican Republic,Bayaguana,,,,,,
Spain,Benavente,,,,,,
Brazil,Bezerros,,,,,,
Poland,Bielsk Podlaski,,,,,,
Nepal,Biratnagar,,,,,,
Belgium,Boom,,,,,,
Netherlands,Boxmeer,,,,,,
United States of America,Boynton Beach,,,,,,
United States of America,Broomall,,,,,,
United Republic of Tanzania,Bukoba,,,,,,
Poland,Bukowno,,,,,,
Poland,Bytow,,,,,,
Italy,Carmiano,,,,,,
United Kingdom of Great Britain and Northern Ireland,Castleford,,,,,,
United States of America,Central Islip,,,,,,
France,Chamalieres,,,,,,
Spain,Villaviciosa De Odon,,,,,,
France,Villeneuve Les Avignon,,,,,,
Russian Federation,Volgorechensk,,,,,,
United States of America,Welby,,,,,,
United States of America,West Chester,,,,,,
Germany,Witzenhausen,,,,,,
India,Yavatmal,,,,,,
Japan,Yonezawa,,,,,,
Uruguay,Young,,,,,,
Iran (Islamic Republic of),Zabol,,,,,,
Poland,Zabrze,,,,,,
Romania,Zalau,,,,,,
Mexico,Zimapan,,,,,,
Unknown,Teknaf,,,,,,
Thailand,Tha Bo,,,,,,
Brazil,Timon,,,,,,
Japan,Tokoname,,,,,,
Colombia,Toro,,,,,,
Spain,Torre Pacheco,,,,,,
Ecuador,Tosagua,,,,,,
Japan,Toyonaka,,,,,,
China,Tunxi,,,,,,
United States of America,Twin Falls,,,,,,
Germany,Uetersen,,,,,,
Montenegro,Ulcinj,,,,,,
United States of America,University City,,,,,,
Argentina,Ushuaia,,,,,,
India,Uttamapalaiyam,,,,,,
United States of America,Vestavia Hills,,,,,,
Mexico,Vicente Guerrero,,,,,,
United States of America,Vidalia,,,,,,
India,Adur,,,,,,
Brazil,Agua Preta,,,,,,
India,Akodia,,,,,,
Italy,Altavilla Vicentina,,,,,,
United States of America,Alvin,,,,,,
Greece,Amarousion,,,,,,
United Kingdom of Great Britain and Northern Ireland,Amersham,,,,,,
Madagascar,Amparafaravola,,,,,,
Mexico,Anenecuilco,,,,,,
China,Anlu,,,,,,
Germany,Apolda,,,,,,
Portugal,Arcozelo,,,,,,
India,Arkalgud,,,,,,
Israel,Ashqelon,,,,,,
Spain,Ayamonte,,,,,,
India,Chhibramau,,,,,,
Colombia,Chivolo,,,,,,
Nicaragua,Ciudad Dario,,,,,,
Italy,Crema,,,,,,
United Republic of Tanzania,Tabora,,,,,,
China,Talin,,,,,,
United States of America,Talladega,,,,,,
Mexico,Tangancicuaro,,,,,,
China,Taonan,,,,,,
Germany,Friedland,,,,,,
Turkey,Hakkari,,,,,,
Iran (Islamic Republic of),Hamadan,,,,,,
Uzbekistan,Muborak,,,,,,
India,Mungeli,,,,,,
United States of America,Murrieta,,,,,,
Oman,Muscat,,,,,,
Japan,Nagareyama,,,,,,
Germany,Neuenrade,,,,,,
United Republic of Tanzania,Ngudu,,,,,,
Ukraine,Nizhyn,,,,,,
Central African Republic,Nola,,,,,,
United States of America,North Lauderdale,,,,,,
United States of America,North Little Rock,,,,,,
United States of America,Northborough,,,,,,
Switzerland,Oftringen,,,,,,
Indonesia,Langsa,,,,,,
Brazil,Lapao,,,,,,
Russian Federation,Lgov,,,,,,
Austria,Lienz,,,,,,
China,Linhai,,,,,,
Germany,Ludwigsburg,,,,,,
Paraguay,Luque,,,,,,
India,Madukkarai,,,,,,
Venezuela (Bolivarian Republic of),Tacarigua,,,,,,
Uruguay,Tacuarembo,,,,,,
India,Talwandi Bhai,,,,,,
Brazil,Tapejara,,,,,,
Syrian Arab Republic,Tartus,,,,,,
Guatemala,Tecpan Guatemala,,,,,,
Mexico,Tequixquiac,,,,,,
Botswana,Thamaga,,,,,,
Myanmar,Thaton,,,,,,
United Republic of Tanzania,Tinde,,,,,,
India,Tiruvidaimarudur,,,,,,
Peru,Tocache,,,,,,
Madagascar,Toliary,,,,,,
Japan,Tonami,,,,,,
Kenya,Mariakani,,,,,,
Sweden,Mariestad,,,,,,
India,Maudaha,,,,,,
Zambia,Mbala,,,,,,
Russian Federation,Mednogorsk,,,,,,
Russian Federation,Medvedovskaya,,,,,,
Greece,Melissia,,,,,,
United States of America,Mendota Heights,,,,,,
Unknown,Milazzo,,,,,,
France,Montbeliard,,,,,,
Italy,Montescaglioso,,,,,,
Democratic Republic of the Congo,Tshikapa,,,,,,
Italy,Turi,,,,,,
United States of America,Tuscaloosa,,,,,,
United States of America,Twentynine Palms,,,,,,
Germany,Uberherrn,,,,,,
India,Ullal,,,,,,
Russian Federation,Uray,,,,,,
France,Vauvert,,,,,,
Belgium,Veurne,,,,,,
Russian Federation,Chaykovskiy,,,,,,
Ukraine,Chernyakhiv,,,,,,
India,Chidambaram,,,,,,
Guatemala,Chiquimulilla,,,,,,
Peru,Chocope,,,,,,
United States of America,Clearwater,,,,,,
Mexico,Puruandiro,,,,,,
United States of America,Rancho Cucamonga,,,,,,
Poland,Rawicz,,,,,,
China,Ruian,,,,,,
France,Saint Jean De Luz,,,,,,
Austria,Sankt Veit,,,,,,
Spain,Santa Cruz De La Palma,,,,,,
Brazil,Sao Paulo,,,,,,
United States of America,Asheboro,,,,,,
Germany,Bad Lippspringe,,,,,,
United States of America,Bellmore,,,,,,
Brazil,Benevides,,,,,,
India,Bhadohi,,,,,,
Germany,Bissendorf,,,,,,
United Kingdom of Great Britain and Northern Ireland,Bletchley,,,,,,
United States of America,Brecksville,,,,,,
Russian Federation,Bulanash,,,,,,
Philippines,Bulaon,,,,,,
Nigeria,Calabar,,,,,,
Brazil,Campo Bom,,,,,,
Brazil,Cariacica,,,,,,
France,Castelnau Le Lez,,,,,,
Spain,Cehegin,,,,,,
Thailand,Soeng Sang,,,,,,
Brazil,Aguas Formosas,,,,,,
Colombia,Aguazul,,,,,,
Germany,Aichach,,,,,,
China,Aksu,,,,,,
Turkey,Aliaga,,,,,,
China,Anda,,,,,,
Mexico,Apan,,,,,,
Italy,Saronno,,,,,,
Ukraine,Sartana,,,,,,
Hungary,Satoraljaujhely,,,,,,
Philippines,Sebu,,,,,,
Malaysia,Segamat,,,,,,
India,Sidlaghatta,,,,,,
Belgium,Sint Niklaas,,,,,,
Indonesia,Solok,,,,,,
Guatemala,Solola,,,,,,
Belgium,Spa,,,,,,
Slovenia,Trbovlje,,,,,,
Brazil,Tres Barras,,,,,,
Brazil,Tuntum,,,,,,
Russian Federation,Ulan Ude,,,,,,
Honduras,Tegucigalpa,,,,,,
Germany,Templin,,,,,,
Viet Nam,Thanh Hoa,,,,,,
New Zealand,Timaru,,,,,,
Brazil,Timbo,,,,,,
Canada,Grande Prairie,,,,,,
United States of America,Great Bend,,,,,,
United States of America,Greenwood,,,,,,
Philippines,Guihing,,,,,,
Cuba,Guines,,,,,,
Kazakhstan,Glubokoe,,,,,,
South Africa,Grahamstown,,,,,,
Germany,Greiz,,,,,,
Italy,Grottaferrata,,,,,,
Russian Federation,Gubakha,,,,,,
Indonesia,Kemang,,,,,,
United Republic of Tanzania,Kilindoni,,,,,,
Russian Federation,Kinel,,,,,,
Canada,Kitimat,,,,,,
Ghana,Koforidua,,,,,,
China,Kuanshan,,,,,,
Albania,Kucove,,,,,,
Peru,La Brea,,,,,,
France,La Trinite,,,,,,
India,Ladnun,,,,,,
India,Hansot,,,,,,
Japan,Ichinoseki,,,,,,
India,Ikauna,,,,,,
China,Ilan,,,,,,
United States of America,Indio,,,,,,
Unknown,Ishikari,,,,,,
Unknown,Isla Vista,,,,,,
Poland,Jelenia Gora,,,,,,
Mexico,Jiquilpan,,,,,,
Pakistan,Kalabagh,,,,,,
Russian Federation,Kalinino,,,,,,
United Republic of Tanzania,Kamachumu,,,,,,
Russian Federation,Kamen Rybolov,,,,,,
Jordan,Umm Nuwarah,,,,,,
India,Un,,,,,,
Netherlands,Valkenswaard,,,,,,
India,Vaniyambadi,,,,,,
India,Vejalpur,,,,,,
Netherlands,Veldhoven,,,,,,
India,Vengurla,,,,,,
United States of America,Vernon Hills,,,,,,
Switzerland,Versoix,,,,,,
China,Yongchang,,,,,,
India,Zahirabad,,,,,,
Italy,Zevio,,,,,,
Libya,Zlitan,,,,,,
Czechia,Znojmo,,,,,,
Spain,Blanes,,,,,,
India,Bodinayakkanur,,,,,,
Ghana,Bolgatanga,,,,,,
United States of America,Castle Rock,,,,,,
United States of America,Central Falls,,,,,,
Germany,Furth,,,,,,
United States of America,Gaffney,,,,,,
India,Garulia,,,,,,
Germany,Geilenkirchen,,,,,,
France,Colmar,,,,,,
United States of America,Cornelius,,,,,,
United Kingdom of Great Britain and Northern Ireland,Cowdenbeath,,,,,,
Brazil,Crato,,,,,,
United States of America,Cabot,,,,,,
United States of America,Calverton,,,,,,
Spain,Cambados,,,,,,
Italy,Eraclea,,,,,,
Denmark,Flong,,,,,,
United States of America,Beeville,,,,,,
India,Begamganj,,,,,,
Russian Federation,Belokurikha,,,,,,
Belgium,Berlaar,,,,,,
France,Besancon,,,,,,
India,Bhatkal,,,,,,
Hungary,Debrecen,,,,,,
Mexico,Degollado,,,,,,
India,Dehra Dun,,,,,,
Turkey,Denizli,,,,,,
China,Dinghai,,,,,,
Russian Federation,Dobryanka,,,,,,
Czechia,Olomouc,,,,,,
Colombia,Orito,,,,,,
India,Paithan,,,,,,
Hungary,Papa,,,,,,
France,Papeete,,,,,,
Brazil,Peabiru,,,,,,
India,Peddapalli,,,,,,
United States of America,Pendleton,,,,,,
Russian Federation,Perm,,,,,,
Mexico,Pinotepa Nacional,,,,,,
France,Plaisir,,,,,,
United States of America,Pompton Lakes,,,,,,
Colombia,Ponedera,,,,,,
Italy,Pordenone,,,,,,
United States of America,Port Washington,,,,,,
Unknown,Wewak,,,,,,
China,Xunchang,,,,,,
United States of America,Yauco,,,,,,
Russian Federation,Yefremov,,,,,,
Russian Federation,Yeniseysk,,,,,,
China,Yingko,,,,,,
Unknown,Ystad,,,,,,
Poland,Zlotow,,,,,,
Russian Federation,Vladimir,,,,,,
Russian Federation,Voronezh,,,,,,
Russian Federation,Voskresensk,,,,,,
Netherlands,Waalre,,,,,,
United States of America,Wadsworth,,,,,,
United States of America,Wakefield,,,,,,
Germany,Weil Der Stadt,,,,,,
Netherlands,Woensdrecht,,,,,,
United Kingdom of Great Britain and Northern Ireland,Kirkintilloch,,,,,,
Hungary,Kisvarda,,,,,,
India,Kolaras,,,,,,
Uganda,Kotido,,,,,,
Germany,Kronshagen,,,,,,
South Africa,Kroonstad,,,,,,
Belgium,Kruibeke,,,,,,
India,Kunda,,,,,,
United States of America,Lake Station,,,,,,
India,Lakhnadon,,,,,,
Indonesia,Lembang,,,,,,
Botswana,Letlhakane,,,,,,
United States of America,Levittown,,,,,,
Latvia,Livani,,,,,,
Philippines,Lucban,,,,,,
Ecuador,Machachi,,,,,,
Japan,Imabari,,,,,,
Kenya,Isiolo,,,,,,
Brazil,Itapage,,,,,,
Zambia,Kabwe,,,,,,
Egypt,Gizeh,,,,,,
Japan,Gosen,,,,,,
United States of America,Graham,,,,,,
Mexico,Guamuchil,,,,,,
Spain,Guimar,,,,,,
Canada,Hauterive,,,,,,
Russian Federation,Heihe,,,,,,
India,Hinjilikatu,,,,,,
Japan,Hirakata,,,,,,
Brazil,Paranaiba,,,,,,
United States of America,Pearl River,,,,,,
Portugal,Perafita,,,,,,
France,Perpignan,,,,,,
Italy,Omegna,,,,,,
United States of America,Oshkosh,,,,,,
Croatia,Osijek,,,,,,
Italy,Paceco,,,,,,
India,Omalur,,,,,,
United States of America,Palm Beach Gardens,,,,,,
South Africa,Burgersdorp,,,,,,
Brazil,Capao Bonito,,,,,,
United States of America,Cape Coral,,,,,,
Italy,Castel Volturno,,,,,,
Mexico,Chalco,,,,,,
India,Baldeo,,,,,,
India,Basmat,,,,,,
Cuba,Bayamo,,,,,,
India,Bharthana,,,,,,
Unknown,Birkenhead,,,,,,
Dominican Republic,Bonao,,,,,,
Germany,Bretten,,,,,,
Italy,Altopascio,,,,,,
Benin,Aplahoue,,,,,,
France,Auxerre,,,,,,
United States of America,Avenel,,,,,,
India,Ayakudi,,,,,,
Germany,Bad Reichenhall,,,,,,
Russian Federation,Kugesi,,,,,,
Slovakia,Kysucke Nove Mesto,,,,,,
Mexico,La Ceiba,,,,,,
Venezuela (Bolivarian Republic of),La Dolorita,,,,,,
France,La Possession,,,,,,
Japan,Kobe,,,,,,
South Africa,Kokstad,,,,,,
Russian Federation,Konakovo,,,,,,
Russian Federation,Kondrovo,,,,,,
Japan,Kosugi,,,,,,
United States of America,Schertz,,,,,,
Brazil,Serra,,,,,,
Pakistan,Shahpur Chakar,,,,,,
India,Dhrol,,,,,,
Israel,Dimona,,,,,,
France,Douai,,,,,,
Germany,Duisburg,,,,,,
United States of America,Eagle,,,,,,
United States of America,East Moline,,,,,,
Germany,Eckernforde,,,,,,
United States of America,Effingham,,,,,,
Australia,Maryborough,,,,,,
United Republic of Tanzania,Mazinde,,,,,,
Romania,Medias,,,,,,
Spain,Melilla,,,,,,
China,Miyang,,,,,,
Cuba,Moa,,,,,,
Zambia,Mongu,,,,,,
Colombia,Montelibano,,,,,,
Germany,Muhlheim,,,,,,
Unknown,Muisne,,,,,,
United States of America,Nacogdoches,,,,,,
Denmark,Nakskov,,,,,,
Germany,Neu Wulmstorf,,,,,,
Italy,Nocera Inferiore,,,,,,
Papua New Guinea,Lae,,,,,,
Cyprus,Lemesos,,,,,,
Russian Federation,Leninkent,,,,,,
Russian Federation,Leninsk Kuznetskiy,,,,,,
United Kingdom of Great Britain and Northern Ireland,Letchworth,,,,,,
France,Lille,,,,,,
China,Linkou,,,,,,
Romania,Lipova,,,,,,
United States of America,Little Falls,,,,,,
France,Longwy,,,,,,
India,Loyabad,,,,,,
China,Macheng,,,,,,
Ireland,Malahide,,,,,,
India,Manwath,,,,,,
Tunisia,Manzil Jamil,,,,,,
Argentina,Mar Del Plata,,,,,,
United Republic of Tanzania,Ilongero,,,,,,
Brazil,Ipaba,,,,,,
United States of America,Irving,,,,,,
Italy,Isola Della Scala,,,,,,
Nepal,Itahari,,,,,,
Mexico,Jalostotitlan,,,,,,
India,Karera,,,,,,
India,Kasba,,,,,,
Malawi,Kasungu,,,,,,
Poland,Kobylka,,,,,,
United States of America,Jefferson,,,,,,
France,Juvisy Sur Orge,,,,,,
India,Visnagar,,,,,,
Germany,Walldorf,,,,,,
Germany,Weilburg,,,,,,
United States of America,Wilbraham,,,,,,
United States of America,Wilsonville,,,,,,
Germany,Wittmund,,,,,,
Germany,Wolfen,,,,,,
China,Xingcheng,,,,,,
Russian Federation,Yakhroma,,,,,,
Ukraine,Yalta,,,,,,
Brazil,Rosario Oeste,,,,,,
Serbia,Ruma,,,,,,
Poland,Rybnik,,,,,,
Canada,Saint Jerome,,,,,,
Brazil,Santo Antonio De Padua,,,,,,
Brazil,Sao Miguel Do Iguacu,,,,,,
Brazil,Sao Sebastiao,,,,,,
India,Savanur,,,,,,
United States of America,Selden,,,,,,
India,Shahjahanpur,,,,,,
Poland,Otwock,,,,,,
United States of America,Pascagoula,,,,,,
Brazil,Paulo Afonso,,,,,,
Canada,Penticton,,,,,,
Russian Federation,Penza,,,,,,
Bangladesh,Phultala,,,,,,
Colombia,Puerto Lopez,,,,,,
Poland,Raciborz,,,,,,
China,Shizilu,,,,,,
Colombia,Sogamoso,,,,,,
Thailand,Sungai Padi,,,,,,
Poland,Szczecinek,,,,,,
Philippines,Talibon,,,,,,
India,Tarn Taran,,,,,,
United States of America,Tarrytown,,,,,,
United States of America,North Chicago,,,,,,
United Republic of Tanzania,Nyamuswa,,,,,,
Italy,Oderzo,,,,,,
Latvia,Ogre,,,,,,
Russian Federation,Starodub,,,,,,
United States of America,Sugar Land,,,,,,
Russian Federation,Yaroslavl,,,,,,
Afghanistan,Zaranj,,,,,,
Russian Federation,Zavitinsk,,,,,,
Ukraine,Zhovti Vody,,,,,,
India,Addanki,,,,,,
Turkey,Afyonkarahisar,,,,,,
Malawi,Salima,,,,,,
United States of America,Oneonta,,,,,,
United States of America,Paramus,,,,,,
Russian Federation,Pechory,,,,,,
Montenegro,Pljevlja,,,,,,
Brazil,Ponta Pora,,,,,,
Brazil,Pontes E Lacerda,,,,,,
Canada,Port Alberni,,,,,,
Myanmar,Pyu,,,,,,
Central African Republic,Rafai,,,,,,
India,Ranavav,,,,,,
Lithuania,Raseiniai,,,,,,
United States of America,Reisterstown,,,,,,
United States of America,Sammamish,,,,,,
United States of America,Seatac,,,,,,
Sierra Leone,Segbwema,,,,,,
Malaysia,Serendah,,,,,,
Russian Federation,Seversk,,,,,,
Russian Federation,Shchigry,,,,,,
Netherlands,Amstelveen,,,,,,
Netherlands,Anna Paulowna,,,,,,
Philippines,Apalit,,,,,,
Russian Federation,Losino Petrovskiy,,,,,,
United States of America,Lowell,,,,,,
India,Ludhiana,,,,,,
Kenya,Marsabit,,,,,,
United Republic of Tanzania,Matongo,,,,,,
Senegal,Mbour,,,,,,
Indonesia,Mendahara,,,,,,
Belarus,Lida,,,,,,
India,Madanapalle,,,,,,
Philippines,Magallon,,,,,,
Mali,Sikasso,,,,,,
Slovenia,Skofja Loka,,,,,,
United States of America,Stephenville,,,,,,
Indonesia,Subang,,,,,,
Poland,Sulecin,,,,,,
Czechia,Podebrady,,,,,,
Indonesia,Pangkah,,,,,,
Guatemala,Pastores,,,,,,
Russian Federation,Peschanokopskoye,,,,,,
United Republic of Tanzania,Usagara,,,,,,
France,Ussel,,,,,,
Netherlands,Valkenburg,,,,,,
Latvia,Valmiera,,,,,,
India,Vasai,,,,,,
Russian Federation,Vasyurinskaya,,,,,,
United States of America,Vermillion,,,,,,
Unknown,Viareggio,,,,,,
United States of America,Sunrise Manor,,,,,,
Indonesia,Surakarta,,,,,,
Russian Federation,Suzun,,,,,,
India,Talgram,,,,,,
Russian Federation,Talovaya,,,,,,
United States of America,San Juan Capistrano,,,,,,
Brazil,Santana Do Acarau,,,,,,
Brazil,Sao Joao Batista,,,,,,
India,Vikramasingapuram,,,,,,
France,Villeneuve Loubet,,,,,,
India,Virudunagar,,,,,,
South Africa,Volksrust,,,,,,
China,Wanxian,,,,,,
Mexico,San Antonio De La Cal,,,,,,
Italy,San Severo,,,,,,
India,Sangod,,,,,,
Brazil,Santa Cecilia,,,,,,
Germany,Schorndorf,,,,,,
Turkey,Selcuk,,,,,,
Belgium,Seraing,,,,,,
Germany,Nordhausen,,,,,,
France,Olivet,,,,,,
Brazil,Osvaldo Cruz,,,,,,
Czechia,Varnsdorf,,,,,,
India,Vattalkundu,,,,,,
Canada,Trois Rivieres,,,,,,
Russian Federation,Tyazhinskiy,,,,,,
Brazil,Uba,,,,,,
Brazil,Uberlandia,,,,,,
Czechia,Uhersky Brod,,,,,,
Germany,Werneck,,,,,,
United States of America,Westlake,,,,,,
Mexico,Xoxtla,,,,,,
Libya,Yafran,,,,,,
France,Villemomble,,,,,,
United States of America,Waipahu,,,,,,
Japan,Wako,,,,,,
United States of America,Lindenhurst,,,,,,
United Republic of Tanzania,Liwale,,,,,,
United States of America,Lorain,,,,,,
Russian Federation,Magadan,,,,,,
Madagascar,Mahajanga,,,,,,
Japan,Makabe,,,,,,
Guinea,Mamou,,,,,,
China,Laibin,,,,,,
United States of America,Lake Charles,,,,,,
Unknown,Le Gosier,,,,,,
United States of America,Leander,,,,,,
Germany,Lengerich,,,,,,
Republic of Moldova,Leova,,,,,,
Kenya,Kilifi,,,,,,
Kenya,Kitale,,,,,,
Poland,Krosno Odrzanskie,,,,,,
Russian Federation,Kyshtym,,,,,,
Brazil,Lagoa Formosa,,,,,,
India,Kampli,,,,,,
Japan,Kannabe,,,,,,
Russian Federation,Kavalerovo,,,,,,
South Africa,Johannesburg,,,,,,
Central African Republic,Kabo,,,,,,
Japan,Kameda,,,,,,
Pakistan,Ranipur,,,,,,
Thailand,Roi Et,,,,,,
Italy,Ronchi Dei Legionari,,,,,,
Portugal,Sao Joao Da Madeira,,,,,,
Nigeria,Shaki,,,,,,
China,Shangqiu,,,,,,
United States of America,Shawnee,,,,,,
Thailand,Pak Kret,,,,,,
Pakistan,Pakpattan,,,,,,
Brazil,Parati,,,,,,
Russian Federation,Pavlovsk,,,,,,
United Kingdom of Great Britain and Northern Ireland,Peterhead,,,,,,
Indonesia,Ponorogo,,,,,,
United States of America,Portage,,,,,,
United States of America,Pueblo,,,,,,
United States of America,Solon,,,,,,
United States of America,South San Jose Hills,,,,,,
Romania,Sovata,,,,,,
Switzerland,Steffisburg,,,,,,
United States of America,Stillwater,,,,,,
Jordan,Suf,,,,,,
Pakistan,Sukkur,,,,,,
Sweden,Sundsvall,,,,,,
Canada,Swift Current,,,,,,
Brazil,Tabuleiro Do Norte,,,,,,
Peru,Tambopata,,,,,,
Indonesia,Tanjung Morawa,,,,,,
Georgia,Tbilisi,,,,,,
United States of America,Temple City,,,,,,
India,Thoubal,,,,,,
Netherlands,Tilburg,,,,,,
India,Titlagarh,,,,,,
Mexico,Tizayuca,,,,,,
India,Tohana,,,,,,
Slovakia,Trebisov,,,,,,
Democratic Republic of the Congo,Tshela,,,,,,
Georgia,Tskaltubo,,,,,,
Austria,Tulln,,,,,,
Turkmenistan,Turkmenabat,,,,,,
Germany,Twistringen,,,,,,
Russian Federation,Uglegorsk,,,,,,
South Africa,Uitenhage,,,,,,
India,Umred,,,,,,
Pakistan,Usta Muhammad,,,,,,
Poland,Ustron,,,,,,
United States of America,Uvalde,,,,,,
India,Vallam,,,,,,
United States of America,Ventnor City,,,,,,
China,Shima,,,,,,
Serbia,Sjenica,,,,,,
Belgium,Soignies,,,,,,
Colombia,Miranda,,,,,,
Colombia,Mompos,,,,,,
Germany,Montabaur,,,,,,
Italy,Montegranaro,,,,,,
France,Montigny Les Metz,,,,,,
Spain,Montornes Del Valles,,,,,,
United States of America,Mount Kisco,,,,,,
United States of America,Muskegon,,,,,,
United States of America,Martinez,,,,,,
Mexico,Matehuala,,,,,,
Myanmar,Meiktila,,,,,,
India,Melur,,,,,,
Unknown,Mersin,,,,,,
India,Methala,,,,,,
Germany,Marktoberdorf,,,,,,
Brazil,Martinopolis,,,,,,
Germany,Melsungen,,,,,,
Germany,Mering,,,,,,
Mozambique,Mocuba,,,,,,
Brazil,Montenegro,,,,,,
Germany,Murnau,,,,,,
Australia,Murray Bridge,,,,,,
Ecuador,Naranjal,,,,,,
Botswana,Kanye,,,,,,
India,Keshod,,,,,,
India,Kharar,,,,,,
United States of America,North Plainfield,,,,,,
United States of America,North Wantagh,,,,,,
Hungary,Nyirbator,,,,,,
United States of America,Mercer Island,,,,,,
Germany,Hilpoltstein,,,,,,
Australia,Hobart,,,,,,
Germany,Hohenstein Ernstthal,,,,,,
