Country,City,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
China,Nanchong,,,,,,
India,Nandura,,,,,,
Germany,Morlenbach,,,,,,
India,Narnaund,,,,,,
India,Nathdwara,,,,,,
Iran (Islamic Republic of),Neka,,,,,,
Germany,Neumunster,,,,,,
United States of America,Newington,,,,,,
Indonesia,Ngemplak,,,,,,
Japan,Nikko,,,,,,
Philippines,Midsayap,,,,,,
Poland,Miedzyrzecz,,,,,,
Japan,Mikuni,,,,,,
United States of America,Millburn,,,,,,
United States of America,Milwaukee,,,,,,
Iran (Islamic Republic of),Minab,,,,,,
Russian Federation,Altayskoye,,,,,,
Cuba,Amancio,,,,,,
Indonesia,Ambarawa,,,,,,
Portugal,Amora,,,,,,
Brazil,Amparo,,,,,,
Italy,Aprilia,,,,,,
Brazil,Aracoiaba,,,,,,
Brazil,Aracuai,,,,,,
Italy,Aragona,,,,,,
Armenia,Abovyan,,,,,,
Cuba,Abreus,,,,,,
C̫te d'Ivoire,Affery,,,,,,
Pakistan,Ahmadpur East,,,,,,
Iceland,Akureyri,,,,,,
Russian Federation,Aleksandrovsk,,,,,,
Spain,Alfafar,,,,,,
United States of America,Allen,,,,,,
Nigeria,Bama,,,,,,
India,Bansdih,,,,,,
United States of America,Baraboo,,,,,,
India,Barauli,,,,,,
India,Barmer,,,,,,
Germany,Bautzen,,,,,,
United States of America,Baytown,,,,,,
United States of America,Bellmawr,,,,,,
Somalia,Bereda,,,,,,
India,Bhawanipatna,,,,,,
India,Bhongaon,,,,,,
Spain,Arnedo,,,,,,
Spain,Arucas,,,,,,
Costa Rica,Aserri,,,,,,
Germany,Attendorn,,,,,,
Spain,Avila,,,,,,
Guatemala,Ayutla,,,,,,
Germany,Bad Pyrmont,,,,,,
United States of America,Brookline,,,,,,
India,Byadgi,,,,,,
Brazil,Caetite,,,,,,
Spain,Calafell,,,,,,
Spain,Camas,,,,,,
Italy,Canicatti,,,,,,
Colombia,Carmen De Viboral,,,,,,
Italy,Casalecchio Di Reno,,,,,,
Iran (Islamic Republic of),Chabahar,,,,,,
China,Changli,,,,,,
India,Charkhari,,,,,,
United States of America,Cherry Hill,,,,,,
India,Chikhli,,,,,,
Indonesia,Cibadak,,,,,,
Italy,Citta Di Castello,,,,,,
Italy,Bisceglie,,,,,,
India,Bithur,,,,,,
Turkey,Bitlis,,,,,,
Germany,Blumberg,,,,,,
India,Bokajan,,,,,,
United Kingdom of Great Britain and Northern Ireland,Borehamwood,,,,,,
Bulgaria,Botevgrad,,,,,,
Czechia,Breclav,,,,,,
United Kingdom of Great Britain and Northern Ireland,Bridgwater,,,,,,
Italy,Collegno,,,,,,
Venezuela (Bolivarian Republic of),Coro,,,,,,
Brazil,Coruripe,,,,,,
Germany,Cottbus,,,,,,
United Kingdom of Great Britain and Northern Ireland,Crewe,,,,,,
Brazil,Crixas,,,,,,
United Kingdom of Great Britain and Northern Ireland,Crosby,,,,,,
Guatemala,Cuilapa,,,,,,
Japan,Daito,,,,,,
Indonesia,Adiwerna,,,,,,
Mexico,Ajoloapan,,,,,,
Bulgaria,Ajtos,,,,,,
Nigeria,Aku,,,,,,
Philippines,Alaminos,,,,,,
Romania,Alba Iulia,,,,,,
Germany,Alfeld,,,,,,
Ukraine,Yavoriv,,,,,,
Nigeria,Yola,,,,,,
Peru,Yunguyo,,,,,,
Guatemala,Zacapa,,,,,,
Belgium,Zandhoven,,,,,,
Germany,Zeitz,,,,,,
Russian Federation,Zeya,,,,,,
Kazakhstan,Zharkent,,,,,,
Unknown,Zhenhai,,,,,,
China,Zhongshu,,,,,,
Russian Federation,Zhukovskiy,,,,,,
Bosnia and Herzegovina,Zivinice,,,,,,
Ukraine,Zolotonosha,,,,,,
Kazakhstan,Zyryanovsk,,,,,,
Ecuador,Bahia De Caraquez,,,,,,
Romania,Baia Mare,,,,,,
India,Bail Hongal,,,,,,
Cuba,Baragua,,,,,,
India,Baraut,,,,,,
Brazil,Barretos,,,,,,
United States of America,Bartlett,,,,,,
India,Basugaon,,,,,,
Cuba,Batabano,,,,,,
Brazil,Bebedouro,,,,,,
Unknown,Benicia,,,,,,
Chad,Benoy,,,,,,
United States of America,Bensenville,,,,,,
Malaysia,Bentong,,,,,,
Japan,Beppu,,,,,,
India,Bhalki,,,,,,
Brazil,Boa Esperanca Do Sul,,,,,,
Nicaragua,Boaco,,,,,,
Spain,Boiro,,,,,,
Romania,Campulung Moldovenesc,,,,,,
Turkey,Canakkale,,,,,,
United States of America,Cape Girardeau,,,,,,
United Kingdom of Great Britain and Northern Ireland,Carmarthen,,,,,,
Spain,Ceuta,,,,,,
Philippines,Buluan,,,,,,
Brazil,Buritama,,,,,,
Brazil,Buritizeiro,,,,,,
Italy,Busca,,,,,,
Brazil,Cacador,,,,,,
Peru,Cajamarca,,,,,,
United States of America,Athens,,,,,,
Brazil,Atibaia,,,,,,
Mexico,Atlacomulco,,,,,,
France,Aulnay Sous Bois,,,,,,
Germany,Bad Camberg,,,,,,
Spain,Badajoz,,,,,,
Cameroon,Bafia,,,,,,
Spain,Tafalla,,,,,,
Egypt,Talkha,,,,,,
India,Talwara,,,,,,
Hungary,Tapolca,,,,,,
Philippines,Tarlac,,,,,,
Poland,Tarnobrzeg,,,,,,
Argentina,Tartagal,,,,,,
Brazil,Taubate,,,,,,
United Republic of Tanzania,Uyovu,,,,,,
Russian Federation,Vasilyevo,,,,,,
Romania,Vatra Dornei,,,,,,
Brazil,Vera Cruz,,,,,,
Russian Federation,Verkhnyaya Pyshma,,,,,,
Thailand,Surin,,,,,,
Libya,Surman,,,,,,
Cambodia,Ta Khmau,,,,,,
India,Singarayakonda,,,,,,
Hungary,Dorog,,,,,,
United States of America,Downey,,,,,,
Canada,Drummondville,,,,,,
India,Dugda,,,,,,
South Africa,Duiwelskloof,,,,,,
Slovakia,Dunajska Streda,,,,,,
United States of America,East Haven,,,,,,
United States of America,Eastlake,,,,,,
Eritrea,Edd,,,,,,
United States of America,Eden Prairie,,,,,,
Germany,Eichenau,,,,,,
Netherlands,Eindhoven,,,,,,
South Africa,Ekuvukeni,,,,,,
South Africa,Ellisras,,,,,,
Germany,Erfurt,,,,,,
Portugal,Faro,,,,,,
Central African Republic,Damara,,,,,,
China,Danjiangkou,,,,,,
Afghanistan,Dawlatabad,,,,,,
Belgium,Dendermonde,,,,,,
India,Deolali,,,,,,
Indonesia,Depok,,,,,,
United States of America,Des Plaines,,,,,,
Germany,Diedorf,,,,,,
United States of America,Phoenixville,,,,,,
Italy,Piano Di Sorrento,,,,,,
Mexico,Queretaro,,,,,,
Philippines,Quisao,,,,,,
India,Rajampet,,,,,,
Indonesia,Rantepao,,,,,,
India,Renigunta,,,,,,
United States of America,Renton,,,,,,
Russian Federation,Rezh,,,,,,
Germany,Roding,,,,,,
Russian Federation,Pokhvistnevo,,,,,,
Russian Federation,Pokrov,,,,,,
Brazil,Ponte Nova,,,,,,
Germany,Preetz,,,,,,
Bulgaria,Provadija,,,,,,
Poland,Puck,,,,,,
United Kingdom of Great Britain and Northern Ireland,Pudsey,,,,,,
Azerbaijan,Qovlar,,,,,,
Lesotho,Quthing,,,,,,
Mexico,Rafael Lara Grajales,,,,,,
India,Sadalgi,,,,,,
United States of America,Saddle Brook,,,,,,
Pakistan,Sadiqabad,,,,,,
Italy,Salerno,,,,,,
Lithuania,Alytus,,,,,,
India,Anand,,,,,,
China,Anjiang,,,,,,
India,Anklesvar,,,,,,
Poland,Gorlice,,,,,,
Poland,Grajewo,,,,,,
Cuba,Guaimaro,,,,,,
France,Haguenau,,,,,,
United States of America,Hanover,,,,,,
Germany,Haren,,,,,,
Netherlands,Harlingen,,,,,,
Pakistan,Hasilpur,,,,,,
India,Hathras,,,,,,
France,Hautmont,,,,,,
New Zealand,Hawera,,,,,,
Jordan,Hawwarah,,,,,,
United States of America,Hazleton,,,,,,
South Africa,Hendrina,,,,,,
Germany,Henstedt Ulzburg,,,,,,
Myanmar,Henzada,,,,,,
France,Fort De France,,,,,,
United States of America,Fortuna,,,,,,
Cameroon,Fundong,,,,,,
Japan,Funehiki,,,,,,
Turkmenistan,Gazanjyk,,,,,,
Germany,Gemunden,,,,,,
Mexico,Huixquilucan,,,,,,
Greece,Ialisos,,,,,,
Brazil,Ibipeba,,,,,,
Japan,Hikari,,,,,,
Honduras,Cofradia,,,,,,
Portugal,Coimbra,,,,,,
United States of America,Commack,,,,,,
Mexico,Cosamaloapan,,,,,,
Brazil,Cotia,,,,,,
Brazil,Coxim,,,,,,
United States of America,Cullman,,,,,,
Italy,Cuorgne,,,,,,
C̫te d'Ivoire,Dabakala,,,,,,
India,Chatrapur,,,,,,
India,Chhoti Sadri,,,,,,
Czechia,Chodov,,,,,,
Thailand,Chon Daen,,,,,,
Spain,Cieza,,,,,,
India,Khatima,,,,,,
Poland,Kielce,,,,,,
Greece,Kilkis,,,,,,
Azerbaijan,Kirovskiy,,,,,,
Bangladesh,Kishorganj,,,,,,
Finland,Kokkola,,,,,,
Netherlands,Kollumerland,,,,,,
Japan,Konosu,,,,,,
Germany,Korntal Munchingen,,,,,,
Palau,Koror,,,,,,
India,Kotagiri,,,,,,
India,Kotma,,,,,,
Malaysia,Kuala Perlis,,,,,,
Russian Federation,Kulunda,,,,,,
Republic of North Macedonia,Kumanovo,,,,,,
Germany,Kunzell,,,,,,
Croatia,Kutina,,,,,,
Spain,La Orotava,,,,,,
Germany,Lage,,,,,,
United States of America,Lake City,,,,,,
Thailand,Lampang,,,,,,
Iran (Islamic Republic of),Langarud,,,,,,
Germany,Langenau,,,,,,
France,Laon,,,,,,
Germany,Lauf,,,,,,
Suriname,Lelydorp,,,,,,
Serbia,Leskovac,,,,,,
Germany,Leutenbach,,,,,,
Netherlands,Schijndel,,,,,,
Belgium,Schoten,,,,,,
Israel,Sederot,,,,,,
India,Sehore,,,,,,
Russian Federation,Severouralsk,,,,,,
United States of America,Shafter,,,,,,
China,Shuangyang,,,,,,
Russian Federation,Sibay,,,,,,
Finland,Siilinjarvi,,,,,,
Turkey,Silopi,,,,,,
France,Sin Le Noble,,,,,,
Singapore,Singapore,,,,,,
United States of America,Snyder,,,,,,
France,Soisy Sous Montmorency,,,,,,
Brazil,Solanea,,,,,,
Russian Federation,Soldato Aleksandrovskoye,,,,,,
Mexico,San Gabriel Casa Blanca,,,,,,
Colombia,San Pedro De Uraba,,,,,,
Costa Rica,San Ramon,,,,,,
United States of America,Sandwich,,,,,,
France,Sannois,,,,,,
Cuba,Santiago De Cuba,,,,,,
Guatemala,Santiago Sacatepequez,,,,,,
Brazil,Sao Gabriel Da Cachoeira,,,,,,
Brazil,Sao Joao Nepomuceno,,,,,,
Pakistan,Sarai Naurang,,,,,,
Republic of North Macedonia,Saraj,,,,,,
South Africa,Somerset West,,,,,,
United States of America,Southgate,,,,,,
South Africa,Springs,,,,,,
Serbia,Sremska Kamenica,,,,,,
France,Strasbourg,,,,,,
India,Suchindram,,,,,,
Indonesia,Sumenep,,,,,,
United States of America,Tavares,,,,,,
Japan,Tawaramoto,,,,,,
Ukraine,Terebovlya,,,,,,
Turkey,Terme,,,,,,
Italy,Terranuova Bracciolini,,,,,,
United States of America,Terre Haute,,,,,,
United States of America,Thornton,,,,,,
United States of America,Tonawanda,,,,,,
United States of America,Tooele,,,,,,
Unknown,Trapani,,,,,,
Russian Federation,Tselina,,,,,,
India,Tufanganj,,,,,,
Colombia,Tulua,,,,,,
United Republic of Tanzania,Tumbi,,,,,,
India,Tundla,,,,,,
Russian Federation,Turinsk,,,,,,
United States of America,Twinsburg,,,,,,
Mexico,Uman,,,,,,
Austria,Wels,,,,,,
Germany,Wennigsen,,,,,,
United States of America,Westerly,,,,,,
South Africa,Westonaria,,,,,,
Switzerland,Wettingen,,,,,,
United States of America,White Bear Lake,,,,,,
United States of America,White Center,,,,,,
United States of America,Wixom,,,,,,
Netherlands,Woerden,,,,,,
Germany,Wolfenbuttel,,,,,,
Croatia,Virovitica,,,,,,
United States of America,Visalia,,,,,,
Madagascar,Vohibinany,,,,,,
Netherlands,Voorhout,,,,,,
Netherlands,Waalwijk,,,,,,
Australia,Wagga Wagga,,,,,,
Germany,Wald Michelbach,,,,,,
Germany,Weilerswist,,,,,,
China,Xinzhi,,,,,,
China,Xiuyan,,,,,,
United States of America,Ironton,,,,,,
Japan,Isehara,,,,,,
United States of America,Iselin,,,,,,
Brazil,Itarare,,,,,,
Brazil,Itarema,,,,,,
Belarus,Ivanava,,,,,,
India,Jamnagar,,,,,,
India,Jaswantnagar,,,,,,
India,Jatara,,,,,,
China,Jiangyin,,,,,,
China,Jieshi,,,,,,
Brazil,Joao Pinheiro,,,,,,
Lebanon,Jubayl,,,,,,
Mexico,Juchitan,,,,,,
Thailand,Kaeng Khlo,,,,,,
India,Kairana,,,,,,
Greece,Kamateron,,,,,,
Pakistan,Kamir,,,,,,
Democratic Republic of the Congo,Kaniama,,,,,,
Turkey,Karabuk,,,,,,
Indonesia,Karanganyar,,,,,,
Kenya,Karuri,,,,,,
Indonesia,Kasihan,,,,,,
Unknown,Kavaratti,,,,,,
Japan,Kawanishi,,,,,,
United States of America,Kaysville,,,,,,
United States of America,Kenosha,,,,,,
India,Daryapur,,,,,,
India,Dasna,,,,,,
India,Daurala,,,,,,
France,Denain,,,,,,
India,Dhanbad,,,,,,
India,Dibai,,,,,,
Russian Federation,Divnogorsk,,,,,,
United Republic of Tanzania,Dongobesh,,,,,,
Czechia,Dvur Kralove,,,,,,
United States of America,Eastchester,,,,,,
Kazakhstan,Ekibastuz,,,,,,
United States of America,Elkridge,,,,,,
United States of America,Elyria,,,,,,
Italy,Narni,,,,,,
Bangladesh,Narsingdi,,,,,,
Pakistan,Nasirabad,,,,,,
Unknown,Navelim,,,,,,
Ghana,Navrongo,,,,,,
Japan,Naze,,,,,,
Switzerland,Neuchatel,,,,,,
United States of America,New Braunfels,,,,,,
United States of America,New Orleans,,,,,,
Netherlands,Nieuwegein,,,,,,
Russian Federation,Nizhnevartovsk,,,,,,
Bolivia (Plurinational State of),Puerto Quijarro,,,,,,
Switzerland,Pully,,,,,,
Poland,Pyskowice,,,,,,
Tunisia,Qasr Hallal,,,,,,
Mozambique,Quelimane,,,,,,
India,Quepem,,,,,,
Philippines,Quezon,,,,,,
Guatemala,San Luis Jilotepeque,,,,,,
Mali,San,,,,,,
Guatemala,Santa Catarina Mita,,,,,,
Mexico,Santiago Tuxtla,,,,,,
United States of America,Scottsboro,,,,,,
India,Shahada,,,,,,
Russian Federation,Shakhovskaya,,,,,,
Belgium,Ranst,,,,,,
Republic of Moldova,Rascani,,,,,,
Pakistan,Ratodero,,,,,,
Unknown,Rembang,,,,,,
Italy,Rimini,,,,,,
United States of America,River Forest,,,,,,
Brazil,Rosario Do Sul,,,,,,
Russian Federation,Rubtsovsk,,,,,,
Belgium,Rumst,,,,,,
Poland,Rypin,,,,,,
Malaysia,Sabak,,,,,,
Azerbaijan,Sabuncu,,,,,,
C̫te d'Ivoire,Sakassou,,,,,,
Dominican Republic,Salcedo,,,,,,
Brazil,Salinopolis,,,,,,
Canada,Salmon Arm,,,,,,
Spain,Salobrena,,,,,,
Russian Federation,Samarskoye,,,,,,
Russian Federation,Kotelniki,,,,,,
Gabon,Koulamoutou,,,,,,
Ukraine,Krasyliv,,,,,,
Croatia,Krizevci,,,,,,
Malaysia,Kuala Selangor,,,,,,
India,Kumbhraj,,,,,,
India,Kundla,,,,,,
Russian Federation,Kushchevskaya,,,,,,
Namibia,Mariental,,,,,,
United States of America,Marshalltown,,,,,,
Mozambique,Matola,,,,,,
Germany,Meckenbeuren,,,,,,
Russian Federation,Medvedevo,,,,,,
Iran (Islamic Republic of),Mehriz,,,,,,
United Kingdom of Great Britain and Northern Ireland,Melton Mowbray,,,,,,
Italy,Merano,,,,,,
Ethiopia,Metu,,,,,,
Morocco,Tawnat,,,,,,
Lithuania,Telsiai,,,,,,
Indonesia,Teluk Nibung,,,,,,
Austria,Ternitz,,,,,,
United States of America,Tewksbury,,,,,,
Thailand,Tha Muang,,,,,,
South Africa,Theunissen,,,,,,
France,Thiais,,,,,,
Belgium,Thuin,,,,,,
United States of America,Tiffin,,,,,,
Brazil,Tijucas,,,,,,
Russian Federation,Suvorov,,,,,,
Japan,Suwa,,,,,,
Slovakia,Svidnik,,,,,,
Czechia,Tachov,,,,,,
China,Tali,,,,,,
Ukraine,Tarashcha,,,,,,
Brazil,Tarauaca,,,,,,
Japan,Shiogama,,,,,,
United States of America,Shoreview,,,,,,
Russian Federation,Shumerlya,,,,,,
Pakistan,Sibi,,,,,,
Germany,Sinzheim,,,,,,
Guatemala,Siquinala,,,,,,
India,Sirathu,,,,,,
India,Sojitra,,,,,,
Indonesia,Srandakan,,,,,,
United States of America,North Highlands,,,,,,
Unknown,Ocean City,,,,,,
Mexico,Ojinaga,,,,,,
Poland,Olesno,,,,,,
India,Mulanur,,,,,,
Ukraine,Mykolayiv,,,,,,
Japan,Nagato,,,,,,
Japan,Nakanojo,,,,,,
Japan,Nakatsu,,,,,,
United States of America,Pico Rivera,,,,,,
United States of America,Pikesville,,,,,,
Pakistan,Pind Dadan Khan,,,,,,
Brazil,Pinhao,,,,,,
Brazil,Pirapozinho,,,,,,
France,Plerin,,,,,,
Panama,Pocri,,,,,,
Russian Federation,Podporozhye,,,,,,
Argentina,Posadas,,,,,,
United Republic of Tanzania,Kirando,,,,,,
Ukraine,Kirovohrad,,,,,,
United Republic of Tanzania,Korogwe,,,,,,
Serbia,Urosevac,,,,,,
Brazil,Uruacu,,,,,,
Brazil,Urupes,,,,,,
Russian Federation,Uspenskoye,,,,,,
India,Vada,,,,,,
Armenia,Vagharshapat,,,,,,
Madagascar,Vangaindrano,,,,,,
Brazil,Varjota,,,,,,
India,Varkkallai,,,,,,
Italy,Vicenza,,,,,,
Venezuela (Bolivarian Republic of),Yaritagua,,,,,,
South Sudan,Yei,,,,,,
Russian Federation,Yelnya,,,,,,
Myanmar,Yenangyaung,,,,,,
India,Yerraguntla,,,,,,
Malaysia,Yong Peng,,,,,,
Colombia,Yumbo,,,,,,
China,Zhoukou,,,,,,
China,Zhuanghe,,,,,,
United States of America,West Allis,,,,,,
Belgium,Wezembeek Oppem,,,,,,
Germany,Wismar,,,,,,
Cameroon,Yaounde,,,,,,
India,Viramgam,,,,,,
Italy,Vittorio Veneto,,,,,,
South Africa,Vrede,,,,,,
India,Vrindavan,,,,,,
Russian Federation,Vyksa,,,,,,
United States of America,Wahiawa,,,,,,
Germany,Waldkirch,,,,,,
Indonesia,Wanasari,,,,,,
China,Wanning,,,,,,
Netherlands,Weert,,,,,,
Poland,Wegrow,,,,,,
Russian Federation,Torzhok,,,,,,
Brazil,Trairi,,,,,,
India,Tuensang,,,,,,
Finland,Tuusula,,,,,,
India,Lakhna,,,,,,
Germany,Langenselbold,,,,,,
United Kingdom of Great Britain and Northern Ireland,Larkhall,,,,,,
France,Le Grand Quevilly,,,,,,
United States of America,Leavenworth,,,,,,
Germany,Leer,,,,,,
Netherlands,Leeuwarden,,,,,,
Germany,Lemgo,,,,,,
Argentina,Libertador General San Martin,,,,,,
China,Linqiong,,,,,,
Italy,Lizzanello,,,,,,
Slovenia,Ljubljana,,,,,,
Cuba,Los Arabos,,,,,,
Germany,Lunen,,,,,,
Colombia,Luruaco,,,,,,
Zambia,Lusaka,,,,,,
United Republic of Tanzania,Makambako,,,,,,
Maldives,Male,,,,,,
Philippines,Maluso,,,,,,
Belgium,Manage,,,,,,
India,Lahar,,,,,,
China,Lingyuan,,,,,,
China,Longjiang,,,,,,
China,Longkou,,,,,,
United States of America,Los Gatos,,,,,,
Poland,Lubartow,,,,,,
Germany,Luckenwalde,,,,,,
Cambodia,Lumphat,,,,,,
China,Luqiao,,,,,,
Indonesia,Luwuk,,,,,,
United States of America,Lyndhurst,,,,,,
Russian Federation,Lyskovo,,,,,,
Mexico,Madera,,,,,,
Thailand,Mae Sot,,,,,,
United States of America,Magalia,,,,,,
Myanmar,Magway,,,,,,
Iran (Islamic Republic of),Mahdasht,,,,,,
Spain,Mahon,,,,,,
United States of America,Makakilo City,,,,,,
Ukraine,Mala Vyska,,,,,,
United States of America,Mamaroneck,,,,,,
Bahrain,Manama,,,,,,
Bangladesh,Manikchhari,,,,,,
France,Manosque,,,,,,
Finland,Mantsala,,,,,,
Tunisia,Maqrin,,,,,,
Russian Federation,Inza,,,,,,
Unknown,Iona,,,,,,
Costa Rica,Ipis,,,,,,
Brazil,Itaguai,,,,,,
India,Jaipur,,,,,,
India,Jalaun,,,,,,
India,Jamuria,,,,,,
Germany,Immenstadt,,,,,,
United States of America,Independence,,,,,,
United States of America,Inglewood,,,,,,
Australia,Kiama,,,,,,
Rwanda,Kibuye,,,,,,
United States of America,Kihei,,,,,,
India,Kilakarai,,,,,,
Hungary,Kiskoros,,,,,,
Czechia,Klatovy,,,,,,
Russian Federation,Kommunar,,,,,,
Poland,Konstancin Jeziorna,,,,,,
India,Koratagere,,,,,,
Greece,Koropion,,,,,,
Serbia,Kosovo Polje,,,,,,
Russian Federation,Kovylkino,,,,,,
Russian Federation,Krasnoarmeysk,,,,,,
Austria,Krems,,,,,,
Poland,Krotoszyn,,,,,,
Japan,Kusu,,,,,,
Chile,La Union,,,,,,
United States of America,Laconia,,,,,,
United States of America,Lake Forest,,,,,,
United States of America,Lake Saint Louis,,,,,,
Afghanistan,Lar Gerd,,,,,,
Malaysia,Lawan Kuda Baharu,,,,,,
Italy,Leno,,,,,,
Russian Federation,Levokumskoye,,,,,,
Mexico,Libres,,,,,,
Romania,Liesti,,,,,,
Philippines,Liliw,,,,,,
Norway,Lillehammer,,,,,,
India,Rampura,,,,,,
India,Ranapur,,,,,,
Brazil,Rancharia,,,,,,
Namibia,Rundu,,,,,,
Syrian Arab Republic,Safita,,,,,,
Peru,Salaverry,,,,,,
Georgia,Samtredia,,,,,,
United States of America,San Leandro,,,,,,
Italy,San Marco In Lamis,,,,,,
Mexico,San Marcos,,,,,,
Mexico,San Martin De Las Piramides,,,,,,
Brazil,Sao Geraldo Do Araguaia,,,,,,
Russian Federation,Saransk,,,,,,
Netherlands,Schoonhoven,,,,,,
Japan,Shiraoi,,,,,,
Congo,Sibiti,,,,,,
Italy,Siderno,,,,,,
Algeria,Sidi Ali,,,,,,
Indonesia,Sinjai,,,,,,
India,Siuri,,,,,,
Russian Federation,Slavyansk Na Kubani,,,,,,
Germany,Ratzeburg,,,,,,
United States of America,Revere,,,,,,
Indonesia,Selogiri,,,,,,
Botswana,Serowe,,,,,,
India,Shahpura,,,,,,
United States of America,Southaven,,,,,,
United States of America,Stony Point,,,,,,
Nigeria,Suleja,,,,,,
India,Sultanpur,,,,,,
Spain,Oliva,,,,,,
Italy,Oristano,,,,,,
Germany,Glauchau,,,,,,
Brazil,Goias,,,,,,
Germany,Gottmadingen,,,,,,
United States of America,Grayslake,,,,,,
Poland,Grodzisk Wielkopolski,,,,,,
Cuba,Guantanamo,,,,,,
Brazil,Guarulhos,,,,,,
France,Gueret,,,,,,
India,Gulaothi,,,,,,
France,Fourmies,,,,,,
Russian Federation,Fryazino,,,,,,
France,Gagny,,,,,,
Slovakia,Galanta,,,,,,
United States of America,Gastonia,,,,,,
Ethiopia,Gelemso,,,,,,
Italy,Genoa,,,,,,
United States of America,Germantown,,,,,,
Botswana,Ghanzi,,,,,,
Italy,Ghedi,,,,,,
Cuba,Gibara,,,,,,
India,Gundlupet,,,,,,
Germany,Gunzenhausen,,,,,,
Hungary,Gyal,,,,,,
Hungary,Gyomaendrod,,,,,,
Hungary,Gyor,,,,,,
Netherlands,Haarlem,,,,,,
Bangladesh,Hajiganj,,,,,,
India,Halol,,,,,,
Belgium,Heist Op Den Berg,,,,,,
United States of America,Hermitage,,,,,,
United States of America,Hesperia,,,,,,
Denmark,Hobro,,,,,,
United States of America,Hoover,,,,,,
Thailand,Hua Hin,,,,,,
China,Huazhou,,,,,,
Mexico,Huejutla,,,,,,
Brazil,Ibaiti,,,,,,
Japan,Ibara,,,,,,
Brazil,Ipueiras,,,,,,
Brazil,Itapeva,,,,,,
Brazil,Jacobina,,,,,,
India,Jafarpur,,,,,,
Brazil,Jaguaribe,,,,,,
Mexico,Jalpa,,,,,,
India,Jamui,,,,,,
Brazil,Jardim De Piranhas,,,,,,
India,Jarwal,,,,,,
India,Jewar,,,,,,
France,Jouy Le Moutier,,,,,,
Mexico,Juchitepec,,,,,,
Peru,Junin,,,,,,
India,Kagal,,,,,,
Nigeria,Kagoro,,,,,,
Nepal,Dhangadhi,,,,,,
India,Dhemaji,,,,,,
Russian Federation,Digora,,,,,,
Canada,Dolbeau,,,,,,
Mozambique,Dondo,,,,,,
China,Dongling,,,,,,
Norway,Drammen,,,,,,
United States of America,Dunn,,,,,,
Chile,El Monte,,,,,,
Brazil,Exu,,,,,,
India,Faridabad,,,,,,
United Kingdom of Great Britain and Northern Ireland,Felling,,,,,,
United Kingdom of Great Britain and Northern Ireland,Fleetwood,,,,,,
Colombia,Floridablanca,,,,,,
United States of America,Forest Acres,,,,,,
Indonesia,Kediri,,,,,,
United States of America,Kent,,,,,,
India,Khailar,,,,,,
India,Khamaria,,,,,,
Japan,Enzan,,,,,,
Germany,Eppelheim,,,,,,
Italy,Erba,,,,,,
Iran (Islamic Republic of),Eslamshahr,,,,,,
United States of America,Farmers Branch,,,,,,
China,Feicheng,,,,,,
Italy,Finale Ligure,,,,,,
Colombia,Flandes,,,,,,
Unknown,Florianopolis,,,,,,
Italy,Floridia,,,,,,
France,Fontaine,,,,,,
United States of America,Keller,,,,,,
Brazil,Inhapim,,,,,,
Unknown,Isabela,,,,,,
Germany,Isny,,,,,,
Indonesia,Jambi,,,,,,
India,Jamshedpur,,,,,,
Indonesia,Jatibarang,,,,,,
Peru,Jauja,,,,,,
United States of America,Jericho,,,,,,
Saudi Arabia,Jiddah,,,,,,
Ethiopia,Jimma,,,,,,
Indonesia,Juwana,,,,,,
Israel,Kafar Manda,,,,,,
Israel,Kafar Qasem,,,,,,
Canada,Kamloops,,,,,,
Israel,Qiryat Yam,,,,,,
China,Qitaihe,,,,,,
Mauritius,Quatre Bornes,,,,,,
India,Raiganj,,,,,,
Unknown,Rameswaram,,,,,,
Myanmar,Rangoon,,,,,,
Romania,Rasnov,,,,,,
Argentina,Rawson,,,,,,
Brazil,Redencao,,,,,,
India,Rehti,,,,,,
United States of America,Republic,,,,,,
Argentina,Resistencia,,,,,,
France,Riorges,,,,,,
France,Ris Orangis,,,,,,
Spain,Roquetas De Mar,,,,,,
United States of America,Ruston,,,,,,
Azerbaijan,Sabirabad,,,,,,
Japan,Saiki,,,,,,
Guatemala,Salama,,,,,,
Iran (Islamic Republic of),Damghan,,,,,,
United States of America,De Pere,,,,,,
Pakistan,Dera Din Panah,,,,,,
Germany,Dillingen,,,,,,
Germany,Dinklage,,,,,,
United States of America,Edgewater,,,,,,
Netherlands,Eersel,,,,,,
Germany,Eislingen,,,,,,
United States of America,Maryland Heights,,,,,,
United States of America,Massapequa,,,,,,
Unknown,Matinhos,,,,,,
United States of America,Maywood,,,,,,
United States of America,Meadville,,,,,,
Spain,Miajadas,,,,,,
Nigeria,Minna,,,,,,
France,Mions,,,,,,
Italy,Molfetta,,,,,,
Italy,Monterotondo,,,,,,
United States of America,Montgomery Village,,,,,,
Myanmar,Monywa,,,,,,
Russian Federation,Morshansk,,,,,,
Tajikistan,Moskovskiy,,,,,,
Ukraine,Mukacheve,,,,,,
Pakistan,Murree,,,,,,
India,Nagireddipalle,,,,,,
Guatemala,Nahuala,,,,,,
United States of America,Sunland Park,,,,,,
Turkey,Susurluk,,,,,,
Brazil,Suzano,,,,,,
