longitude,latitude,location_id,location_name,Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,roads,dump_sites,agricultural_fields,wind_speed,wind_direction,Air Quality
85.432549,26.520137,9343066445,Patna,25.5,70.1,5.3,5.6,25.8,7.8,0.96,16.6,31,2,5,1.6,23,Good
88.462476,12.671151,5450744606,Ranchi,23.7,57.8,31.7,35,11.7,2.3,1.07,13.2,39,3,4,1.1,34,Good
79.448069,36.433018,9113315759,Bhubaneswar,26.6,74.1,3.2,9.8,17.3,4.5,1.1,10,36,3,8,1,31,Good
69.136038,28.415592,13884115452,Visakhapatnam,31.5,71.2,8.1,16.1,17.1,8.3,1.47,9,6,2,7,0.7,26,Moderate
94.352431,29.847949,4762002358,Vijayawada,23.6,62,11,14.7,16.9,5.5,1.18,10.9,50,2,4,1,21,Good
89.191661,9.907524,13491769176,Guntur,22.3,65.4,4.8,6.2,24.6,5.7,1.11,17.6,32,2,10,2.1,21,Good
75.878337,30.139117,3219618566,Warangal,33.8,64.8,50.5,70.6,27.2,12,1.87,5.9,22,4,2,1.9,23,Poor
82.409052,30.466979,215788510,Nizamabad,26.4,45.9,0.5,5.4,15.7,3.7,1.06,13.3,31,4,10,1.8,22,Good
68.805991,27.481409,3064409323,Nagpur,38.3,83.2,58.8,79.5,32.7,14,1.55,4.6,31,3,6,1.4,26,Poor
77.839201,16.465379,4334158249,Indore,30.7,99.1,57.4,74.7,40.7,17.9,2.85,3.1,23,2,4,1.5,24,Hazardous
83.153522,22.201011,7585705979,Bhopal,28.2,68,71.6,94.6,35.2,21.2,2.25,6.2,31,4,10,1.3,23,Poor
82.999485,11.202597,7652315201,Noida,29.4,63.9,9.3,12.2,19.1,6.7,0.95,11,23,2,8,1,25,Good
74.037361,21.676025,6549073998,Gurgaon,46.8,80.7,17.2,36.3,46.6,26.4,2.66,2.5,25,2,1,1.5,28,Hazardous
90.525674,15.070892,7058148075,Chennai,32.4,70.4,75.2,91.5,44.8,25.7,2.06,13.7,23,6,7,1.3,29,Hazardous
76.667003,18.123813,7682236048,Bengaluru,39.1,88.5,27.6,38,28.2,7.1,1.85,5.6,15,1,7,0.9,33,Poor
84.831891,12.715412,4316598696,Hyderabad,28.1,53.1,0,4.4,14.1,3.7,1.11,12.8,31,0,10,1.3,34,Good
75.874145,14.671577,12250426994,Mumbai,38,75.2,7,32.7,40.7,15.6,2.57,3.2,35,1,8,0.8,31,Hazardous
80.329868,10.220491,10730421862,Delhi,25.9,62.5,2.3,15.8,22.5,9.2,1.31,6.8,35,1,8,0.4,26,Moderate
74.017924,34.67714,8633292065,Pune,25.3,40.1,0.6,4.5,23.8,6.5,1.09,12.3,38,2,4,0.6,36,Good
86.357226,23.38191,6418486385,Kolkata,30.1,77.9,2.7,4.7,11.4,3.4,0.96,11.5,33,0,5,0.7,34,Good
80.341946,19.505517,8541898412,Coimbatore,23.6,43.1,2.5,8.1,17.1,5.9,1.01,11.8,24,5,4,1,33,Good
68.467402,23.515847,5500117810,Madurai,25.4,53.2,9.6,12.3,20.4,1.5,1.14,10.3,38,4,0,0.5,31,Good
68.816785,26.220504,6003275809,Trichy,21.7,57.9,14.7,20.7,13.6,5.3,0.92,10.3,16,3,11,0.6,29,Good
81.662895,34.734485,7804479429,Salem,35,53.1,33.5,41.7,25,11,1.85,6.3,20,2,1,1.4,30,Moderate
73.31355,13.182096,6097650660,Erode,33,53.6,34.8,48.4,27.3,14.5,1.67,5.4,20,1,7,1.4,24,Moderate
84.966219,16.571022,5634984991,Tiruppur,49.8,79.3,40,59,19.9,19,2.41,4.1,40,2,4,1.3,27,Hazardous
79.837562,36.297891,12627865730,Kochi,27,50.8,2.1,5.5,12.4,1.1,1.01,10.2,39,3,5,1.2,28,Good
86.978175,18.764597,7213282773,Thiruvananthapuram,25.7,54.3,39.2,47.7,22.9,5,1.05,12.6,34,4,8,1.8,24,Good
95.61946,8.654288,4816159922,Ahmedabad,33.4,86.7,37.8,46.6,19,14.8,1.36,5.4,40,1,2,2.8,24,Moderate
83.333348,12.281661,8895977596,Surat,39.6,74.9,1.1,22.8,29,21.5,1.69,4.6,21,0,7,2.7,23,Poor
90.83398,8.763822,13840181520,Vadodara,39.2,87.8,31.4,53.8,30.3,31.8,2.69,3.7,33,1,7,2.7,22,Hazardous
89.838189,36.707771,9690790796,Jaipur,33,84.1,1.6,23.8,31.4,-3.4,2.1,4.3,28,0,2,2.2,24,Poor
94.731942,16.087255,13279585033,Lucknow,23.8,40.2,8.8,12.3,27.9,6.9,1,11.1,38,2,9,1.9,22,Good
74.206518,34.78274,11672400087,Kanpur,36.2,84,4.2,16.3,26.7,5.7,1.75,14.6,28,2,11,1.9,24,Moderate
91.992482,36.880702,1174547123,Patna,35.7,79.1,38,55.5,25.6,17,2.75,2.8,26,0,14,1,28,Hazardous
94.260091,25.395395,7570552146,Ranchi,25.3,62.8,3.3,12.6,19.7,5.4,0.95,13.1,35,0,4,2.1,28,Good
79.390126,8.962693,3112733279,Bhubaneswar,23.4,68.9,14.2,18.2,18.4,6.7,0.93,10.7,38,0,6,1.7,28,Good
77.10067,10.366157,4336715272,Visakhapatnam,32.1,62.6,47.9,59.1,30,7.9,1.48,7.1,23,0,7,1.3,26,Moderate
95.609041,21.966083,10786654540,Vijayawada,22.9,45.9,4.4,9.3,12.6,5.9,1.01,10.1,29,2,8,2.3,24,Good
86.201352,19.778988,9198307220,Guntur,38.1,73.2,37.7,85.4,33,20.4,2.49,5.7,19,3,12,2.1,24,Hazardous
79.039618,25.579142,10396716130,Warangal,23.8,70.2,7,8.2,25.3,8.6,1.07,10.4,5,2,7,2,25,Good
90.963004,20.726586,10508599235,Nizamabad,35.9,81.3,8.7,29.6,48.1,36.2,2.68,6.5,32,2,8,2.2,25,Hazardous
76.829743,35.088229,1312590308,Nagpur,29.2,40.9,15.4,20,27.1,2.9,1.04,11.1,36,3,1,2.8,23,Good
73.11582,23.507452,5845406114,Indore,41.6,81.7,0.9,21.9,59.3,10.5,2.07,2.9,32,2,14,2.1,24,Hazardous
83.775119,28.118056,9750094519,Bhopal,37.7,76.3,15.4,15.2,22,13,1.02,6.2,10,3,4,1.4,27,Moderate
84.420149,33.998073,13287837772,Noida,28.5,45.9,1.5,5.9,23.7,3.2,0.89,12.8,26,3,0,2.1,23,Good
91.946648,12.259284,4359068428,Gurgaon,19.1,54.7,9.4,15.5,16.9,4.7,0.92,10.3,7,3,0,1.4,22,Good
81.253793,14.662305,11367976837,Chennai,33,101.7,26.9,27.1,39.6,14.3,2.87,10.1,43,2,7,0.9,24,Hazardous
91.62301,11.112241,795397155,Bengaluru,23.6,80.8,2.6,8.3,22.9,4.3,0.97,10.5,19,0,0,0.8,29,Good
77.028358,12.049514,13893069680,Hyderabad,28.8,72.9,11,13.4,25.7,11,1.29,6.5,42,4,6,0.9,27,Moderate
84.685678,22.864935,11329953232,Mumbai,37.1,105.9,2.5,17.2,28.3,14.5,1.63,5.5,39,1,0,0.6,30,Poor
74.045711,17.314199,4274659713,Delhi,22.2,79.3,39.8,49.8,22.4,5.6,1.49,5.5,20,2,7,0.4,28,Moderate
79.177933,20.272012,3350271180,Pune,28.9,52.9,59.1,77.8,41.6,18.4,2.05,8.8,18,3,8,0.3,26,Poor
92.868651,36.492205,13864875713,Kolkata,30,59.7,59.3,68.8,22.1,7.4,1.39,5.1,33,5,6,0.4,30,Moderate
74.263658,12.544426,13650922459,Coimbatore,28.9,87.5,13.4,37.1,34.3,8.9,1.9,8,21,1,3,0.5,29,Poor
91.496944,23.68355,12320376442,Madurai,37.7,66.9,53.6,69.5,40.3,23.4,1.39,4.3,31,2,9,0.6,28,Poor
76.203278,10.867263,6212722837,Trichy,37.6,81,11.8,29.5,39.5,22.3,2.32,3.8,25,2,4,0.8,26,Poor
69.000202,17.236393,9188571882,Salem,29.7,70.4,6,8.6,17.4,3.2,1.42,8.5,12,3,5,0.7,26,Moderate
71.188103,23.298252,12303104450,Erode,32.5,64.6,5.5,13.3,29.7,11.6,1.74,5.5,7,3,3,0.4,28,Moderate
89.630507,35.452321,12105024571,Tiruppur,36.2,56.8,27.1,35.3,30.8,8.1,1.47,5.7,32,1,4,0.4,26,Moderate
75.600057,19.345618,8530812939,Kochi,26.7,65,1.3,8.7,22.5,4.4,1.05,10.5,24,4,13,0.3,29,Good
86.970222,9.882294,8825739916,Thiruvananthapuram,18.5,60,20.8,22.7,24,6.7,0.89,11.8,24,2,5,0.4,29,Good
88.276768,19.256682,458460600,Ahmedabad,36.6,59.5,12.9,20.4,33.3,9.1,1.41,5.7,36,3,0,1.1,25,Moderate
78.008435,12.226494,2453764204,Surat,36.9,63.1,25.6,34.4,22.9,10.9,1.31,5.3,41,1,2,1.1,28,Moderate
81.772651,14.669699,1714197176,Vadodara,34.5,77.7,6.2,7.1,25.6,8.9,1.71,8.1,27,3,4,1.5,26,Moderate
79.709246,25.924628,18918562,Jaipur,28.9,91.1,12.3,22.6,29.5,6.3,1.21,6.3,26,1,2,1.2,28,Moderate
95.473121,9.955292,9719670263,Lucknow,33.6,63.7,4.7,13,24.8,2.7,1.46,6.5,35,1,9,2,27,Moderate
77.278517,21.476989,2235994457,Kanpur,27.9,104.7,7.3,17.6,28.4,17.3,2.43,5,16,1,0,2,28,Poor
73.316368,25.674386,11701829117,Patna,21.5,51.7,5.2,11.1,22.5,3.9,0.87,11.7,32,4,5,2.3,28,Good
78.602192,20.233893,9347931892,Ranchi,30.9,98,78.8,93.2,27.2,10.7,1.73,5.6,35,2,10,2.2,28,Poor
87.415956,8.554664,7373548275,Bhubaneswar,23.8,72.4,2.9,9.6,23,3.5,0.95,10.9,36,0,3,2.2,29,Good
88.223518,36.580061,6214628546,Visakhapatnam,33.5,77.4,14.6,23.4,29.4,7.5,1.59,6.1,10,1,7,2.4,29,Moderate
94.797662,18.646357,13011214494,Vijayawada,24.2,69.8,4.9,9.5,18.5,3.3,1.03,16,22,4,5,2.1,27,Good
93.57088,30.578738,10529526636,Guntur,31.3,68.9,31.4,32.5,32.7,6.6,1.65,8,21,1,5,2.4,28,Moderate
76.361295,17.443748,9873155692,Warangal,28.2,86.1,47.1,62.3,36.7,11.3,1.81,7.5,30,1,8,2.5,27,Poor
81.199734,21.775486,8297781957,Nizamabad,32.5,56.9,2.4,25.1,23.2,13.4,1.61,5.3,34,3,0,1.6,26,Moderate
89.670801,19.265446,545210430,Nagpur,18.4,75.1,10.7,15.3,17.4,5.8,1.03,12.5,44,0,10,2.5,25,Good
94.579581,17.933638,236429665,Indore,26.7,71.4,9.4,22.3,31.4,10.3,1.55,7.7,25,1,0,2,28,Moderate
77.777785,8.63369,6221254735,Bhopal,30,86,8.3,20.4,21.4,10.2,1.59,7.2,25,1,10,2.2,27,Moderate
80.888802,18.440607,2389323787,Noida,34.9,95.7,44.1,70.5,39.6,30.4,2.09,5.8,41,2,7,2.2,27,Hazardous
94.08487,33.79521,9879641254,Gurgaon,30.7,61.2,2.6,15.9,20.5,4.2,1.77,5.3,32,2,7,2.5,27,Moderate
78.396032,28.021407,1964534956,Chennai,30.6,44.2,12,16.4,14.7,2.9,0.99,12.1,42,1,12,2.1,28,Good
81.934877,12.217263,9302392773,Bengaluru,39.3,76,38.4,49.6,23.5,26.8,2.06,3.4,32,2,10,1.5,26,Poor
94.23062,25.143495,1316202006,Hyderabad,25.4,59.3,5.6,8.4,11.9,4.3,0.9,10.4,18,1,9,1.9,24,Good
91.265053,33.874695,11267565933,Mumbai,33.3,80,33.8,48.2,38.3,3.7,1.61,5.1,16,2,4,2.2,21,Poor
75.059497,28.300987,5601188645,Delhi,25.5,85.4,13.3,26,35.7,9.6,1.54,6.6,14,2,4,1.9,24,Moderate
77.419057,12.311847,8169334399,Pune,32.6,79.8,33.1,45.2,32.1,5.2,2.61,4.2,36,4,9,2.4,22,Poor
78.235803,33.167142,7003954643,Kolkata,29.9,56.3,13.9,16.1,13,3.3,0.99,10.2,41,1,7,2.4,22,Good
94.469416,16.744776,1893983182,Coimbatore,32.2,61.5,7.1,18.6,16.1,14.5,1.52,7.3,48,4,7,2.6,21,Moderate
96.969078,21.168208,13061361648,Madurai,30.4,57.7,12.2,28.7,37.2,25,1.95,3.9,38,3,5,1.9,24,Poor
90.446125,23.25814,2155543751,Trichy,26.6,70.9,5.9,18.2,26.9,11.7,1.5,5.3,41,3,4,1.7,25,Moderate
82.045463,32.664692,3294688944,Salem,25.2,71,10.8,14.9,14.6,5.8,1.05,12.6,24,1,0,1.5,25,Good
68.295041,35.016617,7770033393,Erode,25.6,66,0.8,6.7,16,7,0.84,11.7,18,3,8,0.9,32,Good
88.227154,34.959933,9681436420,Tiruppur,37.8,70.3,16.7,29.9,35.9,22.1,2.16,4.1,38,2,5,0.7,31,Poor
79.291474,8.230671,12137898385,Kochi,23.6,50.5,19.6,25.4,21.6,5,0.96,10.5,34,2,5,0.7,28,Good
86.356608,34.734766,4671192053,Thiruvananthapuram,28.2,59.2,12.7,21.2,21.7,10.2,1.3,5.2,31,1,0,1.1,28,Moderate
85.594125,9.577222,3730230692,Ahmedabad,44.2,63.5,120.8,137.5,38.7,22.6,1.41,3.4,33,1,6,1.2,26,Poor
81.94413,15.707436,6448956786,Surat,30.1,54.1,16.8,24.6,16.8,8.2,1.02,11.1,33,0,0,1.4,26,Good
95.387235,22.934648,9873553855,Vadodara,26.4,78.1,1.8,9.9,27,6.6,1.06,14.6,42,3,4,1.8,26,Good
68.671244,21.917845,5443620046,Jaipur,26.9,51.6,6.9,7.4,24.6,5.1,1.06,13.1,42,3,9,2,25,Good
88.651842,25.536584,6160438522,Lucknow,32.8,62.4,24,42.7,32.9,25,2.29,6.2,35,3,6,2.2,27,Poor
79.885356,21.903941,5251266262,Kanpur,22.9,64.5,2.3,8.8,11.3,7.2,1.13,11.2,38,1,5,1.9,30,Good
88.699923,35.096895,453312143,Patna,30.4,56.5,5.9,14.5,23.7,6.4,1.24,6.7,35,1,3,2.1,29,Moderate
87.58137,14.975917,6817674213,Ranchi,23.1,63,9.9,17.8,25,5.4,1.03,10.2,25,1,3,2.7,28,Good
68.296902,15.946716,10698208481,Bhubaneswar,28.2,78.9,0.1,6.9,26,10.4,1.55,6.5,37,6,12,2.4,30,Moderate
76.274816,34.7014,7169433100,Visakhapatnam,26.7,60,7.1,11,20.2,5.9,1.01,10.8,16,3,9,2.5,30,Good
73.483654,10.225446,1157375055,Vijayawada,33.4,85.5,55.9,60.9,36,10.2,1.64,3.7,40,1,4,2.8,29,Poor
72.842604,25.677264,12511210948,Guntur,22.5,67.1,2.9,9.5,16.5,8.5,1.17,12.6,18,4,5,2.7,30,Good
89.125824,27.770343,10471131867,Warangal,37.9,89.7,3.1,18.3,36.7,4.7,2.72,2.6,32,1,6,2.6,29,Hazardous
74.946989,22.66071,564420966,Nizamabad,25.1,66.6,38.5,43.4,18.5,4.3,0.92,12,21,1,7,2.2,25,Good
81.767391,28.132724,3198148883,Nagpur,31.6,84.6,102.4,137.1,49.3,15.6,2.11,3.8,35,2,5,1.7,28,Hazardous
75.162681,13.009885,9956042205,Indore,18.5,54,5.2,7.7,22.7,3.9,0.86,14.1,29,0,0,1.7,27,Good
84.826781,32.726335,6974369900,Bhopal,22.7,44,13,16.1,16.1,3.4,0.95,12.9,14,2,5,2.1,29,Good
88.896639,12.060745,9544234521,Noida,30.8,60.3,36.6,44.7,25.3,12.1,1.84,5.1,34,0,5,1.8,31,Moderate
77.601167,19.623561,8167914670,Gurgaon,29.3,67,53.8,67,18.1,13.3,1.3,9.1,24,1,14,1.5,31,Moderate
85.487605,10.18247,583525178,Chennai,36.1,61.6,1.1,10.7,21.5,8.5,1.76,7,38,3,16,1.7,30,Moderate
91.920788,23.811121,5965815876,Bengaluru,34.8,61.8,6.8,15.5,23.5,9.6,1.47,6,30,3,8,1.5,30,Moderate
70.732504,27.422628,12126714459,Hyderabad,40.6,77.3,18.7,37.5,36.1,28.7,2.23,6.9,33,2,3,2,31,Hazardous
88.609447,35.295427,8468898996,Mumbai,23.6,55.5,2.7,7.8,20.8,5.6,1.04,10.6,20,1,8,1.7,31,Good
77.371203,29.44075,10549532511,Delhi,27.6,89.1,23.7,36.4,35.4,17.2,1.79,4.2,24,0,0,1.3,31,Poor
71.556849,23.691985,6482514095,Pune,19,55.4,9.4,14.5,24.3,4.5,1.03,10.6,25,2,3,1.4,31,Good
83.823972,35.045893,11057394450,Kolkata,29.6,53.8,10.8,18.5,25.5,4.8,1.53,5.8,38,1,0,1,31,Moderate
74.561607,21.874668,4014404799,Coimbatore,34.2,62.7,40,50.3,23.8,9.3,1.5,5.1,46,2,8,0.5,25,Moderate
91.819492,24.274964,3695970101,Madurai,39.6,94.6,10.4,33.3,28.4,17.3,2.11,3.8,21,4,1,0.5,27,Poor
69.243981,25.286857,742726265,Trichy,30.9,74.6,24,28.9,23.6,7.7,1.01,10.7,40,1,4,0.6,31,Good
70.860934,19.889412,10475795110,Salem,31.4,78.3,8.2,14.1,23.5,5.6,0.87,11.2,8,4,5,1.1,32,Good
83.108888,32.315998,11989076599,Erode,39.2,108,73.5,88.5,34,15.8,1.96,6.2,18,0,5,0.6,27,Hazardous
85.079312,13.370102,4297235941,Tiruppur,33.6,88.9,23.3,40.6,31.1,13.5,2.29,7.3,20,1,4,0.3,30,Poor
89.166713,24.090424,4626918218,Kochi,22.4,54.5,0,4.6,20.6,7.5,0.74,11.4,16,0,7,0.5,29,Good
75.518561,28.944764,9557754464,Thiruvananthapuram,30.2,77.9,28.8,37.8,31.5,6.9,1.5,9.1,14,1,0,0.7,29,Moderate
92.411052,34.215309,1761899686,Ahmedabad,20.7,48.7,5.9,11.1,14.7,6.9,0.89,11.7,34,1,12,1,29,Good
95.641128,33.633633,10093648613,Surat,27,45.3,1.8,14.1,34.1,11.4,1.64,6.5,27,5,1,0.4,27,Moderate
82.47214,22.753468,4397934273,Vadodara,33.7,67.9,1.4,13.4,26.2,16.4,1.84,4.9,33,1,6,0.7,27,Poor
90.05541,26.651682,8994116387,Jaipur,26,81.8,8.4,20.4,28.8,5.6,1.49,5.5,36,1,8,0.7,29,Moderate
83.220602,19.432894,11524606702,Lucknow,30,58.9,10.5,25.9,33.6,12.6,1.28,7.2,32,0,8,0.8,28,Moderate
70.014544,21.577155,8081637114,Kanpur,29.7,93.5,2.9,21.9,30.5,10,1.79,3.7,36,3,9,1.7,29,Poor
77.457234,34.281708,2218588222,Patna,37.7,93.3,115.9,145.3,33.2,16.2,2,8.2,29,2,0,1.7,30,Poor
70.537114,34.990416,10915742626,Ranchi,44.9,82.7,33.8,51.4,32.1,14.7,2.49,3.8,18,2,2,1.7,30,Hazardous
96.677494,33.967008,9695552539,Bhubaneswar,31.2,72.8,2.2,11.3,25.6,12.6,1.88,3.9,40,2,6,1.5,30,Poor
74.641751,12.012755,11897938432,Visakhapatnam,25.1,70.9,16.8,33,37.1,9.1,1.05,6.3,24,3,7,0.6,24,Moderate
86.441112,32.652437,3238933162,Vijayawada,30.8,53.5,9.2,15.4,27.5,7.9,1.04,10.8,20,1,11,1.3,29,Good
76.246008,35.502548,6831978707,Guntur,27.3,71,8.3,11.9,13.5,11.1,1.13,12,28,1,3,1.6,28,Good
86.94414,18.476241,9513320766,Warangal,34.3,70.1,0.5,19.9,32.1,14.8,2.04,5,20,1,2,1.5,29,Poor
74.101649,23.040742,9016624641,Nizamabad,26.8,63.3,1.7,5.3,17.3,2,0.92,11.3,25,3,3,1.7,30,Good
90.772832,30.593762,4580869885,Nagpur,51.4,108.7,2.1,20.6,27.1,11.8,2.03,2.6,33,4,15,1.4,30,Hazardous
71.213536,24.300266,3696501128,Indore,37.9,84.7,8.4,38,48.7,3.4,2.05,3.8,33,3,12,1.4,30,Hazardous
93.959362,36.811022,6296208929,Bhopal,22,51.1,26,27.3,23,8.2,1.03,14.4,21,0,5,1.7,30,Good
92.372229,21.215688,4076819486,Noida,25.5,66.7,45.1,51.2,18.8,3.7,0.92,10.4,25,3,11,1.8,30,Good
87.685413,28.704339,5486813937,Gurgaon,31.7,95.3,42.1,64.9,30.4,13,2.14,4.3,40,3,3,1.6,30,Poor
69.955024,30.985143,8305639124,Chennai,24.3,42.3,2.3,9.7,26.4,5.6,1.1,10.1,34,0,9,1.4,30,Good
74.048502,22.328912,1462690926,Bengaluru,21.6,53.1,45.7,49.9,16.5,6.5,0.88,10.7,50,3,0,1.6,29,Good
92.921486,32.85253,8230036079,Hyderabad,41.4,55,14.8,28.8,27.7,16.4,1.32,5,41,4,7,1.2,28,Moderate
71.537259,23.838483,4223555586,Mumbai,32.3,46.7,20.8,34.7,30.4,11.4,1.33,5.3,41,1,10,0.9,29,Moderate
72.522031,19.937873,7147422724,Delhi,30.2,77.4,9.5,26.4,20.9,10.8,2.29,3.7,16,3,4,0.9,25,Poor
83.776096,11.126887,7813484377,Pune,28.9,73.1,5.6,10.3,17,5.6,1.02,10.8,37,2,8,0.6,24,Good
75.951146,19.408994,3229273684,Kolkata,32,81.6,3.1,11,28,11,1.31,6.1,29,1,3,0.3,26,Moderate
74.440195,29.284157,3014476761,Coimbatore,35,85.2,47.4,62.5,24,8.8,1.87,9.2,24,5,7,0.3,29,Moderate
84.69859,34.717306,5623226238,Madurai,39.3,77.8,60.6,78.3,23.8,10.9,2.74,6.2,31,1,4,0.5,28,Poor
78.804724,15.298703,13140120217,Trichy,35.2,57.6,46.5,59,22.3,4.7,1.37,5.3,39,0,9,0.5,30,Moderate
72.076237,18.30183,7169435534,Salem,20.2,65.4,6.2,13.1,26.1,8.5,0.94,11,35,2,0,0.5,28,Good
83.510759,12.464869,9040294159,Erode,29,44.6,21.2,28,19.6,3.3,1.2,11.1,21,1,1,1,29,Good
79.22336,28.030964,61187343,Tiruppur,23.5,61.4,10.9,17.5,14.3,4.4,0.87,14.3,37,4,11,0.8,29,Good
89.300986,35.845464,609974146,Kochi,26.7,56.6,6.8,23.6,28.6,13.8,1.67,6.2,23,1,0,0.7,27,Poor
70.979908,26.587614,12778051724,Thiruvananthapuram,37.3,49.5,13.1,28.5,31,14,1.52,6.4,32,1,3,0.9,25,Moderate
85.997784,25.895219,10721558890,Ahmedabad,31.1,78.2,42.5,55.7,30.5,10.4,1.49,11.5,26,2,5,1.7,26,Moderate
80.658306,24.051208,3743839681,Surat,15.5,64.8,19.6,23.4,25.5,4.6,0.91,11.1,27,1,7,1.6,25,Good
79.775794,10.565216,7469612826,Vadodara,26.8,71.2,9.5,22.8,20.4,14,1.54,6.2,37,3,4,2.3,22,Moderate
74.736343,29.155611,6456918745,Jaipur,42.1,87.1,168.6,188.2,30.9,14.8,2.94,3.2,19,5,1,1.7,22,Hazardous
68.882355,25.459437,6764955069,Lucknow,26.8,55.2,3.6,8,20.7,5.6,0.76,12.2,49,1,10,1.6,23,Good
92.582987,27.182826,9189320677,Kanpur,22.9,68.2,1.6,7.3,22.8,3.3,1.06,12.7,11,2,10,1.5,23,Good
77.465892,34.065522,8332192600,Patna,35.4,78.8,14.3,23.8,26.8,14,1.3,7.3,24,3,4,1.2,25,Moderate
87.75164,30.734863,10111461447,Ranchi,21.7,53.7,9.6,17.2,26.1,5.8,0.97,10.2,33,3,0,2,23,Good
95.480035,30.646542,2894758726,Bhubaneswar,20.5,80.3,12.6,25.9,33,11.4,1.44,6.1,35,3,7,2.6,24,Moderate
84.384719,34.888329,1102034759,Visakhapatnam,45.1,102.9,16.4,49.1,38.4,18.7,2.06,4.8,28,2,6,2.2,26,Hazardous
79.51726,36.708114,11310271093,Vijayawada,25,81.8,20.2,28.7,17.5,2.3,1.06,10.6,29,0,3,2.3,24,Good
75.779933,24.857199,8707240404,Guntur,34.6,68.4,56.8,72.9,32.9,7.8,1.51,6,34,2,0,2.3,23,Poor
95.08727,11.157567,6906659757,Warangal,32.2,70.9,37.9,56.7,37.8,16.2,1.54,4.8,27,3,4,2.2,24,Poor
87.780228,21.314767,11313839217,Nizamabad,22.1,46.7,0.8,6.3,26,3.1,0.98,10,43,2,9,2.6,27,Good
87.29316,30.840433,2273663196,Nagpur,30.4,77,10,14.8,15.5,3.1,0.9,10.1,38,0,9,3.3,29,Good
80.358591,8.804034,11536782557,Indore,24.5,65.3,29.4,38.1,33.4,2,1.23,6,38,3,5,2.8,28,Moderate
92.506413,9.649736,7539588105,Bhopal,26.5,69,9.7,19.6,18.3,4.7,0.95,15.6,20,4,3,2.8,27,Good
88.696493,9.947576,3134384245,Noida,24.1,60.7,12.6,17.7,22.8,5.3,1.02,12.7,29,1,8,2.6,28,Good
76.212315,29.200037,13708555244,Gurgaon,26,54.4,2.3,10.6,21.1,4.6,1.09,10.9,26,4,1,3.5,29,Good
85.387781,22.533832,6027884708,Chennai,25.8,64.7,3.3,8.4,26.6,4.3,0.98,10.2,19,0,0,3,28,Good
80.475625,18.69804,8375720390,Bengaluru,31.3,102.2,15.4,33.6,29.6,21,1.88,4.1,33,3,5,2.6,29,Poor
68.191115,11.062894,10303278120,Hyderabad,36.2,58.4,2,14.7,22.9,5.9,1.17,5.5,24,3,12,2.6,30,Moderate
91.42108,29.234967,13431214812,Mumbai,23.2,60.9,3.7,4,14.5,4.2,1.02,13.9,36,3,12,2.6,28,Good
71.56208,17.309575,13365162031,Delhi,26.5,64.6,36.9,37.9,20.8,5,0.98,13,19,3,0,2.1,28,Good
82.788681,15.694398,5176215326,Pune,25.5,57.8,1.4,7.7,33,9.5,1.96,6.9,47,2,4,2.5,29,Moderate
77.75056,26.917257,8592713716,Kolkata,32.4,66.1,9.1,16,13.9,4.6,1.02,11.4,21,1,15,1.9,30,Good
77.920582,24.211316,2335134840,Coimbatore,21.5,45.8,8.2,11.2,23.2,2.4,1.12,10.4,32,3,3,1.6,30,Good
81.843582,18.509909,1230021496,Madurai,39.2,68,4,18.4,30.2,16.8,1.77,3.8,37,1,12,1.4,28,Poor
96.91367,26.603137,12872460506,Trichy,30.7,85.3,26.1,34.1,24.6,9.8,1.59,5.6,24,3,9,1.7,28,Moderate
79.843011,15.865424,6197927068,Salem,32.2,57,22.8,34.4,25.7,5.8,1.5,7,38,3,10,1.5,29,Moderate
73.287548,31.050078,9718357424,Erode,24.9,56.1,20.9,28.4,24.9,10.3,1.3,9.5,17,3,4,1.4,27,Moderate
85.794584,14.65025,12200833627,Tiruppur,37,86.3,81.3,110.8,41.3,16.2,2.97,2.5,44,2,4,1.2,29,Hazardous
74.852344,12.606293,11550325596,Kochi,39.1,66.5,70.3,94.6,33.5,29.7,2.27,2.6,30,3,2,1.2,28,Hazardous
71.060925,30.690743,3845894313,Thiruvananthapuram,29,74,2.2,15,22.3,10.5,1.72,10.2,24,1,9,1.2,29,Moderate
69.455051,28.528869,11560958633,Ahmedabad,35.7,50.3,1.2,13.7,20.8,5.9,1.63,6.2,27,2,0,1.5,29,Moderate
68.663557,13.29653,11580054201,Surat,28.6,45.6,56.8,64.8,30.2,7,1.42,7.6,38,1,5,1.3,29,Moderate
80.503775,11.371127,5618426305,Vadodara,28.9,44.2,5.6,10.9,19.7,4.5,1.03,18,24,4,12,1.7,30,Good
80.375048,32.313574,3270906568,Jaipur,24.7,72.4,6.1,15.2,24.9,3.1,0.94,13.7,22,3,8,1.8,30,Good
73.380817,30.521356,2671796762,Lucknow,43.3,95.1,20.3,53,37.9,21,2.08,6.3,27,4,10,1.4,30,Hazardous
90.736553,17.490464,342480086,Kanpur,23.6,76.6,0.5,16.3,28.2,11.9,1.55,6.2,18,4,0,1.4,30,Moderate
71.748848,27.087725,6507578409,Patna,31.6,95.2,157.5,180,38.8,28.7,2,3.6,48,4,2,0.8,29,Poor
94.544199,11.600645,5716167420,Ranchi,25.1,68.4,5.4,11.9,15,1.2,1.03,13.7,24,4,10,0.8,29,Good
