Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season
Nigeria,Bida,Sector_3,9.07063,6.04986,4.0,35.02,2.03,0.62,85.84,341.8,109.33,45.7,10,1.4,Spring,714.3,5000.0,5000.0,5000.0,2025-04-12 15:51:00,spring
Brazil,São Vicente,Sector_4,-23.95099,-46.42824,1.0,2.34,0.05,0.14,60.04,44.75,14.85,30.6,66,2.4,Spring,1389.63,5000.0,5000.0,5000.0,2025-03-05 12:45:00,spring
India,Hyderabad,Sector_2,17.39344,78.49733,5.0,70.22,7.54,4.91,121.49,232.54,87.75,28.1,54,3.1,Spring,36.2,1102.8,1561.88,5000.0,2025-05-22 15:03:00,spring
Nigeria,Sokoto,Sector_3,13.05703,5.33366,5.0,76.63,0.52,0.26,91.82,138.67,277.84,41.0,10,5.6,Spring,19.56,5000.0,5000.0,5000.0,2025-04-19 12:57:00,spring
China,Daqing,Sector_2,46.60219,125.05385,4.0,41.94,28.15,11.82,18.97,501.63,53.06,-6.9,44,3.5,Spring,717.47,5000.0,5000.0,5000.0,2025-03-04 10:23:00,spring
Bangladesh,Gaibandha,City Center,25.331295,89.5479718,5.0,105.93,17.11,2.23,55.36,762.1,133.74,23.9,35,3.7,Spring,36.25,5000.0,5000.0,5000.0,2025-05-24 08:19:00,spring
USA,San Francisco,Sector_1,37.76849,-122.40687,2.0,1.42,1.12,0.37,83.88,65.97,4.67,20.5,72,3.5,Spring,10.44,562.41,5000.0,784.24,2025-05-16 15:19:00,spring
Brazil,Porto Alegre,Sector_1,-30.04867,-51.22733,1.0,1.2,0.13,0.14,61.66,48.09,2.79,32.6,37,2.9,Spring,43.16,192.7,5000.0,1062.81,2025-05-11 19:40:00,spring
Indonesia,Samarinda,City Center,-0.5017804,117.1393089,1.0,5.1,2.45,1.2,27.83,162.26,6.15,29.9,83,1.0,Spring,15.19,977.46,964.82,5000.0,2025-05-18 10:42:00,spring
India,Bangalore,Sector_4,13.00308,77.58066,2.0,8.05,4.59,1.89,75.56,161.71,11.44,27.8,45,8.1,Spring,143.31,652.22,5000.0,5000.0,2025-04-21 17:50:00,spring
Pakistan,Dadu,Sector_1,26.72148,67.76853,5.0,143.98,4.98,3.61,133.59,524.28,222.35,27.1,10,2.8,Spring,724.12,5000.0,5000.0,5000.0,2025-05-27 19:17:00,spring
Pakistan,Jacobabad,City Center,28.2813094,68.4364361,5.0,117.65,8.99,2.68,88.51,389.7,224.72,24.3,10,1.6,Spring,120.57,5000.0,5000.0,5000.0,2025-04-08 20:35:00,spring
Germany,Oberhausen,Sector_1,51.46363,6.81939,1.0,4.91,9.44,0.38,43.39,161.22,7.72,15.0,71,5.1,Spring,403.92,1117.35,554.6,632.82,2025-04-30 09:05:00,spring
Brazil,Sorocaba,Sector_2,-23.52869,-47.44746,1.0,2.66,0.31,0.15,49.77,42.41,15.93,30.2,62,7.6,Spring,86.93,221.3,5000.0,5000.0,2025-05-17 17:14:00,spring
Indonesia,Makassar,Sector_1,-5.10379,119.40167,1.0,3.17,0.28,0.09,69.82,154.96,4.52,34.5,79,2.6,Spring,1673.4,5000.0,5000.0,5000.0,2025-05-19 19:22:00,spring
Brazil,Belo Horizonte,Sector_4,-19.93423,-43.93366,1.0,5.57,1.31,0.47,52.36,166.05,7.3,32.3,49,3.1,Spring,55.78,5000.0,5000.0,5000.0,2025-03-01 20:05:00,spring
Pakistan,Dadu,City Center,26.7274836,67.7804974,5.0,138.03,6.09,3.66,116.86,447.61,201.75,33.9,10,2.5,Spring,362.77,5000.0,5000.0,5000.0,2025-04-14 09:38:00,spring
Indonesia,Samarinda,Sector_4,-0.48752,117.14415,1.0,3.31,2.52,1.0,21.63,165.63,5.82,27.0,78,1.4,Spring,301.84,1259.45,5000.0,5000.0,2025-04-04 18:07:00,spring
India,Bhopal,City Center,23.2584857,77.401989,4.0,54.47,4.28,1.48,80.36,223.31,65.49,32.9,50,3.0,Spring,343.02,5000.0,5000.0,5000.0,2025-04-13 10:14:00,spring
Indonesia,Yogyakarta,Sector_3,-7.96512,110.36048,1.0,1.93,0.03,0.11,71.62,44.21,8.17,37.6,75,3.6,Spring,81.08,5000.0,5000.0,5000.0,2025-04-11 08:15:00,spring
Indonesia,Banjarmasin,Sector_3,-3.30017,114.59895,2.0,4.77,0.55,0.29,87.02,153.01,9.24,36.4,83,1.1,Spring,313.22,5000.0,5000.0,5000.0,2025-04-12 19:43:00,spring
Indonesia,Malang,Sector_1,-8.01567,112.63751,1.0,2.06,0.04,0.13,65.55,54.52,10.55,40.0,84,0.7,Spring,293.6,1122.53,263.83,5000.0,2025-05-31 09:17:00,spring
India,Jodhpur,Sector_2,26.30158,73.00564,5.0,79.63,19.49,2.49,104.2,504.67,152.2,29.8,10,2.8,Spring,602.48,5000.0,5000.0,5000.0,2025-04-19 16:03:00,spring
India,Kolkata,City Center,22.5726459,88.3638953,5.0,188.24,5.18,20.8,203.21,853.37,233.58,30.3,49,3.2,Spring,145.05,5000.0,5000.0,5000.0,2025-05-01 11:52:00,spring
India,Meerut,Sector_4,29.04296,77.78764,5.0,179.57,27.59,4.2,59.0,993.72,236.89,23.8,16,2.4,Spring,580.51,768.8,5000.0,5000.0,2025-04-22 15:01:00,spring
Pakistan,Mingora,City Center,34.7725375,72.3607712,5.0,207.73,11.63,5.77,176.94,1636.0,280.64,26.0,10,1.5,Spring,54.9,5000.0,5000.0,5000.0,2025-05-13 16:36:00,spring
Russia,Cheboksary,City Center,56.1399598,47.2480999,1.0,4.37,11.2,0.85,19.32,142.42,5.31,7.9,84,2.0,Spring,138.38,1119.25,5000.0,632.18,2025-03-15 09:32:00,spring
Brazil,Osasco,Sector_4,-23.50943,-46.77324,1.0,2.37,0.08,0.15,45.66,36.33,12.15,27.8,77,6.9,Spring,40.48,318.02,5000.0,5000.0,2025-03-23 09:42:00,spring
Bangladesh,Patiya,Sector_1,22.33886,91.97357,4.0,49.13,0.58,2.62,169.61,194.32,46.04,26.7,80,2.1,Spring,768.85,5000.0,5000.0,5000.0,2025-05-29 08:33:00,spring
USA,Charlotte,Sector_2,35.22866,-80.86578,2.0,8.89,6.16,1.02,80.29,127.48,10.72,14.3,36,3.2,Spring,67.64,644.57,5000.0,190.51,2025-03-13 20:04:00,spring
Nigeria,Damaturu,Sector_4,11.78158,11.95464,5.0,87.76,0.88,0.24,91.53,151.17,377.25,41.1,10,3.6,Spring,1321.77,5000.0,5000.0,5000.0,2025-03-27 11:24:00,spring
Brazil,Campinas,Sector_1,-22.93281,-47.04895,1.0,2.83,0.2,0.16,47.4,41.86,11.73,29.8,43,8.1,Spring,80.61,694.53,5000.0,5000.0,2025-04-11 11:45:00,spring
Bangladesh,Tangail,Sector_3,24.25533,89.86763,5.0,133.07,13.94,2.98,84.21,622.17,132.99,27.0,52,3.5,Spring,1721.02,5000.0,5000.0,5000.0,2025-05-03 17:57:00,spring
India,Pimpri-Chinchwad,Sector_4,18.6331,73.78686,5.0,91.67,3.87,10.02,206.88,308.98,119.0,28.4,30,2.1,Spring,54.72,93.28,1594.66,5000.0,2025-04-15 13:37:00,spring
China,Qingdao,Sector_3,36.08114,120.35432,4.0,43.24,20.9,16.56,76.27,354.94,74.76,5.3,40,1.4,Spring,150.87,1127.32,5000.0,1776.2,2025-03-26 18:52:00,spring
Pakistan,Bahawalpur,Sector_2,29.42957,71.66025,5.0,358.29,3.09,3.22,163.85,1001.63,518.03,28.4,10,2.7,Spring,178.62,5000.0,5000.0,5000.0,2025-04-12 18:15:00,spring
China,Zhengzhou,Sector_2,34.73999,113.64225,5.0,248.19,91.2,16.18,0.0,2218.45,381.41,14.6,41,4.2,Spring,297.83,5000.0,5000.0,5000.0,2025-03-12 09:24:00,spring
Pakistan,Jhang,Sector_4,31.30284,72.34847,5.0,278.47,15.65,2.75,112.09,1200.1,416.09,31.5,10,2.1,Spring,1029.3,5000.0,5000.0,5000.0,2025-05-31 12:35:00,spring
China,Kunming,City Center,25.0363006,102.7086139,3.0,29.94,18.94,2.77,19.31,568.82,34.82,15.8,81,0.2,Spring,32.37,570.35,1555.74,1192.51,2025-04-02 13:21:00,spring
Nigeria,Minna,Sector_3,9.5974,6.52246,4.0,58.04,1.2,0.39,87.8,250.84,180.49,40.9,10,2.1,Spring,305.03,5000.0,5000.0,5000.0,2025-05-19 19:59:00,spring
Nigeria,Ife,City Center,7.482824,4.5604451,2.0,9.2,2.12,1.24,54.05,204.16,15.56,42.0,16,2.7,Spring,3.84,5000.0,5000.0,5000.0,2025-05-31 08:50:00,spring
India,Kalyan-Dombivli,Sector_2,19.25614,73.13116,5.0,153.41,5.65,25.17,281.64,586.25,176.12,36.6,27,2.2,Spring,123.98,382.21,5000.0,5000.0,2025-05-14 10:24:00,spring
China,Tangshan,Sector_1,39.6392,118.22403,5.0,93.54,47.07,18.14,1.79,878.1,171.52,6.9,45,2.3,Spring,58.85,5000.0,5000.0,5000.0,2025-04-06 12:45:00,spring
Nigeria,Nguru,Sector_4,12.90735,10.47633,5.0,130.99,1.46,0.38,116.48,127.72,637.0,37.2,10,4.5,Spring,5000.0,5000.0,5000.0,5000.0,2025-04-08 11:18:00,spring
Brazil,João Pessoa,Sector_2,-7.09769,-34.85188,2.0,3.53,0.59,0.43,87.27,83.56,5.99,35.0,43,6.5,Spring,111.99,662.26,1161.24,5000.0,2025-03-18 10:22:00,spring
India,Mumbai,City Center,19.054999,72.8692035,5.0,129.83,1.98,16.69,266.01,430.29,162.12,40.7,13,2.8,Spring,24.99,54.06,1244.28,5000.0,2025-03-20 16:02:00,spring
Russia,Novokuznetsk,City Center,53.7575903,87.1358494,2.0,0.39,2.63,3.76,80.76,100.4,0.45,-6.7,79,5.5,Spring,54.83,5000.0,5000.0,5000.0,2025-04-05 09:14:00,spring
Bangladesh,Magura,Sector_2,23.47849,89.38383,5.0,224.37,27.05,14.82,88.94,1179.93,231.4,26.7,47,3.4,Spring,758.89,5000.0,5000.0,5000.0,2025-03-02 20:24:00,spring
Nigeria,Benin City,City Center,6.3330586,5.6221058,1.0,1.56,0.14,0.09,30.86,101.09,3.15,43.7,24,3.1,Spring,71.52,373.06,5000.0,535.3,2025-04-02 19:55:00,spring
Brazil,São Gonçalo,Sector_3,-22.86239,-43.02967,1.0,3.67,0.06,0.14,55.26,57.63,18.94,32.8,57,4.5,Spring,265.35,497.46,5000.0,2005.71,2025-05-11 12:21:00,spring
Pakistan,Kamoke,Sector_2,31.97607,74.21638,5.0,283.64,24.55,3.52,60.09,1862.09,323.6,25.0,11,2.1,Spring,264.97,5000.0,5000.0,5000.0,2025-04-18 08:57:00,spring
Bangladesh,Gaibandha,Sector_4,25.31125,89.57544,5.0,133.23,17.18,2.62,47.6,779.85,155.19,28.7,50,3.5,Spring,1710.49,5000.0,5000.0,5000.0,2025-05-03 11:03:00,spring
Germany,Bremen,Sector_1,53.07615,8.83293,2.0,14.97,29.91,5.72,18.98,266.47,26.89,19.0,75,4.1,Spring,235.51,853.79,2370.22,433.1,2025-04-06 17:21:00,spring
India,Raipur,Sector_1,21.24848,81.63348,5.0,132.36,19.04,22.6,105.77,634.55,199.99,28.8,40,1.9,Spring,69.72,5000.0,5000.0,5000.0,2025-03-02 14:45:00,spring
Germany,Freiburg,Sector_3,47.99848,7.78452,2.0,16.36,24.02,1.76,22.55,357.65,18.56,18.5,76,1.8,Spring,574.74,1358.8,162.83,794.4,2025-03-25 19:40:00,spring
Germany,Bonn,Sector_4,50.73781,7.06738,2.0,10.6,18.64,0.84,27.42,198.72,12.56,14.9,72,2.1,Spring,301.8,726.58,556.55,142.02,2025-04-14 17:31:00,spring
India,Chandigarh,Sector_1,30.74651,76.7529,5.0,118.3,15.9,3.5,110.78,832.02,167.46,24.2,28,3.6,Spring,5000.0,5000.0,5000.0,5000.0,2025-04-05 19:36:00,spring
USA,Nashville,Sector_1,36.18815,-86.79753,2.0,10.3,5.68,0.37,69.98,172.09,11.87,17.2,32,3.9,Spring,1.71,1000.53,5000.0,5000.0,2025-05-09 13:01:00,spring
Russia,Kaliningrad,Sector_4,54.69366,20.47481,3.0,27.47,14.26,3.55,36.45,275.64,42.75,6.2,74,2.8,Spring,34.92,463.58,5000.0,835.76,2025-05-16 11:55:00,spring
Indonesia,Bengkulu,Sector_1,-3.99321,101.85658,1.0,1.7,0.03,0.07,56.99,124.21,3.98,34.9,74,8.0,Spring,5000.0,5000.0,5000.0,5000.0,2025-03-08 12:49:00,spring
Brazil,Salvador,Sector_3,-13.00649,-38.49605,2.0,0.91,0.13,0.11,89.51,53.97,6.01,34.9,42,6.6,Spring,103.38,5000.0,5000.0,5000.0,2025-05-08 13:44:00,spring
Germany,Osnabrück,Sector_4,52.29736,8.08029,2.0,10.51,31.51,4.48,10.72,289.5,23.93,17.7,69,4.2,Spring,1268.19,534.08,0.0,789.37,2025-04-21 10:41:00,spring
India,Ghaziabad,City Center,28.7749966,77.4586967,5.0,122.96,31.01,3.29,50.02,746.16,201.14,27.9,13,3.3,Spring,1004.85,1644.05,5000.0,5000.0,2025-05-03 14:49:00,spring
Russia,Tyumen,City Center,57.153534,65.542274,1.0,1.79,5.26,1.18,45.0,124.82,2.62,-7.8,70,4.0,Spring,214.35,1015.78,5000.0,858.87,2025-03-25 11:17:00,spring
Indonesia,Surakarta,Sector_2,-7.5416,110.79587,1.0,1.82,0.04,0.09,54.34,43.7,8.16,32.4,70,3.0,Spring,255.97,1335.44,1886.14,5000.0,2025-05-30 17:39:00,spring
Indonesia,Metro,Sector_1,-5.10449,105.31778,1.0,0.87,0.09,0.06,47.77,118.76,2.28,25.9,52,3.2,Spring,10.79,5000.0,5000.0,5000.0,2025-04-24 08:05:00,spring
USA,Portland,Sector_1,45.54362,-122.65618,2.0,0.89,0.61,0.12,105.7,81.38,2.93,9.9,66,4.1,Spring,240.15,5000.0,5000.0,5000.0,2025-04-20 20:26:00,spring
Russia,Cheboksary,Sector_2,56.11731,47.23455,1.0,4.91,12.86,0.74,20.54,150.17,6.16,4.0,79,0.8,Spring,905.72,1252.24,5000.0,1879.29,2025-03-29 16:50:00,spring
Bangladesh,Comilla,Sector_1,23.45651,91.17504,5.0,60.03,6.32,2.27,91.72,326.84,68.92,21.8,52,3.3,Spring,346.84,1167.02,5000.0,5000.0,2025-05-31 14:41:00,spring
Pakistan,Sadiqabad,Sector_2,28.3161,70.09981,5.0,286.77,3.49,8.54,207.61,769.96,571.73,27.8,10,3.8,Spring,55.22,5000.0,5000.0,5000.0,2025-05-02 08:13:00,spring
Indonesia,Bandar Lampung,Sector_3,-5.44526,105.29963,1.0,0.9,0.07,0.07,37.16,108.86,2.68,29.7,45,1.9,Spring,204.65,5000.0,5000.0,5000.0,2025-05-03 19:18:00,spring
India,Kota,Sector_2,25.20307,75.85163,5.0,88.41,10.29,6.15,118.17,347.27,100.07,27.6,10,1.3,Spring,591.99,5000.0,5000.0,5000.0,2025-05-13 16:27:00,spring
Indonesia,Bengkulu,Sector_4,-3.98373,101.82926,1.0,1.35,0.03,0.07,52.96,117.85,4.05,36.8,58,7.6,Spring,5000.0,5000.0,5000.0,5000.0,2025-03-17 12:56:00,spring
India,Meerut,City Center,29.0018557,77.7679671,5.0,189.47,31.96,4.39,70.68,971.21,207.9,26.4,22,2.0,Spring,526.21,5000.0,5000.0,5000.0,2025-03-29 08:39:00,spring
China,Handan,Sector_1,36.59769,114.52186,5.0,307.98,119.85,32.17,0.0,2368.46,420.22,15.7,36,4.9,Spring,126.53,5000.0,5000.0,5000.0,2025-05-02 12:42:00,spring
Nigeria,Mubi,Sector_3,10.26523,13.24813,5.0,61.15,0.66,0.22,70.81,129.86,258.44,37.7,10,4.0,Spring,466.39,5000.0,5000.0,5000.0,2025-05-30 08:46:00,spring
Pakistan,Shikarpur,City Center,27.9579085,68.6467484,5.0,231.65,6.8,4.63,153.98,698.87,276.68,26.1,10,2.5,Spring,164.06,5000.0,5000.0,5000.0,2025-05-13 16:16:00,spring
Russia,Kazan,Sector_2,55.80139,49.1811,1.0,7.29,8.83,1.79,34.51,138.42,6.11,2.4,84,0.8,Spring,139.52,348.29,5000.0,359.7,2025-04-18 19:38:00,spring
India,Jabalpur,City Center,23.1701522,79.9324505,3.0,40.59,4.3,2.31,81.21,204.6,47.42,21.9,71,2.1,Spring,73.05,5000.0,5000.0,5000.0,2025-03-04 20:51:00,spring
Germany,Osnabrück,Sector_1,52.24847,8.03338,2.0,11.75,30.01,3.93,11.0,222.63,18.83,19.6,73,4.5,Spring,352.12,201.81,365.67,1384.95,2025-05-04 08:20:00,spring
USA,Tampa,Sector_1,27.92822,-82.44399,2.0,1.24,1.03,0.28,101.49,87.06,6.38,26.9,73,4.6,Spring,1027.05,0.0,5000.0,1944.2,2025-03-29 19:02:00,spring
Russia,Stavropol,Sector_1,44.8473,43.43237,1.0,6.77,6.76,1.9,52.96,138.51,5.67,8.0,63,1.7,Spring,5000.0,5000.0,5000.0,5000.0,2025-05-25 11:43:00,spring
Bangladesh,Nawabganj,Sector_2,24.56193,88.27697,5.0,164.88,29.98,4.72,62.47,1172.76,238.85,27.6,33,3.5,Spring,5000.0,5000.0,5000.0,5000.0,2025-03-01 18:55:00,spring
Russia,Kursk,City Center,51.7309249,36.1923123,2.0,9.85,5.52,0.77,47.03,166.44,10.23,9.8,68,5.6,Spring,43.28,469.13,584.57,192.4,2025-05-08 19:01:00,spring
Bangladesh,Nilphamari,Sector_3,25.92562,88.83017,5.0,125.93,15.31,4.58,85.53,697.66,195.35,25.8,38,3.0,Spring,1432.54,5000.0,5000.0,5000.0,2025-05-20 11:39:00,spring
Germany,Wuppertal,Sector_4,51.27456,7.17641,1.0,5.63,13.77,0.77,42.14,154.05,9.15,17.0,67,3.3,Spring,356.96,128.07,5000.0,243.31,2025-03-17 14:47:00,spring
India,Kota,Sector_3,25.14123,75.87107,5.0,73.06,7.88,4.39,91.45,267.45,83.54,27.4,10,1.7,Spring,203.86,236.74,5000.0,5000.0,2025-03-25 08:52:00,spring
Bangladesh,Rajshahi,Sector_2,24.61631,89.02423,5.0,169.26,26.93,7.52,63.78,913.82,213.09,25.3,50,3.5,Spring,1654.06,5000.0,5000.0,5000.0,2025-03-10 08:37:00,spring
Brazil,Londrina,Sector_4,-23.30178,-51.14958,1.0,2.45,0.4,0.16,58.87,74.07,3.06,33.7,55,6.3,Spring,190.02,662.19,1409.43,1473.11,2025-05-16 16:26:00,spring
Nigeria,Aba,City Center,5.1128008,7.3651376,1.0,1.46,0.23,0.13,24.04,108.27,4.24,40.8,49,5.1,Spring,27.92,5000.0,5000.0,5000.0,2025-03-11 11:57:00,spring
India,Gwalior,City Center,26.2037247,78.1573628,5.0,109.89,5.8,3.8,126.51,362.55,150.38,24.8,17,1.2,Spring,35.47,5000.0,5000.0,5000.0,2025-05-07 17:33:00,spring
Russia,Izhevsk,Sector_1,56.8372,53.13262,1.0,3.69,11.66,2.54,42.78,145.18,4.83,-9.8,84,1.5,Spring,311.47,530.7,5000.0,203.57,2025-04-16 19:19:00,spring
Brazil,Mauá,Sector_4,-23.68447,-46.46808,1.0,2.46,0.05,0.15,63.03,45.78,13.69,27.9,72,5.8,Spring,167.76,223.1,5000.0,957.05,2025-03-07 18:30:00,spring
Nigeria,Aba,Sector_4,5.15046,7.35526,1.0,1.35,0.28,0.17,20.6,96.88,3.74,38.9,32,5.1,Spring,298.42,5000.0,5000.0,5000.0,2025-03-15 20:41:00,spring
Bangladesh,Cox's Bazar,Sector_4,21.20194,92.03141,4.0,48.92,0.41,3.17,169.46,173.66,60.38,31.6,59,3.8,Spring,5000.0,5000.0,5000.0,5000.0,2025-03-26 19:44:00,spring
Brazil,Londrina,Sector_3,-23.33924,-51.16605,1.0,2.15,0.33,0.17,53.65,72.55,3.25,28.9,48,7.0,Spring,198.32,5000.0,5000.0,5000.0,2025-04-26 17:51:00,spring
Russia,Novosibirsk,Sector_1,54.92945,82.96833,1.0,1.48,4.01,0.59,57.41,130.15,1.43,-9.3,88,5.3,Spring,1298.02,5000.0,5000.0,5000.0,2025-03-03 12:41:00,spring
China,Nanning,Sector_2,22.8145,108.37544,5.0,73.42,5.51,4.02,92.01,338.32,113.05,30.1,56,3.3,Spring,17.98,5000.0,5000.0,5000.0,2025-03-13 12:16:00,spring
Pakistan,Lahore,Sector_1,31.55866,74.3569,5.0,272.25,18.61,3.6,87.73,1424.95,362.82,24.5,60,2.4,Spring,395.41,5000.0,5000.0,5000.0,2025-03-22 11:04:00,spring
Germany,Aachen,Sector_4,50.75284,6.12893,2.0,7.79,12.06,0.3,24.18,199.08,16.21,21.8,70,4.0,Spring,126.7,448.75,26.2,661.17,2025-05-17 19:04:00,spring
Nigeria,Enugu,Sector_1,6.4167,7.50714,3.0,18.89,1.94,0.82,66.18,285.47,53.57,42.6,14,2.1,Spring,30.66,5000.0,5000.0,5000.0,2025-05-12 19:39:00,spring
Russia,Kemerovo,Sector_1,55.36787,86.13101,1.0,0.38,2.12,0.4,69.2,124.74,0.48,-5.4,59,5.6,Spring,178.73,1184.79,2554.81,5000.0,2025-05-20 20:48:00,spring
China,Tangshan,Sector_2,39.62538,118.15447,5.0,101.38,53.47,24.51,1.06,1038.02,151.55,9.6,49,3.0,Spring,158.61,1139.31,1890.94,5000.0,2025-05-29 08:10:00,spring
Germany,Mülheim,City Center,51.4272925,6.8829192,1.0,4.77,10.24,0.56,58.54,154.53,8.27,16.8,63,4.9,Spring,40.64,214.49,2096.89,223.69,2025-05-24 13:38:00,spring
China,Xuzhou,Sector_4,34.27512,117.18968,5.0,165.43,52.02,10.47,0.0,1263.0,217.3,13.4,24,3.4,Spring,20.82,407.05,5000.0,1765.71,2025-03-12 15:43:00,spring
USA,Raleigh,Sector_1,35.7822,-78.60662,2.0,14.93,6.68,0.74,77.85,211.04,14.59,13.9,24,0.7,Spring,333.2,5000.0,5000.0,5000.0,2025-03-26 12:06:00,spring
China,Xiamen,Sector_2,24.47852,118.06917,3.0,22.97,7.36,9.08,123.7,184.57,44.6,26.5,45,5.7,Spring,316.05,5000.0,5000.0,5000.0,2025-04-06 15:51:00,spring
Nigeria,Kano,Sector_4,11.98231,8.52266,5.0,135.19,1.45,0.49,90.21,173.71,578.02,39.0,10,5.0,Spring,133.28,5000.0,5000.0,5000.0,2025-04-07 17:26:00,spring
Brazil,Goiânia,Sector_4,-16.67849,-49.20818,1.0,3.21,1.63,0.09,32.04,196.19,3.5,31.6,59,2.1,Spring,240.24,779.87,5000.0,5000.0,2025-04-16 08:26:00,spring
China,Huai'an,Sector_4,33.62124,118.98052,5.0,89.48,64.99,10.79,0.05,1116.62,144.21,10.4,57,3.0,Spring,381.41,5000.0,5000.0,5000.0,2025-05-21 20:24:00,spring
Bangladesh,Habiganj,Sector_2,24.38569,91.43735,5.0,64.13,15.46,3.7,76.08,501.68,67.95,28.0,47,3.2,Spring,1584.78,5000.0,5000.0,5000.0,2025-05-16 10:20:00,spring
Russia,Barnaul,Sector_4,53.37491,83.80204,1.0,0.39,3.21,5.15,73.17,126.98,0.47,-9.8,57,6.2,Spring,247.46,442.23,5000.0,1144.12,2025-05-04 17:20:00,spring
Germany,Augsburg,City Center,48.3690341,10.8979522,2.0,0.66,3.35,0.2,93.39,122.52,0.98,14.0,84,1.7,Spring,241.83,333.23,5000.0,174.5,2025-04-13 17:06:00,spring
China,Zhengzhou,City Center,34.7472531,113.619321,5.0,335.44,96.38,18.12,0.0,2087.39,394.1,13.4,41,3.9,Spring,183.83,5000.0,5000.0,5000.0,2025-03-16 16:56:00,spring
Pakistan,Abbottabad,Sector_2,34.12317,73.2005,5.0,135.22,30.32,3.57,52.02,1358.2,218.96,19.9,10,1.9,Spring,725.42,5000.0,5000.0,5000.0,2025-05-23 15:45:00,spring
India,Rajkot,Sector_1,22.33737,70.81913,5.0,109.54,8.92,5.39,139.7,492.68,147.09,38.5,23,4.5,Spring,194.19,5000.0,5000.0,5000.0,2025-05-09 12:49:00,spring
Brazil,São Paulo,Sector_3,-23.5516,-46.6813,1.0,1.91,0.07,0.16,55.05,46.22,15.45,27.9,69,7.2,Spring,73.59,274.66,5000.0,784.4,2025-04-12 16:53:00,spring
Germany,Magdeburg,Sector_2,52.11705,11.64368,3.0,24.97,18.92,0.9,31.64,228.16,31.84,13.9,84,1.0,Spring,1375.91,350.6,5000.0,792.09,2025-03-10 17:59:00,spring
Nigeria,Warri,Sector_2,5.5082,5.79087,1.0,1.24,0.07,0.08,22.65,88.19,2.5,39.1,42,3.4,Spring,446.69,5000.0,5000.0,5000.0,2025-05-08 16:04:00,spring
India,Vijayawada,City Center,16.5115306,80.6160469,5.0,132.1,3.6,5.96,162.85,443.93,167.29,32.3,65,0.6,Spring,28.62,259.9,5000.0,5000.0,2025-03-11 19:11:00,spring
Brazil,João Pessoa,Sector_3,-7.0889,-34.89806,2.0,3.65,0.6,0.49,102.17,88.29,6.91,38.9,46,6.8,Spring,5000.0,5000.0,5000.0,5000.0,2025-04-01 15:27:00,spring
Nigeria,Kano,Sector_1,12.01548,8.53776,5.0,143.56,1.13,0.47,94.84,200.6,528.16,36.1,10,5.5,Spring,120.11,5000.0,5000.0,5000.0,2025-03-17 19:33:00,spring
Russia,Irkutsk,City Center,52.2891225,104.279829,2.0,0.36,0.23,0.16,88.53,119.5,0.49,-2.9,79,2.7,Spring,23.7,5000.0,5000.0,5000.0,2025-05-25 18:19:00,spring
Russia,Orenburg,Sector_2,51.76027,55.11019,2.0,4.16,0.94,0.29,87.12,120.91,6.59,5.4,74,3.4,Spring,77.62,5000.0,5000.0,5000.0,2025-05-31 17:15:00,spring
China,Beijing,Sector_1,40.1776,116.38603,5.0,255.35,73.54,46.58,0.0,2121.62,354.04,6.3,53,1.9,Spring,465.13,957.52,1493.26,5000.0,2025-04-12 20:57:00,spring
Bangladesh,Lalmonirhat,City Center,25.9163507,89.4461394,5.0,77.61,15.04,1.45,50.61,729.67,129.21,25.9,29,3.0,Spring,6.39,5000.0,5000.0,5000.0,2025-03-14 18:31:00,spring
USA,Mesa,Sector_2,33.40441,-111.84708,3.0,20.52,1.53,0.64,98.96,133.66,52.55,20.3,46,2.6,Spring,152.61,266.96,5000.0,243.7,2025-05-15 20:32:00,spring
Indonesia,South Tangerang,City Center,-6.3227016,106.7085737,1.0,0.86,0.25,0.07,47.2,72.76,2.27,30.4,78,2.0,Spring,33.44,145.02,261.01,1064.02,2025-04-08 09:55:00,spring
Indonesia,Bekasi,Sector_4,-6.24544,106.99685,1.0,0.8,0.36,0.08,36.44,74.22,2.17,33.8,82,3.4,Spring,49.85,5000.0,5000.0,5000.0,2025-03-04 14:50:00,spring
USA,Portland,City Center,45.5202471,-122.674194,2.0,0.85,0.47,0.11,106.19,95.51,2.67,15.9,71,3.9,Spring,9.63,115.93,5000.0,393.2,2025-05-03 17:47:00,spring
Nigeria,Port Harcourt,Sector_1,4.7543,7.04464,1.0,0.81,0.05,0.04,23.43,89.79,1.89,38.2,43,5.5,Spring,515.05,5000.0,5000.0,5000.0,2025-05-24 17:59:00,spring
Nigeria,Awka,Sector_3,6.24732,7.08817,2.0,13.48,1.03,0.7,43.89,212.69,31.34,41.3,28,3.1,Spring,385.12,5000.0,5000.0,5000.0,2025-05-06 08:50:00,spring
Nigeria,Ife,Sector_1,7.51033,4.56218,2.0,8.84,2.47,1.37,52.15,211.72,19.94,44.8,16,2.1,Spring,698.8,5000.0,5000.0,5000.0,2025-04-10 09:53:00,spring
