Country,City,Location_Type,Latitude,Longitude,AQI,PM2_5,NO2,SO2,O3,CO,PM10,Temperature,Humidity,Wind_Speed,Weather_Condition,Dist_Road,Dist_Industry,Dist_Farm,Dist_Dump,Timestamp,Season
China,Wuxi,Sector_1,31.57807,120.33763,5.0,157.8,82.45,16.96,0.0,1130.01,214.04,20.8,43,4.8,Summer,9.28,5000.0,5000.0,5000.0,2025-08-05 16:09:00,summer
Germany,Wuppertal,City Center,51.264018,7.1780374,1.0,4.8,14.33,0.78,45.83,164.39,7.44,24.1,72,3.8,Summer,125.07,384.53,5000.0,371.32,2025-08-18 14:56:00,summer
India,Surat,Sector_1,21.20319,72.86831,5.0,90.6,12.22,30.03,240.66,436.04,138.89,38.0,19,4.2,Summer,122.23,5000.0,5000.0,5000.0,2025-06-04 20:39:00,summer
Indonesia,Banda Aceh,Sector_1,5.5811,95.32453,1.0,2.07,0.25,0.03,73.89,116.2,2.19,39.9,57,4.9,Summer,459.69,143.09,1584.41,878.42,2025-06-22 20:07:00,summer
Brazil,Mogi das Cruzes,Sector_4,-23.48967,-46.19276,2.0,2.47,0.06,0.17,76.9,44.35,16.48,33.2,49,5.4,Summer,1275.58,5000.0,5000.0,5000.0,2025-06-09 16:07:00,summer
Bangladesh,Tongī,Sector_4,23.89617,90.37193,5.0,57.51,10.29,2.61,133.14,441.99,78.51,36.0,51,3.1,Summer,259.59,352.11,5000.0,5000.0,2025-06-10 13:12:00,summer
Bangladesh,Chuadanga,Sector_4,23.67671,88.8429,5.0,198.93,54.61,26.79,99.92,1571.54,288.79,35.9,37,3.9,Summer,5000.0,5000.0,5000.0,5000.0,2025-06-15 14:53:00,summer
Bangladesh,Nilphamari,Sector_4,25.92481,88.83969,5.0,100.88,14.87,4.9,117.77,692.05,146.32,33.3,40,3.4,Summer,1447.47,1039.59,166.55,5000.0,2025-08-06 13:07:00,summer
Brazil,Campo Grande,Sector_3,-20.43829,-54.62468,2.0,12.84,0.33,0.12,105.82,112.24,14.31,45.2,39,2.6,Summer,0.79,5000.0,5000.0,5000.0,2025-07-19 10:19:00,summer
India,Srinagar,City Center,34.0747444,74.8204443,5.0,127.79,22.09,3.1,142.87,1196.68,175.58,24.7,16,1.7,Summer,24.38,1111.31,2222.98,5000.0,2025-06-08 20:09:00,summer
Indonesia,Pontianak,Sector_1,-0.02197,109.3612,1.0,1.29,0.21,0.08,76.86,66.68,2.02,40.1,72,0.9,Summer,170.73,93.33,5000.0,5000.0,2025-06-29 13:32:00,summer
USA,Mesa,Sector_1,33.40326,-111.84663,3.0,21.14,1.9,0.59,132.03,121.71,40.38,26.1,29,4.0,Summer,205.44,421.28,5000.0,142.67,2025-08-08 15:13:00,summer
Pakistan,Dadu,Sector_3,26.70378,67.77746,5.0,109.39,6.2,3.13,176.89,353.25,180.54,32.0,10,3.2,Summer,88.4,5000.0,5000.0,5000.0,2025-07-18 19:35:00,summer
Brazil,São Luís,Sector_2,-2.54762,-44.31326,1.0,1.43,0.56,0.19,42.08,105.13,4.27,43.0,40,7.1,Summer,79.23,1055.84,5000.0,1423.24,2025-06-11 09:07:00,summer
Pakistan,Abbottabad,Sector_3,34.12859,73.20902,5.0,103.4,40.09,3.53,91.15,1049.76,165.82,27.9,10,2.4,Summer,925.21,5000.0,5000.0,5000.0,2025-07-04 19:53:00,summer
Pakistan,Multan,Sector_2,30.22055,71.47593,5.0,205.8,12.61,1.31,119.16,699.89,313.11,29.6,37,1.3,Summer,30.05,5000.0,5000.0,5000.0,2025-06-08 12:25:00,summer
Brazil,Joinville,City Center,-26.3044898,-48.8486726,1.0,1.96,0.27,0.53,87.47,49.89,4.43,40.5,43,4.5,Summer,26.11,154.96,5000.0,409.38,2025-06-13 20:07:00,summer
Brazil,Joinville,Sector_1,-26.33017,-48.81405,1.0,1.93,0.27,0.46,74.27,48.49,3.94,42.6,37,4.7,Summer,216.69,5000.0,5000.0,5000.0,2025-08-29 20:53:00,summer
Germany,Kiel,Sector_1,54.35645,10.13829,3.0,16.97,23.17,1.69,14.69,250.64,26.58,24.4,63,3.8,Summer,250.85,255.04,1882.99,86.12,2025-08-24 10:45:00,summer
Russia,Volgograd,Sector_3,48.73362,44.53903,1.0,3.25,7.1,2.48,63.82,110.27,3.87,13.7,78,6.2,Summer,334.25,84.1,2475.39,618.07,2025-08-12 12:16:00,summer
Indonesia,Sukabumi,Sector_2,-7.03513,106.73644,1.0,1.18,0.12,0.11,54.35,52.59,5.12,42.5,77,1.7,Summer,5000.0,5000.0,5000.0,5000.0,2025-08-09 16:07:00,summer
Nigeria,Enugu,City Center,6.4496519,7.5136856,3.0,11.97,1.58,0.97,91.13,237.2,32.87,46.1,18,3.4,Summer,43.05,1214.95,5000.0,5000.0,2025-08-11 19:03:00,summer
USA,Long Beach,Sector_2,33.76099,-118.20231,2.0,11.62,0.67,0.38,117.83,104.12,20.62,30.1,76,3.3,Summer,237.8,276.81,5000.0,5000.0,2025-07-24 13:46:00,summer
India,Lucknow,Sector_1,26.86387,80.93467,5.0,125.2,11.47,3.01,108.29,626.76,151.96,30.7,79,3.3,Summer,316.7,5000.0,5000.0,5000.0,2025-06-12 14:06:00,summer
Brazil,Betim,City Center,-19.9475338,-44.1995361,1.0,3.08,0.75,0.4,76.87,111.43,3.49,36.2,61,3.5,Summer,379.63,5000.0,5000.0,5000.0,2025-06-21 16:05:00,summer
Bangladesh,Manikganj,Sector_1,23.83184,89.97829,5.0,106.08,14.85,3.73,123.36,507.66,121.18,34.2,39,4.1,Summer,295.98,5000.0,5000.0,5000.0,2025-06-10 12:50:00,summer
Bangladesh,Sirajganj,City Center,24.4572235,89.7057047,5.0,102.76,16.73,3.18,81.53,705.39,135.97,35.4,49,4.3,Summer,187.31,5000.0,5000.0,5000.0,2025-07-27 19:59:00,summer
Bangladesh,Chittagong,City Center,22.333778,91.8344348,4.0,40.29,0.5,2.74,220.85,185.7,47.35,32.4,69,2.5,Summer,30.3,5000.0,5000.0,5000.0,2025-07-14 14:46:00,summer
India,Agra,Sector_1,27.14406,78.02774,5.0,86.94,11.47,3.29,151.05,478.79,126.61,31.6,10,1.9,Summer,699.29,5000.0,5000.0,5000.0,2025-07-19 08:38:00,summer
Pakistan,Larkana,Sector_2,27.59252,68.19936,5.0,73.65,3.58,1.56,171.63,329.19,145.51,39.9,10,3.6,Summer,927.69,5000.0,5000.0,5000.0,2025-06-29 09:22:00,summer
Bangladesh,Cox's Bazar,Sector_3,21.16385,91.99789,4.0,38.67,0.46,3.04,219.58,205.36,52.63,39.0,48,5.0,Summer,5000.0,5000.0,5000.0,5000.0,2025-08-14 18:38:00,summer
Pakistan,Bahawalnagar,Sector_4,29.97793,73.20454,5.0,194.76,2.83,2.06,172.39,697.92,413.72,34.0,10,2.5,Summer,176.65,5000.0,5000.0,5000.0,2025-07-06 12:45:00,summer
Bangladesh,Jamalpur,Sector_3,24.93617,89.96148,5.0,104.96,12.95,2.11,81.65,673.06,103.67,33.7,48,3.7,Summer,270.24,5000.0,5000.0,5000.0,2025-08-13 15:41:00,summer
Russia,Saratov,Sector_2,51.50579,45.98429,1.0,3.49,2.71,0.19,64.02,125.89,3.75,20.7,44,1.8,Summer,657.97,361.97,5000.0,3276.19,2025-07-17 18:16:00,summer
USA,Louisville,Sector_3,38.26072,-85.75057,2.0,5.62,4.79,1.29,96.41,135.19,6.82,17.1,21,4.8,Summer,189.95,548.74,5000.0,5000.0,2025-06-04 17:25:00,summer
Germany,Halle,Sector_2,51.47151,11.98075,3.0,20.14,22.26,1.27,51.13,193.38,24.48,18.0,66,6.7,Summer,18.73,224.04,2052.42,160.26,2025-08-28 14:34:00,summer
USA,New York,Sector_4,40.73769,-74.02676,2.0,9.98,13.26,1.85,70.36,172.37,14.68,14.2,45,4.5,Summer,205.3,890.85,5000.0,73.01,2025-08-05 09:15:00,summer
Indonesia,Gorontalo,Sector_4,0.70365,122.4627,1.0,0.93,0.59,0.07,51.6,81.86,1.41,40.9,80,2.5,Summer,388.59,5000.0,5000.0,5000.0,2025-08-24 20:51:00,summer
India,Guwahati,Sector_1,26.20022,91.76188,3.0,15.71,8.21,0.99,38.1,295.57,19.75,39.5,29,1.8,Summer,711.2,5000.0,5000.0,5000.0,2025-06-06 08:04:00,summer
Bangladesh,Panchagarh,Sector_4,26.28125,88.54097,5.0,132.26,21.41,3.47,114.22,656.09,128.87,33.9,32,3.1,Summer,926.24,5000.0,5000.0,5000.0,2025-08-11 18:48:00,summer
Germany,Hamburg,Sector_3,53.57549,9.96432,2.0,14.07,31.86,3.04,26.24,184.31,22.36,22.7,69,4.5,Summer,385.62,313.71,5000.0,291.62,2025-08-31 18:43:00,summer
Germany,Cologne,Sector_3,50.91674,6.9352,2.0,7.52,26.55,0.79,18.45,186.88,11.41,22.2,59,3.1,Summer,421.96,1054.12,5000.0,664.81,2025-06-06 13:44:00,summer
Russia,Kirov,City Center,58.6035661,49.6666241,1.0,3.12,7.49,0.64,50.99,135.25,3.42,-0.6,78,2.2,Summer,218.69,533.34,1891.79,318.89,2025-06-03 08:39:00,summer
Brazil,Curitiba,Sector_4,-25.44816,-49.24963,1.0,1.8,0.24,0.34,81.1,57.92,3.08,32.8,54,5.9,Summer,102.66,678.77,5000.0,76.04,2025-06-27 20:11:00,summer
India,Bangalore,Sector_1,12.94214,77.59996,2.0,7.94,7.48,2.21,92.92,157.1,11.78,35.8,44,4.0,Summer,265.86,381.62,310.73,684.83,2025-08-30 12:25:00,summer
Indonesia,Tasikmalaya,Sector_3,-7.3375,108.25489,1.0,1.8,0.07,0.09,74.56,43.03,6.47,46.6,73,1.4,Summer,496.15,5000.0,5000.0,5000.0,2025-08-01 18:38:00,summer
USA,Omaha,Sector_3,41.26523,-95.90367,1.0,2.77,12.38,0.12,50.99,149.71,3.53,15.5,68,3.8,Summer,180.92,695.37,5000.0,5000.0,2025-07-29 10:11:00,summer
Bangladesh,Kurigram,Sector_3,25.80915,89.68235,5.0,56.97,15.26,1.18,63.14,553.17,80.78,34.0,31,3.8,Summer,1775.52,5000.0,5000.0,5000.0,2025-07-05 14:31:00,summer
Nigeria,Kaduna,City Center,10.5182899,7.4359863,5.0,71.87,1.09,0.22,129.45,166.88,279.03,47.2,10,2.3,Summer,127.69,349.91,217.78,5000.0,2025-07-26 14:42:00,summer
Indonesia,Kendari,Sector_1,-3.95837,122.50264,1.0,4.21,2.3,0.26,57.31,164.42,5.51,38.1,73,1.0,Summer,228.87,5000.0,5000.0,5000.0,2025-07-10 12:01:00,summer
Nigeria,Lagos,Sector_3,6.46082,3.36175,1.0,4.44,0.1,0.07,58.98,90.84,9.62,46.6,50,5.1,Summer,251.54,5000.0,5000.0,5000.0,2025-08-11 16:12:00,summer
China,Jinan,Sector_3,36.64936,117.12926,5.0,205.5,99.55,44.32,0.0,1759.75,304.37,18.6,30,2.9,Summer,60.72,5000.0,5000.0,5000.0,2025-06-25 16:41:00,summer
India,Jaipur,Sector_2,26.88767,75.84836,5.0,83.72,14.87,4.21,247.27,373.84,116.31,31.7,26,0.8,Summer,908.77,5000.0,5000.0,5000.0,2025-06-18 08:05:00,summer
Germany,Wuppertal,Sector_3,51.27372,7.20928,1.0,5.14,13.3,0.63,60.1,172.32,7.9,24.7,65,3.7,Summer,34.78,454.52,5000.0,147.46,2025-07-25 18:01:00,summer
Germany,Dresden,Sector_2,51.04192,13.72002,3.0,20.16,18.15,1.02,43.22,270.53,21.3,15.0,46,4.6,Summer,114.65,213.71,5000.0,71.74,2025-07-06 16:15:00,summer
Bangladesh,Nilphamari,City Center,25.9339275,88.8534588,5.0,104.8,13.02,4.31,124.18,806.13,133.45,38.2,30,2.5,Summer,114.89,516.84,412.79,5000.0,2025-08-29 15:01:00,summer
Brazil,Porto Alegre,Sector_3,-30.03492,-51.24179,1.0,1.06,0.12,0.12,92.46,39.8,2.96,39.9,25,3.2,Summer,99.33,117.76,1150.01,5000.0,2025-06-11 18:54:00,summer
Pakistan,Chishtian,Sector_2,29.78516,72.87807,5.0,164.12,2.06,3.86,226.3,588.74,454.33,35.5,10,3.7,Summer,161.13,5000.0,5000.0,5000.0,2025-08-28 17:39:00,summer
Pakistan,Bahawalpur,City Center,29.394644,71.6638747,5.0,279.36,1.75,3.47,201.84,839.05,435.3,33.2,10,3.8,Summer,64.9,1605.92,5000.0,5000.0,2025-07-31 17:42:00,summer
China,Hefei,City Center,31.8665676,117.281428,5.0,170.77,91.08,16.89,0.27,1276.21,221.08,16.1,67,3.1,Summer,66.66,1136.78,5000.0,5000.0,2025-07-14 08:27:00,summer
Bangladesh,Jamalpur,Sector_1,24.96666,89.95188,5.0,77.29,14.36,2.06,87.86,663.93,100.24,37.0,44,4.0,Summer,1485.04,5000.0,5000.0,5000.0,2025-07-29 18:28:00,summer
Indonesia,Jakarta,Sector_4,-6.1686,106.81875,1.0,0.49,0.45,0.07,49.26,97.12,1.07,40.3,67,4.9,Summer,92.78,1359.74,5000.0,669.75,2025-07-06 09:32:00,summer
USA,Seattle,Sector_1,47.57535,-122.32674,2.0,0.48,0.61,0.17,157.08,85.14,1.92,18.0,63,11.8,Summer,81.61,0.0,5000.0,623.64,2025-07-08 13:55:00,summer
Pakistan,Nawabshah,Sector_4,26.25511,68.36395,5.0,124.23,9.05,3.58,160.13,605.52,285.39,40.4,10,2.3,Summer,37.52,5000.0,5000.0,5000.0,2025-06-13 18:01:00,summer
Nigeria,Bida,Sector_3,9.07063,6.04986,4.0,31.85,2.28,0.68,99.01,260.06,83.31,47.9,10,2.5,Summer,714.3,5000.0,5000.0,5000.0,2025-08-07 12:06:00,summer
Brazil,São Vicente,Sector_4,-23.95099,-46.42824,1.0,2.23,0.04,0.12,66.52,40.09,13.89,34.2,71,3.2,Summer,1389.63,5000.0,5000.0,5000.0,2025-08-28 17:02:00,summer
India,Hyderabad,Sector_2,17.39344,78.49733,5.0,60.07,7.46,3.96,152.06,266.09,72.48,33.8,49,4.0,Summer,36.2,1102.8,1561.88,5000.0,2025-06-19 17:39:00,summer
Nigeria,Sokoto,Sector_3,13.05703,5.33366,5.0,65.39,0.54,0.22,111.47,106.4,207.87,48.4,10,6.0,Summer,19.56,5000.0,5000.0,5000.0,2025-07-15 12:50:00,summer
China,Daqing,Sector_2,46.60219,125.05385,4.0,28.35,28.85,12.65,36.49,491.1,54.5,-0.8,33,3.9,Summer,717.47,5000.0,5000.0,5000.0,2025-06-03 16:13:00,summer
Bangladesh,Gaibandha,City Center,25.331295,89.5479718,5.0,80.21,20.33,1.82,75.3,755.3,109.44,36.2,36,3.8,Summer,36.25,5000.0,5000.0,5000.0,2025-08-12 13:55:00,summer
USA,San Francisco,Sector_1,37.76849,-122.40687,2.0,1.19,1.18,0.38,78.9,52.81,4.23,30.5,68,3.5,Summer,10.44,562.41,5000.0,784.24,2025-08-27 16:40:00,summer
Brazil,Porto Alegre,Sector_1,-30.04867,-51.22733,1.0,0.88,0.12,0.1,80.71,50.2,2.43,35.2,32,2.8,Summer,43.16,192.7,5000.0,1062.81,2025-06-25 20:44:00,summer
Indonesia,Samarinda,City Center,-0.5017804,117.1393089,1.0,3.02,2.33,0.92,34.11,149.43,4.4,40.3,80,2.0,Summer,15.19,977.46,964.82,5000.0,2025-08-17 14:26:00,summer
India,Bangalore,Sector_4,13.00308,77.58066,2.0,7.0,5.77,1.54,99.94,143.72,9.12,40.0,43,8.2,Summer,143.31,652.22,5000.0,5000.0,2025-07-05 10:52:00,summer
Pakistan,Dadu,Sector_1,26.72148,67.76853,5.0,96.59,6.55,3.19,179.36,381.2,178.47,32.3,10,3.9,Summer,724.12,5000.0,5000.0,5000.0,2025-08-07 15:48:00,summer
Pakistan,Jacobabad,City Center,28.2813094,68.4364361,5.0,99.2,9.01,2.0,122.86,519.17,188.85,35.8,10,2.1,Summer,120.57,5000.0,5000.0,5000.0,2025-06-02 14:42:00,summer
Germany,Oberhausen,Sector_1,51.46363,6.81939,1.0,4.08,9.69,0.43,65.16,161.18,7.14,24.2,52,4.8,Summer,403.92,1117.35,554.6,632.82,2025-07-28 13:56:00,summer
Brazil,Sorocaba,Sector_2,-23.52869,-47.44746,1.0,1.65,0.34,0.16,68.4,42.46,10.71,39.3,54,8.1,Summer,86.93,221.3,5000.0,5000.0,2025-07-26 09:53:00,summer
Indonesia,Makassar,Sector_1,-5.10379,119.40167,1.0,2.33,0.29,0.07,79.22,139.54,3.86,40.1,64,2.9,Summer,1673.4,5000.0,5000.0,5000.0,2025-07-14 11:53:00,summer
Brazil,Belo Horizonte,Sector_4,-19.93423,-43.93366,1.0,4.25,1.2,0.41,95.55,129.19,5.27,40.2,45,3.8,Summer,55.78,5000.0,5000.0,5000.0,2025-07-12 13:29:00,summer
Pakistan,Dadu,City Center,26.7274836,67.7804974,5.0,120.53,6.03,2.75,151.5,445.9,134.8,39.0,10,2.9,Summer,362.77,5000.0,5000.0,5000.0,2025-08-26 10:24:00,summer
Indonesia,Samarinda,Sector_4,-0.48752,117.14415,1.0,4.03,2.66,1.06,37.82,180.18,4.41,39.0,78,1.9,Summer,301.84,1259.45,5000.0,5000.0,2025-07-24 09:54:00,summer
India,Bhopal,City Center,23.2584857,77.401989,4.0,38.47,4.23,1.44,106.63,205.69,50.54,29.8,39,3.7,Summer,343.02,5000.0,5000.0,5000.0,2025-07-31 15:40:00,summer
Indonesia,Yogyakarta,Sector_3,-7.96512,110.36048,1.0,1.57,0.02,0.1,94.77,47.98,6.72,44.0,62,3.6,Summer,81.08,5000.0,5000.0,5000.0,2025-07-14 20:06:00,summer
Indonesia,Banjarmasin,Sector_3,-3.30017,114.59895,2.0,3.31,0.78,0.31,111.32,167.87,5.9,42.5,74,1.5,Summer,313.22,5000.0,5000.0,5000.0,2025-08-26 08:03:00,summer
Indonesia,Malang,Sector_1,-8.01567,112.63751,1.0,1.9,0.03,0.11,93.99,47.88,10.39,42.8,71,1.4,Summer,293.6,1122.53,263.83,5000.0,2025-06-28 15:31:00,summer
India,Jodhpur,Sector_2,26.30158,73.00564,5.0,77.01,16.72,2.25,151.56,410.99,115.51,36.1,10,3.2,Summer,602.48,5000.0,5000.0,5000.0,2025-07-10 08:11:00,summer
India,Kolkata,City Center,22.5726459,88.3638953,5.0,147.79,5.96,20.95,272.17,709.17,209.22,31.7,42,3.5,Summer,145.05,5000.0,5000.0,5000.0,2025-07-13 09:46:00,summer
India,Meerut,Sector_4,29.04296,77.78764,5.0,139.54,35.83,3.88,68.39,811.27,206.59,33.7,10,2.5,Summer,580.51,768.8,5000.0,5000.0,2025-07-25 14:35:00,summer
Pakistan,Mingora,City Center,34.7725375,72.3607712,5.0,142.23,13.53,5.35,200.11,1171.77,308.03,30.8,10,2.3,Summer,54.9,5000.0,5000.0,5000.0,2025-06-21 19:15:00,summer
Russia,Cheboksary,City Center,56.1399598,47.2480999,1.0,3.65,12.67,0.61,24.4,148.55,5.06,11.0,85,1.4,Summer,138.38,1119.25,5000.0,632.18,2025-07-17 12:06:00,summer
Brazil,Osasco,Sector_4,-23.50943,-46.77324,1.0,1.98,0.06,0.12,72.15,46.2,12.18,35.2,64,6.9,Summer,40.48,318.02,5000.0,5000.0,2025-07-09 15:49:00,summer
Bangladesh,Patiya,Sector_1,22.33886,91.97357,4.0,40.36,0.59,3.32,237.56,183.21,44.86,31.4,69,2.7,Summer,768.85,5000.0,5000.0,5000.0,2025-08-04 19:41:00,summer
USA,Charlotte,Sector_2,35.22866,-80.86578,2.0,8.07,7.79,1.0,88.47,171.86,7.6,20.9,32,4.3,Summer,67.64,644.57,5000.0,190.51,2025-07-23 18:37:00,summer
Nigeria,Damaturu,Sector_4,11.78158,11.95464,5.0,83.12,1.01,0.24,132.17,122.83,347.74,46.7,10,4.0,Summer,1321.77,5000.0,5000.0,5000.0,2025-07-14 17:32:00,summer
Brazil,Campinas,Sector_1,-22.93281,-47.04895,1.0,1.64,0.23,0.14,68.65,36.11,9.09,36.6,42,8.6,Summer,80.61,694.53,5000.0,5000.0,2025-07-30 12:02:00,summer
Bangladesh,Tangail,Sector_3,24.25533,89.86763,5.0,88.97,13.68,3.06,100.29,622.76,109.41,34.4,53,4.5,Summer,1721.02,5000.0,5000.0,5000.0,2025-08-23 19:37:00,summer
India,Pimpri-Chinchwad,Sector_4,18.6331,73.78686,5.0,82.65,3.52,8.97,240.79,229.16,84.36,40.0,22,3.3,Summer,54.72,93.28,1594.66,5000.0,2025-06-12 13:31:00,summer
China,Qingdao,Sector_3,36.08114,120.35432,4.0,31.49,21.07,12.72,84.67,324.54,59.25,15.5,26,2.0,Summer,150.87,1127.32,5000.0,1776.2,2025-08-18 11:34:00,summer
Pakistan,Bahawalpur,Sector_2,29.42957,71.66025,5.0,245.99,3.24,3.09,212.37,895.85,467.19,36.4,10,3.8,Summer,178.62,5000.0,5000.0,5000.0,2025-08-12 15:16:00,summer
China,Zhengzhou,Sector_2,34.73999,113.64225,5.0,233.91,97.84,15.11,0.0,2093.55,310.32,20.9,35,4.3,Summer,297.83,5000.0,5000.0,5000.0,2025-07-17 19:53:00,summer
Pakistan,Jhang,Sector_4,31.30284,72.34847,5.0,224.78,18.35,1.95,121.28,1222.97,322.54,35.8,10,2.8,Summer,1029.3,5000.0,5000.0,5000.0,2025-06-26 10:44:00,summer
China,Kunming,City Center,25.0363006,102.7086139,3.0,28.44,20.85,2.9,21.08,341.55,34.55,20.3,83,0.6,Summer,32.37,570.35,1555.74,1192.51,2025-08-04 17:31:00,summer
Nigeria,Minna,Sector_3,9.5974,6.52246,4.0,51.98,1.05,0.42,107.5,215.99,148.02,49.5,10,2.3,Summer,305.03,5000.0,5000.0,5000.0,2025-06-03 19:54:00,summer
Nigeria,Ife,City Center,7.482824,4.5604451,2.0,8.24,2.08,1.11,85.76,188.23,16.58,51.7,10,2.9,Summer,3.84,5000.0,5000.0,5000.0,2025-07-04 17:43:00,summer
India,Kalyan-Dombivli,Sector_2,19.25614,73.13116,5.0,110.1,6.29,20.16,361.85,514.14,140.98,42.2,20,2.2,Summer,123.98,382.21,5000.0,5000.0,2025-08-16 11:48:00,summer
China,Tangshan,Sector_1,39.6392,118.22403,5.0,64.04,53.14,15.97,2.47,803.4,117.66,20.1,51,3.6,Summer,58.85,5000.0,5000.0,5000.0,2025-06-26 13:48:00,summer
Nigeria,Nguru,Sector_4,12.90735,10.47633,5.0,97.66,1.79,0.31,118.42,150.18,627.61,44.9,10,5.0,Summer,5000.0,5000.0,5000.0,5000.0,2025-07-14 16:16:00,summer
Brazil,João Pessoa,Sector_2,-7.09769,-34.85188,2.0,3.18,0.78,0.42,148.26,80.38,5.46,45.6,34,6.6,Summer,111.99,662.26,1161.24,5000.0,2025-08-07 14:17:00,summer
India,Mumbai,City Center,19.054999,72.8692035,5.0,109.28,2.37,19.96,349.61,495.92,149.64,43.5,21,3.2,Summer,24.99,54.06,1244.28,5000.0,2025-06-16 11:22:00,summer
Russia,Novokuznetsk,City Center,53.7575903,87.1358494,2.0,0.29,3.74,3.43,99.41,112.18,0.39,3.5,68,6.0,Summer,54.83,5000.0,5000.0,5000.0,2025-08-18 09:25:00,summer
Bangladesh,Magura,Sector_2,23.47849,89.38383,5.0,166.89,27.01,11.64,117.64,1148.95,243.48,32.3,32,4.4,Summer,758.89,5000.0,5000.0,5000.0,2025-07-06 17:24:00,summer
Nigeria,Benin City,City Center,6.3330586,5.6221058,1.0,1.22,0.17,0.08,36.14,99.04,2.7,50.6,19,3.1,Summer,71.52,373.06,5000.0,535.3,2025-08-27 09:53:00,summer
Brazil,São Gonçalo,Sector_3,-22.86239,-43.02967,1.0,2.88,0.06,0.15,72.03,42.03,12.52,37.4,58,4.6,Summer,265.35,497.46,5000.0,2005.71,2025-06-22 09:12:00,summer
Pakistan,Kamoke,Sector_2,31.97607,74.21638,5.0,187.55,28.4,2.88,74.02,1561.3,294.3,30.1,10,2.1,Summer,264.97,5000.0,5000.0,5000.0,2025-06-15 08:19:00,summer
Bangladesh,Gaibandha,Sector_4,25.31125,89.57544,5.0,88.52,17.16,2.72,67.12,751.84,114.31,34.1,43,4.0,Summer,1710.49,5000.0,5000.0,5000.0,2025-07-05 10:14:00,summer
Germany,Bremen,Sector_1,53.07615,8.83293,2.0,13.11,31.93,3.48,19.62,303.86,26.89,24.4,73,4.6,Summer,235.51,853.79,2370.22,433.1,2025-07-07 19:23:00,summer
India,Raipur,Sector_1,21.24848,81.63348,5.0,142.77,20.13,21.11,126.39,603.41,159.1,35.3,45,2.0,Summer,69.72,5000.0,5000.0,5000.0,2025-07-03 19:23:00,summer
Germany,Freiburg,Sector_3,47.99848,7.78452,2.0,14.67,20.64,1.72,25.77,256.38,15.85,22.9,64,2.1,Summer,574.74,1358.8,162.83,794.4,2025-07-20 08:53:00,summer
Germany,Bonn,Sector_4,50.73781,7.06738,2.0,8.48,21.54,1.24,29.63,188.55,11.7,27.1,61,3.0,Summer,301.8,726.58,556.55,142.02,2025-06-19 11:27:00,summer
India,Chandigarh,Sector_1,30.74651,76.7529,5.0,116.41,20.76,3.62,149.83,782.2,196.34,30.8,20,2.9,Summer,5000.0,5000.0,5000.0,5000.0,2025-07-09 13:23:00,summer
USA,Nashville,Sector_1,36.18815,-86.79753,2.0,7.64,6.19,0.49,111.13,138.94,10.44,20.9,32,4.5,Summer,1.71,1000.53,5000.0,5000.0,2025-06-11 14:35:00,summer
Russia,Kaliningrad,Sector_4,54.69366,20.47481,3.0,25.94,16.65,3.18,42.77,204.56,30.44,17.1,72,3.7,Summer,34.92,463.58,5000.0,835.76,2025-07-30 20:03:00,summer
Indonesia,Bengkulu,Sector_1,-3.99321,101.85658,1.0,1.26,0.04,0.08,73.97,118.05,3.04,39.4,50,7.9,Summer,5000.0,5000.0,5000.0,5000.0,2025-06-02 19:09:00,summer
Brazil,Salvador,Sector_3,-13.00649,-38.49605,2.0,0.75,0.12,0.09,109.6,50.82,4.71,43.2,43,7.4,Summer,103.38,5000.0,5000.0,5000.0,2025-08-22 12:14:00,summer
Germany,Osnabrück,Sector_4,52.29736,8.08029,2.0,10.96,31.61,4.07,13.52,231.74,18.36,25.1,59,4.5,Summer,1268.19,534.08,0.0,789.37,2025-08-30 18:40:00,summer
India,Ghaziabad,City Center,28.7749966,77.4586967,5.0,121.12,33.67,3.01,63.09,907.45,193.76,32.5,10,2.9,Summer,1004.85,1644.05,5000.0,5000.0,2025-06-11 19:22:00,summer
Russia,Tyumen,City Center,57.153534,65.542274,1.0,1.63,5.98,1.32,53.9,115.73,2.02,0.9,71,4.1,Summer,214.35,1015.78,5000.0,858.87,2025-07-31 11:59:00,summer
Indonesia,Surakarta,Sector_2,-7.5416,110.79587,1.0,1.14,0.04,0.11,92.14,52.63,6.79,39.7,69,4.1,Summer,255.97,1335.44,1886.14,5000.0,2025-07-16 14:01:00,summer
Indonesia,Metro,Sector_1,-5.10449,105.31778,1.0,0.71,0.12,0.05,62.66,104.25,2.64,35.9,57,3.5,Summer,10.79,5000.0,5000.0,5000.0,2025-08-11 14:35:00,summer
USA,Portland,Sector_1,45.54362,-122.65618,2.0,0.87,0.57,0.12,134.28,86.05,2.04,17.5,70,4.6,Summer,240.15,5000.0,5000.0,5000.0,2025-07-12 17:02:00,summer
Russia,Cheboksary,Sector_2,56.11731,47.23455,1.0,3.74,12.74,0.56,25.25,167.78,4.11,8.1,71,1.7,Summer,905.72,1252.24,5000.0,1879.29,2025-06-30 15:12:00,summer
Bangladesh,Comilla,Sector_1,23.45651,91.17504,5.0,47.79,5.79,1.87,131.96,335.28,59.58,32.6,36,3.5,Summer,346.84,1167.02,5000.0,5000.0,2025-07-26 08:07:00,summer
